energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-8.0,1,7
-9.0,1,8
-10.0,1,9
-10.0,1,10
-11.0,1,11
-12.0,1,12
-13.0,1,13
-13.0,1,14
-13.0,1,15
-13.0,1,16
-13.0,1,17
-13.0,1,18
-13.0,1,19
-13.0,1,20
-13.0,1,21
-13.0,1,22
-13.0,1,23
-13.0,1,24
-13.0,1,25
-13.0,1,26
-13.0,1,27
-13.0,1,28
-13.0,1,29
-13.0,1,30
-13.0,1,31
-13.0,1,32
-13.0,1,33
-13.0,1,34
-13.0,1,35
-13.0,1,36
-13.0,1,37
-13.0,1,38
-13.0,1,39
-13.0,1,40
-13.0,1,41
-13.0,1,42
-13.0,1,43
-13.0,1,44
-13.0,1,45
-13.0,1,46
-13.0,1,47
-13.0,1,48
-13.0,1,49
-1.0,2,0
-2.0,2,1
-2.0,2,2
-2.0,2,3
-3.0,2,4
-4.0,2,5
-5.0,2,6
-6.0,2,7
-6.0,2,8
-6.0,2,9
-7.0,2,10
-7.0,2,11
-8.0,2,12
-9.0,2,13
-10.0,2,14
-11.0,2,15
-12.0,2,16
-12.0,2,17
-12.0,2,18
-12.0,2,19
-12.0,2,20
-12.0,2,21
-12.0,2,22
-12.0,2,23
-12.0,2,24
-12.0,2,25
-12.0,2,26
-12.0,2,27
-12.0,2,28
-12.0,2,29
-12.0,2,30
-12.0,2,31
-12.0,2,32
-12.0,2,33
-12.0,2,34
-12.0,2,35
-12.0,2,36
-12.0,2,37
-12.0,2,38
-12.0,2,39
-12.0,2,40
-12.0,2,41
-12.0,2,42
-12.0,2,43
-12.0,2,44
-12.0,2,45
-12.0,2,46
-12.0,2,47
-12.0,2,48
-12.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-10.0,3,9
-11.0,3,10
-12.0,3,11
-13.0,3,12
-14.0,3,13
-15.0,3,14
-15.0,3,15
-15.0,3,16
-15.0,3,17
-15.0,3,18
-15.0,3,19
-15.0,3,20
-15.0,3,21
-15.0,3,22
-15.0,3,23
-15.0,3,24
-15.0,3,25
-15.0,3,26
-15.0,3,27
-15.0,3,28
-15.0,3,29
-15.0,3,30
-15.0,3,31
-15.0,3,32
-15.0,3,33
-15.0,3,34
-15.0,3,35
-15.0,3,36
-15.0,3,37
-15.0,3,38
-15.0,3,39
-15.0,3,40
-15.0,3,41
-15.0,3,42
-15.0,3,43
-15.0,3,44
-15.0,3,45
-15.0,3,46
-15.0,3,47
-15.0,3,48
-15.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-10.0,4,9
-11.0,4,10
-12.0,4,11
-13.0,4,12
-13.0,4,13
-13.0,4,14
-13.0,4,15
-13.0,4,16
-13.0,4,17
-13.0,4,18
-13.0,4,19
-14.0,4,20
-15.0,4,21
-16.0,4,22
-16.0,4,23
-16.0,4,24
-16.0,4,25
-16.0,4,26
-16.0,4,27
-16.0,4,28
-16.0,4,29
-16.0,4,30
-16.0,4,31
-16.0,4,32
-16.0,4,33
-16.0,4,34
-16.0,4,35
-16.0,4,36
-16.0,4,37
-16.0,4,38
-16.0,4,39
-16.0,4,40
-16.0,4,41
-16.0,4,42
-16.0,4,43
-16.0,4,44
-16.0,4,45
-16.0,4,46
-16.0,4,47
-16.0,4,48
-16.0,4,49
-1.0,5,0
-1.0,5,1
-2.0,5,2
-3.0,5,3
-4.0,5,4
-5.0,5,5
-6.0,5,6
-7.0,5,7
-7.0,5,8
-7.0,5,9
-7.0,5,10
-7.0,5,11
-7.0,5,12
-7.0,5,13
-7.0,5,14
-8.0,5,15
-8.0,5,16
-8.0,5,17
-8.0,5,18
-8.0,5,19
-8.0,5,20
-8.0,5,21
-8.0,5,22
-8.0,5,23
-8.0,5,24
-8.0,5,25
-8.0,5,26
-8.0,5,27
-8.0,5,28
-8.0,5,29
-8.0,5,30
-8.0,5,31
-8.0,5,32
-8.0,5,33
-8.0,5,34
-8.0,5,35
-8.0,5,36
-8.0,5,37
-8.0,5,38
-8.0,5,39
-8.0,5,40
-8.0,5,41
-8.0,5,42
-8.0,5,43
-8.0,5,44
-8.0,5,45
-8.0,5,46
-8.0,5,47
-8.0,5,48
-8.0,5,49
