episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
200, 9950, -88.82861729049881, -95.71306189255579, -86.51662769475305, -94.690184090677
400, 19950, -92.74361908727627, -109.92156682045709, -91.55302198233701, -97.27438604845267
600, 29950, -85.92956935374782, -101.9741154915138, -96.07674785603628, -95.9064329564203
800, 39950, -82.27684727318952, -96.35075677415506, -78.59665549081058, -99.95571619532437
1000, 49950, -85.85009301242474, -91.84167937887396, -96.96583324993063, -96.1046386302098
1200, 59950, -408.0497468613489, -367.4028734302681, -385.4024860283053, -84.78100863769788
1400, 69950, -121.37981253901086, -92.19137581593452, -250.89239286894812, -76.77847118793972
1600, 79950, -86.25500411937064, -81.67535822544556, -117.29683408648623, -75.21335150489789
1800, 89950, -75.0033974847192, -66.3025701959928, -74.54241864753324, -61.90584536215179
2000, 99950, -53.55214468425837, -53.25041658275459, -48.78165435688439, -50.508033868968326
2200, 109950, -46.269160612272536, -49.12629708931348, -45.207040068526865, -48.9891854179635
2400, 119950, -42.99879965307471, -46.81105147408642, -39.887451386461315, -47.72472081252038
2600, 129950, -46.397716245507326, -49.20557193930411, -41.181529909095225, -46.51769613832192
2800, 139950, -47.01672087254395, -50.58002212227544, -43.475449713188155, -48.42957766908817
3000, 149950, -42.38968472833389, -44.86513457302659, -37.14419781340137, -41.767408723574064
3200, 159950, -42.291136317243655, -44.727188502646776, -39.0107315602877, -39.759677209522266
3400, 169950, -43.79473303871393, -41.57506490019663, -38.41271663641699, -40.02403974073638
3600, 179950, -40.733404143922215, -38.70040799268925, -36.80095389439994, -38.27893832757944
3800, 189950, -46.37147377631966, -42.21109874913848, -40.74809490144119, -37.46860616881484
4000, 199950, -37.8789426409256, -32.181671290153766, -33.26387763838127, -32.87678498780038
4200, 209950, -39.725791465613696, -38.36771788191567, -34.385049504664565, -32.302144810902206
4400, 219950, -40.56814754860874, -38.36361575334518, -37.11578429689579, -32.092413104170205
4600, 229950, -38.37042525716974, -38.682439199890666, -34.409614426216066, -32.06992998976634
4800, 239950, -38.305097448342174, -35.586645999029976, -31.20383247504904, -32.10411456856376
5000, 249950, -39.4555496416049, -34.40967426803172, -34.77244039344432, -32.61999198672442
5200, 259950, -36.95848686966895, -31.242839176167504, -30.981577783241274, -31.814109122485043
5400, 269950, -33.34299099999897, -33.85933937976778, -31.72089934182767, -28.41304137123909
5600, 279950, -34.777141602799645, -34.444907786495385, -31.94257301780347, -28.448434788851447
5800, 289950, -33.566274269816184, -29.09105842262389, -30.198195707272962, -26.30673756382043
