episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg,agent2_energy_min,agent2_energy_max,agent2_energy_avg,agent3_energy_min,agent3_energy_max,agent3_energy_avg
200, 9950, -30.391959798994975, -0.5979899497487438, -15.297688442211056, -26.185929648241206, -0.5226130653266332, -13.215577889447232, -20.844221105527637, -0.49748743718592964, -10.859497487437189, -25.175879396984925, -0.5276381909547738, -12.841206030150758
400, 19950, -30.06, -0.56, -15.210000000000003, -26.475, -0.52, -13.286600000000005, -20.4, -0.36, -10.465500000000006, -25.11, -0.425, -12.6494
600, 29950, -29.86, -0.605, -15.053100000000002, -25.795, -0.465, -13.2305, -20.48, -0.485, -10.683599999999998, -25.24, -0.515, -12.81530000000001
800, 39950, -29.65, -0.535, -14.8856, -26.265, -0.51, -13.398900000000005, -19.965, -0.44, -10.484600000000006, -25.39, -0.44, -12.81890000000001
1000, 49950, -30.43, -0.535, -15.333099999999988, -26.3, -0.485, -13.250000000000005, -19.925, -0.39, -10.279299999999996, -26.03, -0.52, -13.111300000000002
1200, 59950, -45.23, -0.93, -22.926299999999987, -41.525, -0.885, -21.3722, -6.305, -0.34, -4.154700000000002, -26.01, -0.455, -12.915799999999992
1400, 69950, -32.425, -0.61, -15.620299999999993, -26.505, -0.395, -12.2005, -15.925, -0.395, -8.814700000000006, -22.76, -0.43, -10.899400000000004
1600, 79950, -32.745, -0.715, -16.497599999999995, -16.54, -0.435, -8.529800000000007, -6.715, -0.28, -3.6606999999999976, -30.655, -0.625, -15.396099999999997
1800, 89950, -23.3, -0.58, -11.652899999999995, -23.855, -0.49, -12.1615, -27.87, -0.38, -13.686900000000001, -19.635, -0.395, -9.6527
2000, 99950, -13.76, -0.285, -6.8508, -5.28, -0.25, -3.0068999999999995, -11.615, -0.3, -5.715100000000001, -5.9, -0.115, -2.7557999999999994
2200, 109950, -18.485, -0.38, -9.4164, -3.795, -0.24, -2.3095999999999997, -13.2, -0.335, -6.707600000000002, -9.055, -0.22, -4.3404
2400, 119950, -25.66, -0.595, -13.205600000000002, -9.075, -0.31, -4.833399999999999, -4.335, -0.335, -2.7493, -7.325, -0.265, -4.138500000000002
2600, 129950, -24.37, -0.53, -12.349399999999994, -14.265, -0.38, -7.191400000000001, -4.84, -0.355, -2.502600000000001, -9.51, -0.405, -5.3626
2800, 139950, -20.015, -0.51, -10.431700000000001, -6.885, -0.285, -3.6222, -3.59, -0.31, -1.9135000000000002, -15.215, -0.535, -8.1828
3000, 149950, -19.14, -0.635, -10.233599999999997, -15.705, -0.435, -7.928800000000004, -3.695, -0.31, -1.9306999999999996, -18.46, -0.635, -9.842000000000002
3200, 159950, -21.53, -0.64, -11.7796, -17.07, -0.48, -8.278000000000002, -2.825, -0.245, -1.4056999999999997, -18.04, -0.675, -10.233800000000002
3400, 169950, -27.635, -0.75, -14.547299999999993, -23.915, -0.43, -11.233999999999995, -4.84, -0.38, -2.5237999999999996, -15.96, -0.635, -9.114500000000001
3600, 179950, -26.575, -0.635, -13.909699999999997, -24.275, -0.515, -11.814400000000001, -5.145, -0.27, -2.5904000000000003, -20.37, -0.7, -11.453700000000001
3800, 189950, -26.72, -0.635, -13.538800000000004, -28.82, -0.59, -14.10259999999999, -4.55, -0.25, -2.3009999999999997, -18.755, -0.715, -11.054699999999995
4000, 199950, -26.6, -0.715, -13.874699999999997, -33.27, -0.68, -16.5648, -21.945, -0.43, -10.122600000000002, -25.21, -0.78, -13.965199999999996
4200, 209950, -29.61, -0.755, -15.343999999999994, -33.205, -0.585, -15.796800000000003, -18.035, -0.395, -8.345500000000001, -38.23, -0.815, -19.515199999999997
4400, 219950, -28.0, -0.805, -15.329099999999992, -32.85, -0.59, -15.718399999999997, -27.38, -0.435, -12.71739999999999, -21.675, -0.71, -12.047100000000006
4600, 229950, -28.485, -0.72, -15.260099999999998, -31.835, -0.565, -15.1573, -33.69, -0.53, -15.580400000000008, -32.705, -0.765, -16.963699999999996
4800, 239950, -32.22, -0.765, -17.4438, -33.475, -0.485, -15.882099999999998, -30.63, -0.54, -14.495, -33.985, -0.755, -17.521600000000003
5000, 249950, -19.17, -0.675, -11.071900000000003, -42.0, -0.75, -20.707699999999996, -36.99, -0.55, -17.224099999999996, -36.455, -0.79, -19.1306
5200, 259950, -28.13, -0.785, -15.715400000000013, -42.925, -0.695, -21.012499999999996, -39.845, -0.525, -18.76399999999999, -41.135, -0.865, -20.959300000000002
5400, 269950, -28.335, -0.78, -15.372100000000003, -45.31, -0.78, -22.581799999999994, -39.295, -0.555, -18.627699999999997, -34.295, -0.83, -18.003900000000005
5600, 279950, -23.165, -0.795, -13.831000000000008, -46.525, -0.785, -23.0425, -35.75, -0.53, -16.940599999999996, -40.84, -0.855, -21.1283
5800, 289950, -27.22, -0.795, -15.018800000000008, -47.215, -0.675, -23.1796, -36.615, -0.42, -16.629599999999993, -44.49, -0.895, -22.608799999999995
6000, 299950, -16.885, -0.625, -10.115499999999999, -48.89, -0.905, -24.750700000000002, -38.835, -0.45, -18.213599999999992, -36.28, -0.76, -18.824200000000005
6200, 309950, -19.66, -0.67, -11.542500000000002, -47.925, -0.74, -23.7458, -37.925, -0.405, -17.5489, -43.395, -0.89, -22.392099999999996
6400, 319950, -25.51, -0.75, -14.479099999999995, -48.21, -0.835, -24.1411, -40.895, -0.59, -19.525299999999994, -38.16, -0.875, -20.12900000000001
6600, 329950, -25.105, -0.86, -14.660899999999991, -45.925, -0.64, -22.5137, -46.125, -0.705, -22.74809999999999, -42.585, -0.855, -21.79240000000001
6800, 339950, -21.21, -0.725, -12.771299999999997, -48.025, -0.81, -23.903099999999995, -43.34, -0.575, -20.768199999999997, -40.865, -0.79, -20.47209999999999
7000, 349950, -17.925, -0.715, -10.86800000000001, -46.645, -0.725, -22.826299999999996, -42.82, -0.625, -20.77729999999999, -43.985, -0.95, -22.386099999999995
7200, 359950, -19.22, -0.775, -12.12059999999999, -48.005, -0.87, -23.8862, -42.295, -0.565, -20.179499999999994, -45.475, -0.94, -22.932299999999987
7400, 369950, -22.39, -0.715, -14.120100000000004, -47.22, -0.84, -23.244099999999992, -43.625, -0.65, -21.110299999999988, -45.68, -0.975, -22.7667
7600, 379950, -24.04, -0.8, -14.589899999999998, -46.645, -0.76, -22.6727, -47.67, -0.715, -23.629400000000004, -46.445, -0.95, -22.953600000000016
7800, 389950, -20.535, -0.735, -12.5248, -48.335, -0.855, -24.023400000000002, -45.735, -0.67, -22.343299999999996, -39.705, -0.95, -21.043799999999997
8000, 399950, -23.39, -0.755, -13.775699999999999, -49.025, -0.88, -24.6367, -47.955, -0.73, -23.800799999999995, -38.485, -0.98, -20.774399999999993
8200, 409950, -19.76, -0.765, -12.574799999999998, -49.13, -0.92, -24.721999999999998, -46.55, -0.615, -22.825699999999994, -39.965, -0.94, -20.790899999999997
8400, 419950, -17.6, -0.79, -11.47460000000001, -48.98, -0.895, -24.6296, -46.735, -0.77, -23.03459999999999, -46.985, -0.92, -23.477200000000003
8600, 429950, -18.61, -0.78, -11.731300000000008, -49.685, -0.94, -25.225000000000005, -48.465, -0.8, -24.1591, -44.59, -0.965, -23.095499999999998
8800, 439950, -20.18, -0.785, -12.74320000000001, -49.57, -0.955, -25.1706, -46.405, -0.7, -22.807399999999987, -43.675, -0.98, -22.7383
9000, 449950, -17.465, -0.78, -11.746900000000009, -49.955, -0.995, -25.473, -45.28, -0.675, -22.1154, -41.77, -0.98, -21.782999999999994
9200, 459950, -19.82, -0.87, -12.802599999999993, -49.765, -0.97, -25.301, -46.795, -0.7, -23.223700000000004, -43.87, -0.94, -22.670500000000008
9400, 469950, -13.53, -0.855, -9.889700000000007, -49.715, -0.96, -25.266999999999992, -48.105, -0.81, -24.059200000000004, -42.455, -0.94, -22.115899999999993
9600, 479950, -22.795, -0.885, -14.084000000000001, -49.74, -0.97, -25.2838, -48.365, -0.82, -24.171799999999998, -42.845, -0.955, -22.28869999999999
9800, 489950, -15.945, -0.895, -11.145300000000006, -49.86, -0.965, -25.383299999999995, -48.945, -0.895, -24.688000000000006, -40.905, -0.99, -21.586100000000002
