energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-8.0,1,7
-9.0,1,8
-10.0,1,9
-11.0,1,10
-12.0,1,11
-13.0,1,12
-14.0,1,13
-15.0,1,14
-16.0,1,15
-17.0,1,16
-18.0,1,17
-19.0,1,18
-20.0,1,19
-21.0,1,20
-22.0,1,21
-23.0,1,22
-24.0,1,23
-25.0,1,24
-26.0,1,25
-27.0,1,26
-28.0,1,27
-29.0,1,28
-30.0,1,29
-31.0,1,30
-31.0,1,31
-31.0,1,32
-31.0,1,33
-31.0,1,34
-31.0,1,35
-31.0,1,36
-31.0,1,37
-31.0,1,38
-31.0,1,39
-31.0,1,40
-31.0,1,41
-31.0,1,42
-31.0,1,43
-31.0,1,44
-31.0,1,45
-31.0,1,46
-31.0,1,47
-31.0,1,48
-31.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-4.0,2,4
-4.0,2,5
-4.0,2,6
-4.0,2,7
-4.0,2,8
-4.0,2,9
-4.0,2,10
-4.0,2,11
-4.0,2,12
-4.0,2,13
-4.0,2,14
-4.0,2,15
-4.0,2,16
-4.0,2,17
-4.0,2,18
-4.0,2,19
-4.0,2,20
-4.0,2,21
-4.0,2,22
-4.0,2,23
-4.0,2,24
-4.0,2,25
-4.0,2,26
-4.0,2,27
-4.0,2,28
-4.0,2,29
-4.0,2,30
-4.0,2,31
-4.0,2,32
-4.0,2,33
-4.0,2,34
-4.0,2,35
-4.0,2,36
-4.0,2,37
-4.0,2,38
-4.0,2,39
-4.0,2,40
-4.0,2,41
-4.0,2,42
-4.0,2,43
-4.0,2,44
-4.0,2,45
-4.0,2,46
-4.0,2,47
-4.0,2,48
-4.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-3.0,3,3
-4.0,3,4
-5.0,3,5
-5.0,3,6
-5.0,3,7
-5.0,3,8
-5.0,3,9
-5.0,3,10
-5.0,3,11
-5.0,3,12
-5.0,3,13
-5.0,3,14
-5.0,3,15
-5.0,3,16
-5.0,3,17
-5.0,3,18
-5.0,3,19
-5.0,3,20
-5.0,3,21
-5.0,3,22
-5.0,3,23
-5.0,3,24
-5.0,3,25
-5.0,3,26
-5.0,3,27
-5.0,3,28
-5.0,3,29
-5.0,3,30
-5.0,3,31
-5.0,3,32
-5.0,3,33
-5.0,3,34
-5.0,3,35
-5.0,3,36
-5.0,3,37
-5.0,3,38
-5.0,3,39
-5.0,3,40
-5.0,3,41
-5.0,3,42
-5.0,3,43
-5.0,3,44
-5.0,3,45
-5.0,3,46
-5.0,3,47
-5.0,3,48
-5.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-8.0,4,8
-9.0,4,9
-10.0,4,10
-11.0,4,11
-12.0,4,12
-12.0,4,13
-12.0,4,14
-12.0,4,15
-12.0,4,16
-12.0,4,17
-12.0,4,18
-12.0,4,19
-12.0,4,20
-12.0,4,21
-12.0,4,22
-12.0,4,23
-12.0,4,24
-12.0,4,25
-12.0,4,26
-12.0,4,27
-12.0,4,28
-12.0,4,29
-12.0,4,30
-12.0,4,31
-12.0,4,32
-12.0,4,33
-12.0,4,34
-12.0,4,35
-12.0,4,36
-12.0,4,37
-12.0,4,38
-13.0,4,39
-13.0,4,40
-13.0,4,41
-13.0,4,42
-13.0,4,43
-13.0,4,44
-13.0,4,45
-13.0,4,46
-13.0,4,47
-13.0,4,48
-13.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-7.0,5,7
-8.0,5,8
-9.0,5,9
-9.0,5,10
-10.0,5,11
-11.0,5,12
-11.0,5,13
-12.0,5,14
-13.0,5,15
-14.0,5,16
-15.0,5,17
-16.0,5,18
-17.0,5,19
-18.0,5,20
-19.0,5,21
-20.0,5,22
-20.0,5,23
-20.0,5,24
-20.0,5,25
-20.0,5,26
-20.0,5,27
-20.0,5,28
-20.0,5,29
-20.0,5,30
-20.0,5,31
-20.0,5,32
-20.0,5,33
-20.0,5,34
-20.0,5,35
-20.0,5,36
-20.0,5,37
-20.0,5,38
-20.0,5,39
-20.0,5,40
-20.0,5,41
-20.0,5,42
-20.0,5,43
-20.0,5,44
-20.0,5,45
-20.0,5,46
-20.0,5,47
-20.0,5,48
-20.0,5,49
