episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 25408, 2.21, 2.21, 2.21, -11.978909390873302
2000, 52660, 3.63, 3.63, 3.63, -18.518436733600183
3000, 81885, 5.31, 5.31, 5.31, -5.912260793633049
4000, 113217, 24.87, 24.87, 24.87, -26.23701647164917
5000, 146916, 73.21, 73.21, 73.21, -85.74607828253019
6000, 182997, 54.14, 54.14, 54.14, -67.50736504334016
7000, 221756, 40.89, 40.89, 40.89, -58.52633703766292
8000, 263306, 33.64, 33.64, 33.64, -46.735800139232914
9000, 307869, 27.21, 27.21, 27.21, -35.8985666651215
10000, 355637, 27.07, 27.07, 27.07, -37.711484794557705
11000, 406940, 24.98, 24.98, 24.98, -39.3759510927943
12000, 461923, 23.32, 23.32, 23.32, -42.41859744279648
13000, 520889, 25.49, 25.49, 25.49, -45.49441744154389
14000, 584098, 23.31, 23.31, 23.31, -41.40501556668118
15000, 651925, 25.36, 25.36, 25.36, -41.654590929041774
16000, 724634, 23.54, 23.54, 23.54, -40.99270400446029
17000, 802600, 26.03, 26.03, 26.03, -43.95393486292237
18000, 886188, 27.66, 27.66, 27.66, -49.755991039325686
19000, 975835, 34.34, 34.34, 34.34, -60.56825761004089
20000, 1071923, 40.46, 40.46, 40.46, -66.59842800791567
21000, 1174970, 43.89, 43.89, 43.89, -83.00254327476955
22000, 1285436, 53.56, 53.56, 53.56, -98.65715063325126
23000, 1403866, 57.93, 57.93, 57.93, -102.00334368235234
24000, 1530832, 52.71, 52.71, 52.71, -104.09500204643261
25000, 1666959, 56.05, 56.05, 56.05, -99.64244582392034
26000, 1812882, 67.35, 67.35, 67.35, -105.17688282482665
27000, 1969314, 63.6, 63.6, 63.6, -106.10603220209866
28000, 2137004, 67.33, 67.33, 67.33, -122.23454515255942
29000, 2316778, 68.53, 68.53, 68.53, -121.46613067128894
30000, 2509476, 77.99, 77.99, 77.99, -139.61958124359887
31000, 2709475, 79.89, 79.89, 79.89, -149.9064771793278
32000, 2909475, 78.24, 78.24, 78.24, -149.1760223589152
33000, 3109475, 101.54, 101.54, 101.54, -179.9574893060074
34000, 3309475, 109.61, 109.61, 109.61, -200.49459783972043
35000, 3509475, 84.13, 84.13, 84.13, -175.7236319402246
36000, 3709475, 79.56, 79.56, 79.56, -170.50700489020758
37000, 3909475, 93.18, 93.18, 93.18, -165.2730428117626
38000, 4109475, 89.36, 89.36, 89.36, -156.15383513008567
39000, 4309475, 85.51, 85.51, 85.51, -150.5279820229853
40000, 4509475, 95.68, 95.68, 95.68, -166.8117662926587
41000, 4709475, 102.68, 102.68, 102.68, -178.30944181493024
42000, 4909475, 99.79, 99.79, 99.79, -181.3878285361809
43000, 5109475, 100.9, 100.9, 100.9, -170.54054769812535
44000, 5309475, 96.37, 96.37, 96.37, -158.3217657407976
45000, 5509475, 102.71, 102.71, 102.71, -168.05416442102305
46000, 5709475, 97.4, 97.4, 97.4, -168.5110952028173
47000, 5909475, 96.4, 96.4, 96.4, -160.12937422814974
48000, 6109475, 91.2, 91.2, 91.2, -145.2239049924767
49000, 6309475, 94.27, 94.27, 94.27, -147.9903583231686
50000, 6509475, 95.13, 95.13, 95.13, -152.17387386735643
