episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -14.782782782782784, -18.36036036036036, -16.446446446446448, -16.73173173173173
2000, 99950, -9.697, -26.384, -31.419, -7.709
3000, 149950, -4.694, -41.824, -35.827, -3.242
4000, 199950, -13.837, -28.537, -42.011, -3.388
5000, 249950, -19.862, -23.884, -45.052, -1.995
6000, 299950, -17.345, -26.774, -47.623, -1.089
7000, 349950, -20.131, -23.776, -47.135, -0.491
8000, 399950, -17.187, -29.504, -47.67, -0.536
9000, 449950, -15.97, -30.951, -43.394, -0.109
10000, 499950, -17.857, -30.171, -38.275, -0.211
11000, 549950, -16.013, -30.401, -35.338, -0.301
12000, 599950, -16.977, -28.902, -38.033, -0.268
13000, 649950, -15.108, -32.949, -34.474, -0.38
14000, 699950, -16.909, -31.617, -32.511, -0.255
15000, 749950, -14.89, -33.576, -28.302, -2.962
16000, 799950, -15.421, -33.111, -28.663, -0.211
17000, 849950, -16.76, -31.741, -32.831, -0.378
18000, 899950, -16.202, -32.457, -31.278, -3.906
19000, 949950, -14.882, -33.655, -22.541, -7.354
20000, 999950, -15.355, -33.364, -20.797, -14.916
21000, 1049950, -17.006, -31.578, -22.235, -10.268
22000, 1099950, -28.933, -19.598, -21.524, -17.454
23000, 1149950, -34.317, -14.572, -21.057, -12.344
24000, 1199950, -31.6, -18.168, -31.937, -7.244
25000, 1249950, -37.464, -12.34, -32.251, -6.428
26000, 1299950, -35.48, -11.278, -30.835, -7.198
27000, 1349950, -38.497, -10.993, -26.541, -6.099
28000, 1399950, -38.721, -10.429, -26.718, -11.439
29000, 1449950, -36.445, -11.104, -24.731, -7.087
30000, 1499950, -30.947, -12.689, -23.583, -6.713
31000, 1549950, -26.766, -16.696, -24.584, -15.359
32000, 1599950, -23.915, -22.832, -20.964, -13.614
33000, 1649950, -19.252, -26.368, -27.579, -9.651
34000, 1699950, -16.558, -28.887, -27.452, -16.36
35000, 1749950, -14.763, -31.288, -20.692, -24.526
36000, 1799950, -20.389, -27.204, -28.619, -15.451
37000, 1849950, -19.446, -27.582, -27.666, -17.392
38000, 1899950, -22.208, -23.58, -28.756, -16.083
39000, 1949950, -20.25, -23.803, -28.749, -14.265
40000, 1999950, -18.234, -23.01, -36.744, -5.46
