episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -27.276381909547737, -0.507537688442211, -13.65889447236181, -25.688442211055275, -0.5276381909547738, -13.050050251256286
400, 19950, -27.035, -0.515, -13.5056, -25.78, -0.525, -13.216099999999999
600, 29950, -27.115, -0.6, -13.694000000000006, -26.28, -0.55, -13.474000000000006
800, 39950, -26.7, -0.575, -13.476499999999993, -26.135, -0.48, -13.195099999999998
1000, 49950, -26.745, -0.525, -13.444600000000005, -25.7, -0.535, -13.190300000000006
1200, 59950, -25.365, -0.58, -13.217199999999997, -21.405, -0.445, -11.359299999999998
1400, 69950, -30.08, -0.65, -15.5188, -28.105, -0.59, -14.626700000000003
1600, 79950, -15.805, -0.29, -7.7204999999999995, -41.18, -0.82, -20.9829
1800, 89950, -27.735, -0.56, -14.007299999999994, -39.07, -0.695, -20.18710000000001
2000, 99950, -29.545, -0.6, -15.297400000000003, -36.35, -0.635, -18.987499999999997
2200, 109950, -22.74, -0.49, -11.8696, -38.865, -0.75, -20.29009999999998
2400, 119950, -19.38, -0.385, -9.668799999999997, -36.86, -0.67, -19.125199999999985
2600, 129950, -28.3, -0.42, -13.479199999999986, -39.345, -0.71, -20.537399999999998
2800, 139950, -33.145, -0.515, -16.087499999999984, -40.28, -0.81, -20.727900000000005
3000, 149950, -34.56, -0.635, -17.196200000000008, -37.18, -0.72, -19.597
3200, 159950, -39.475, -0.675, -19.639100000000006, -40.205, -0.65, -20.299500000000002
3400, 169950, -44.895, -0.775, -22.3918, -39.25, -0.715, -19.9622
3600, 179950, -45.09, -0.815, -22.60750000000002, -42.88, -0.715, -21.905099999999983
3800, 189950, -46.155, -0.815, -23.037399999999998, -43.58, -0.77, -21.8774
4000, 199950, -47.47, -0.9, -23.812699999999996, -46.225, -0.845, -23.331399999999988
4200, 209950, -47.215, -0.835, -23.53769999999999, -47.0, -0.855, -23.594500000000004
4400, 219950, -47.155, -0.855, -23.360300000000002, -47.935, -0.815, -24.27060000000001
4600, 229950, -48.35, -0.885, -24.20449999999999, -48.25, -0.88, -24.374400000000005
4800, 239950, -46.69, -0.775, -22.916699999999995, -48.02, -0.985, -24.428200000000007
5000, 249950, -48.785, -0.955, -24.609200000000005, -47.835, -0.96, -24.391799999999993
5200, 259950, -47.365, -0.89, -23.5047, -48.79, -0.945, -24.706000000000003
5400, 269950, -48.22, -0.87, -24.232299999999995, -48.56, -0.985, -24.5641
5600, 279950, -48.62, -0.905, -24.492600000000003, -44.29, -0.86, -22.054299999999994
5800, 289950, -48.005, -0.9, -24.099500000000006, -48.085, -0.97, -24.248500000000007
6000, 299950, -48.235, -0.955, -24.2581, -46.145, -0.96, -23.14289999999999
6200, 309950, -47.58, -0.92, -24.124900000000004, -47.405, -0.985, -23.894500000000004
6400, 319950, -47.625, -0.885, -23.830199999999987, -46.02, -0.97, -22.9687
6600, 329950, -45.775, -0.755, -22.664500000000004, -47.7, -0.97, -23.999599999999987
6800, 339950, -47.465, -0.845, -23.708200000000005, -48.275, -0.97, -24.433899999999998
7000, 349950, -47.36, -0.935, -23.7929, -47.59, -0.95, -23.875000000000004
7200, 359950, -47.255, -0.96, -23.750799999999998, -47.31, -0.9, -23.726800000000004
7400, 369950, -46.465, -0.97, -23.5287, -47.71, -0.94, -24.062300000000004
7600, 379950, -47.4, -0.87, -23.706499999999995, -48.515, -0.955, -24.6089
7800, 389950, -48.02, -0.88, -24.109800000000014, -48.185, -0.985, -24.38789999999999
8000, 399950, -46.77, -0.88, -23.3021, -48.705, -0.99, -24.6583
8200, 409950, -46.15, -0.935, -23.130999999999993, -48.41, -0.985, -24.476700000000005
8400, 419950, -47.62, -0.91, -23.86209999999999, -48.775, -0.975, -24.654600000000002
8600, 429950, -45.655, -0.75, -22.461799999999997, -48.035, -0.96, -24.060999999999993
8800, 439950, -48.295, -0.915, -24.2365, -49.3, -0.985, -25.024100000000004
9000, 449950, -47.915, -0.995, -24.1158, -48.18, -0.955, -24.25839999999999
9200, 459950, -45.48, -0.89, -22.653000000000002, -47.825, -0.955, -24.066999999999993
9400, 469950, -48.155, -0.99, -24.2208, -48.125, -0.92, -24.41959999999999
9600, 479950, -47.76, -1.0, -24.266299999999998, -46.445, -0.97, -23.69519999999999
9800, 489950, -48.755, -0.965, -24.62820000000001, -45.11, -0.935, -22.972100000000015
10000, 499950, -48.685, -0.985, -24.686200000000014, -44.92, -0.985, -23.137500000000003
10200, 509950, -47.67, -0.99, -24.007800000000003, -47.14, -0.925, -23.828899999999987
10400, 519950, -47.365, -1.0, -23.76509999999999, -48.16, -0.99, -24.314200000000017
10600, 529950, -48.72, -0.995, -24.540499999999987, -47.06, -0.985, -23.98829999999998
10800, 539950, -47.7, -0.94, -24.05329999999999, -45.46, -0.9, -22.948700000000002
11000, 549950, -48.545, -0.995, -24.5244, -45.705, -0.97, -23.261300000000006
11200, 559950, -49.16, -1.0, -24.911699999999996, -46.01, -0.985, -23.5306
11400, 569950, -48.57, -0.97, -24.5027, -43.045, -0.995, -22.3337
11600, 579950, -48.455, -0.945, -24.44380000000001, -45.435, -0.965, -23.1114
11800, 589950, -48.925, -1.0, -24.793700000000005, -47.22, -0.98, -24.046800000000005
12000, 599950, -48.7, -0.975, -24.645300000000002, -44.05, -0.935, -22.622400000000017
12200, 609950, -48.725, -1.0, -24.672999999999988, -45.185, -0.945, -23.07050000000001
12400, 619950, -49.045, -0.995, -24.8444, -46.925, -0.95, -23.661199999999997
12600, 629950, -48.125, -1.0, -24.275100000000002, -44.515, -0.86, -22.50359999999999
12800, 639950, -48.285, -0.99, -24.345799999999993, -46.35, -0.985, -23.522900000000018
13000, 649950, -47.615, -0.995, -23.8155, -44.195, -0.98, -22.509099999999993
13200, 659950, -46.825, -0.98, -23.20500000000001, -46.7, -0.97, -23.722299999999997
13400, 669950, -42.71, -0.915, -21.516, -47.475, -0.965, -24.041700000000013
13600, 679950, -46.435, -0.955, -22.978600000000007, -44.21, -0.965, -22.489300000000004
13800, 689950, -46.705, -0.925, -22.880700000000004, -41.905, -0.95, -21.497100000000014
14000, 699950, -47.715, -0.995, -23.701399999999992, -45.645, -0.92, -23.303500000000003
14200, 709950, -47.395, -0.96, -23.454199999999986, -47.92, -0.99, -24.291699999999995
14400, 719950, -48.465, -0.99, -24.390299999999993, -48.045, -0.98, -24.349800000000002
14600, 729950, -47.075, -0.95, -23.28439999999999, -48.635, -0.97, -24.607399999999995
14800, 739950, -47.005, -0.99, -23.311599999999995, -46.055, -0.985, -23.283800000000006
15000, 749950, -47.27, -0.985, -23.380400000000005, -43.505, -0.93, -21.894699999999993
15200, 759950, -46.915, -0.98, -23.253499999999995, -48.065, -0.99, -24.3448
15400, 769950, -46.98, -0.965, -23.155700000000003, -47.805, -0.98, -24.12199999999999
15600, 779950, -44.63, -0.965, -21.546399999999995, -45.345, -1.0, -23.232800000000008
15800, 789950, -44.825, -0.975, -21.726099999999995, -40.31, -0.98, -21.08020000000001
16000, 799950, -47.775, -0.975, -23.906099999999995, -40.085, -0.98, -21.117399999999996
16200, 809950, -46.485, -0.965, -22.874599999999987, -38.66, -0.99, -20.51620000000001
16400, 819950, -47.775, -0.985, -23.8306, -40.405, -0.99, -21.197199999999995
16600, 829950, -47.445, -0.985, -23.700200000000013, -37.79, -0.89, -19.6155
16800, 839950, -48.105, -0.985, -24.07710000000001, -37.28, -0.98, -19.3145
17000, 849950, -48.23, -0.995, -24.128100000000014, -39.77, -0.985, -20.996399999999998
17200, 859950, -48.545, -0.995, -24.411999999999992, -39.97, -0.855, -20.4397
17400, 869950, -46.63, -0.965, -23.009800000000006, -41.405, -0.955, -21.336299999999998
17600, 879950, -48.83, -0.99, -24.653400000000005, -45.215, -0.98, -23.166399999999996
17800, 889950, -47.355, -0.945, -23.8778, -41.21, -0.96, -21.4678
18000, 899950, -48.735, -0.99, -24.56949999999999, -39.145, -0.97, -20.743599999999986
18200, 909950, -48.43, -0.995, -24.37410000000001, -39.025, -0.97, -20.313599999999997
18400, 919950, -46.13, -0.915, -22.829099999999993, -41.46, -0.925, -21.4081
18600, 929950, -47.95, -0.975, -23.985, -37.04, -0.97, -19.466000000000005
18800, 939950, -49.375, -1.0, -25.047900000000013, -37.325, -0.94, -19.851699999999987
19000, 949950, -47.64, -0.965, -23.912300000000005, -41.68, -0.985, -21.76529999999999
19200, 959950, -48.0, -0.97, -24.220000000000006, -38.13, -0.885, -19.771199999999997
19400, 969950, -47.725, -0.95, -24.125100000000003, -40.545, -1.0, -21.54620000000001
19600, 979950, -48.365, -0.95, -24.371700000000004, -38.315, -1.0, -20.288999999999998
19800, 989950, -48.035, -0.915, -24.216999999999985, -38.175, -0.995, -19.933500000000016
20000, 999950, -46.405, -1.0, -23.899900000000017, -38.975, -0.985, -20.500299999999996
