episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -24.28643216080402, -0.44221105527638194, -12.39507537688442, -23.949748743718594, -0.48743718592964824, -12.187537688442214
400, 19950, -24.53, -0.465, -12.406899999999993, -24.02, -0.5, -12.335099999999997
600, 29950, -24.625, -0.55, -12.476599999999996, -24.235, -0.435, -12.341200000000004
800, 39950, -24.69, -0.56, -12.610099999999994, -24.29, -0.515, -12.3761
1000, 49950, -24.3, -0.505, -12.433900000000008, -23.995, -0.445, -12.210799999999999
1200, 59950, -27.58, -0.445, -14.1826, -28.675, -0.475, -14.070699999999993
1400, 69950, -12.595, -0.37, -6.768, -18.53, -0.685, -10.106800000000007
1600, 79950, -28.155, -0.515, -13.417900000000001, -23.31, -0.7, -12.770500000000004
1800, 89950, -38.795, -0.865, -19.7546, -18.335, -0.395, -10.151800000000003
2000, 99950, -36.035, -0.875, -18.76690000000001, -18.15, -0.375, -10.036300000000004
2200, 109950, -24.48, -0.775, -13.085799999999992, -17.42, -0.295, -8.8701
2400, 119950, -17.26, -0.65, -8.993599999999997, -11.355, -0.225, -5.7638
2600, 129950, -12.715, -0.51, -6.838099999999996, -8.98, -0.145, -4.6548
2800, 139950, -14.445, -0.53, -7.853100000000003, -8.86, -0.19, -4.901500000000001
3000, 149950, -20.635, -0.515, -11.061500000000002, -10.875, -0.23, -6.2095
3200, 159950, -23.185, -0.495, -12.645900000000001, -7.12, -0.2, -4.126
3400, 169950, -19.03, -0.46, -10.405800000000001, -10.95, -0.145, -5.9201000000000015
3600, 179950, -29.28, -0.645, -14.627999999999995, -12.35, -0.195, -6.7082000000000015
3800, 189950, -22.095, -0.57, -11.3075, -12.61, -0.245, -6.963700000000004
4000, 199950, -12.64, -0.68, -6.906400000000002, -5.6, -0.135, -3.0643000000000007
4200, 209950, -16.62, -0.58, -8.754700000000003, -13.82, -0.245, -7.011200000000005
4400, 219950, -38.125, -0.74, -19.55740000000001, -29.85, -0.27, -13.9559
4600, 229950, -37.48, -0.89, -19.817999999999994, -20.09, -0.3, -9.0333
4800, 239950, -37.81, -0.875, -19.891199999999994, -20.575, -0.275, -9.6355
5000, 249950, -42.275, -0.94, -22.009999999999987, -20.645, -0.315, -9.797400000000003
5200, 259950, -40.105, -0.98, -20.961999999999993, -25.17, -0.305, -11.318699999999996
5400, 269950, -41.0, -0.985, -21.38009999999999, -37.41, -0.445, -17.984499999999997
5600, 279950, -43.365, -0.96, -22.523799999999998, -35.595, -0.39, -16.986800000000002
5800, 289950, -44.68, -0.975, -22.974599999999995, -31.38, -0.3, -14.850899999999994
6000, 299950, -46.865, -0.995, -23.937400000000007, -36.735, -0.565, -18.678399999999996
6200, 309950, -49.305, -0.995, -25.1428, -39.325, -0.51, -19.003500000000006
6400, 319950, -47.435, -0.99, -24.158200000000008, -39.4, -0.59, -19.583999999999996
6600, 329950, -48.83, -1.0, -24.870400000000004, -41.375, -0.595, -20.59009999999999
6800, 339950, -48.885, -0.995, -24.858399999999996, -45.4, -0.675, -22.483799999999988
7000, 349950, -46.68, -1.0, -23.853400000000008, -44.64, -0.705, -22.132599999999993
7200, 359950, -49.07, -1.0, -24.975700000000003, -45.04, -0.75, -22.256700000000002
7400, 369950, -49.455, -0.995, -25.14410000000001, -45.73, -0.7, -22.566900000000015
7600, 379950, -49.66, -0.975, -25.276799999999998, -44.6, -0.76, -22.094399999999997
7800, 389950, -49.43, -0.975, -25.123500000000003, -45.81, -0.73, -22.719199999999983
8000, 399950, -49.49, -1.0, -25.203899999999994, -45.095, -0.785, -22.3669
8200, 409950, -47.735, -0.97, -24.10570000000001, -45.68, -0.68, -22.831900000000005
8400, 419950, -48.485, -0.975, -24.552599999999998, -45.005, -0.68, -22.350699999999996
8600, 429950, -48.615, -0.995, -24.7414, -45.64, -0.69, -22.645299999999985
8800, 439950, -48.565, -0.98, -24.7448, -45.47, -0.825, -22.632400000000004
9000, 449950, -48.56, -0.98, -24.605900000000016, -46.82, -0.905, -23.491000000000017
9200, 459950, -48.255, -0.965, -24.390700000000006, -46.76, -0.82, -23.2289
9400, 469950, -48.51, -0.95, -24.599300000000003, -46.755, -0.84, -23.260899999999996
9600, 479950, -47.775, -0.985, -24.173500000000004, -46.12, -0.82, -22.944199999999995
9800, 489950, -48.81, -0.955, -24.75859999999999, -46.355, -0.77, -22.86460000000001
10000, 499950, -48.75, -0.945, -24.676899999999996, -46.945, -0.795, -23.329300000000003
10200, 509950, -48.485, -0.965, -24.53430000000001, -46.61, -0.84, -23.031399999999994
10400, 519950, -48.39, -0.96, -24.63269999999999, -47.255, -0.845, -23.5097
10600, 529950, -48.335, -0.955, -24.494100000000003, -46.57, -0.86, -22.9784
10800, 539950, -48.005, -0.94, -24.360899999999994, -46.065, -0.825, -22.668499999999995
11000, 549950, -47.58, -0.87, -23.971299999999996, -44.75, -0.8, -21.84429999999999
11200, 559950, -48.95, -0.93, -24.843000000000004, -46.385, -0.825, -22.820299999999992
11400, 569950, -48.76, -0.955, -24.787899999999993, -47.35, -0.875, -23.477999999999998
11600, 579950, -48.755, -0.935, -24.605000000000004, -47.33, -0.92, -23.510199999999994
11800, 589950, -49.21, -0.955, -24.9119, -46.77, -0.795, -22.95929999999999
12000, 599950, -48.495, -0.945, -24.506899999999995, -47.145, -0.75, -23.34130000000001
12200, 609950, -49.345, -0.955, -25.077800000000007, -46.375, -0.82, -22.7214
12400, 619950, -48.755, -0.95, -24.633999999999986, -45.87, -0.885, -22.348200000000002
12600, 629950, -48.84, -0.97, -24.741299999999992, -43.785, -0.86, -21.493999999999996
12800, 639950, -49.12, -0.98, -24.893500000000007, -47.605, -0.87, -23.6296
13000, 649950, -48.92, -0.94, -24.788199999999993, -46.545, -0.895, -23.099299999999992
13200, 659950, -49.36, -0.985, -25.111199999999993, -47.15, -0.94, -23.57669999999999
13400, 669950, -48.88, -0.955, -24.734999999999996, -47.13, -0.88, -23.38009999999999
13600, 679950, -48.295, -0.94, -24.417999999999992, -47.8, -0.94, -24.020799999999994
13800, 689950, -49.005, -0.915, -24.85589999999999, -47.56, -0.89, -23.938099999999995
14000, 699950, -49.02, -0.925, -24.790199999999995, -47.36, -0.86, -23.618499999999994
14200, 709950, -48.56, -0.99, -24.448699999999988, -47.825, -0.88, -23.89769999999999
14400, 719950, -48.755, -1.0, -24.6285, -47.935, -0.89, -24.048999999999996
14600, 729950, -49.11, -1.0, -24.859300000000008, -46.8, -0.915, -23.176299999999987
