episode,step,agent0_rew,agent1_rew
200, 9950, -94.18950762557888, -91.18017604483691
400, 19950, -100.20984313042258, -91.72898423385115
600, 29950, -97.10509144657114, -89.40191597233814
800, 39950, -93.23331916408611, -81.81047013301935
1000, 49950, -94.91130415035894, -90.57404765812767
1200, 59950, -107.10467569786228, -319.4030817864264
1400, 69950, -73.31978128171956, -78.17293421177628
1600, 79950, -68.16966806199044, -65.53955213178737
1800, 89950, -65.5295270306696, -74.8821028099374
2000, 99950, -63.19659130478223, -61.724115334273144
2200, 109950, -67.2073072042054, -62.714261408849
2400, 119950, -57.134665116887646, -54.146494874424135
2600, 129950, -52.08199233268925, -48.61819643386055
2800, 139950, -50.22615328677679, -48.010658509543454
3000, 149950, -44.718112075231055, -42.00618364545524
3200, 159950, -41.63073723095485, -39.09105933087621
3400, 169950, -43.29323129872294, -41.16770821407617
3600, 179950, -36.06323078239886, -32.700710308758445
3800, 189950, -40.374932058316844, -36.242288771744505
4000, 199950, -40.14037890520715, -34.355487076145295
4200, 209950, -37.05501355410284, -32.993464996100414
4400, 219950, -42.91717033841204, -37.65231194493642
4600, 229950, -32.35549367408523, -32.34061087516239
4800, 239950, -35.340073412975286, -37.52089657027888
5000, 249950, -37.36542493236991, -38.19821153237594
5200, 259950, -33.518336554224625, -31.605158708525927
5400, 269950, -30.09060226515576, -31.24437414484298
5600, 279950, -29.934255400065354, -31.729773526451105
5800, 289950, -26.24558571711217, -27.757378824196575
6000, 299950, -29.88292653768337, -28.620091280255483
6200, 309950, -28.964104051589405, -31.108517147754828
6400, 319950, -31.92610841705035, -34.3660126703246
6600, 329950, -27.65774210014947, -31.051262879619088
6800, 339950, -25.453001063282716, -25.536189286033697
7000, 349950, -29.82766240847709, -30.42650850956248
7200, 359950, -29.81282554863528, -29.677342981039665
7400, 369950, -30.97360559460261, -29.10992715078214
7600, 379950, -35.03651196455374, -32.24628879304444
7800, 389950, -27.924276327552988, -26.556536600857136
8000, 399950, -29.251785758849646, -27.493163480220183
8200, 409950, -29.158664670073406, -28.25451472660083
8400, 419950, -32.01577620613573, -29.437370518150217
8600, 429950, -29.26788951631961, -28.85390379405081
8800, 439950, -30.033636580667142, -29.706337458143697
9000, 449950, -25.948022950949426, -25.700132711612504
9200, 459950, -26.086254950067747, -25.774836970695013
9400, 469950, -26.93529841548705, -25.875826615899022
9600, 479950, -26.847386379337223, -28.949290409793242
9800, 489950, -25.504612306949447, -26.660570076605172
10000, 499950, -24.423445113779373, -26.837400281261047
10200, 509950, -27.132930986920464, -29.177230371660876
10400, 519950, -27.092602834831123, -28.19851674304342
10600, 529950, -26.262377134148792, -26.085028968870294
10800, 539950, -25.41573594685039, -24.903719642236283
11000, 549950, -28.955888131210994, -28.737094419379023
11200, 559950, -27.736727737622097, -28.026616027650753
11400, 569950, -27.15013939459365, -26.930244355645637
11600, 579950, -26.709651249152376, -26.45623944978953
11800, 589950, -31.771111289659146, -29.343618363992118
12000, 599950, -23.39618292607349, -24.016073255380906
12200, 609950, -24.72061411035064, -25.65157001770548
12400, 619950, -24.836839078781086, -25.200587177952148
12600, 629950, -25.863664751536472, -27.84926443626122
12800, 639950, -37.22206073294507, -36.01925275817631
13000, 649950, -27.754669971180583, -28.148292814213246
13200, 659950, -26.898883205147776, -26.52754854221757
13400, 669950, -28.701697850440414, -27.213631181574346
13600, 679950, -25.294530687649704, -24.565877914676438
13800, 689950, -26.460359489061137, -25.87659189804984
14000, 699950, -27.11516856498346, -26.79802077764678
14200, 709950, -25.922963375213794, -25.52086295385901
14400, 719950, -25.750499234333134, -25.304856292767063
14600, 729950, -24.577229308926547, -23.790450165097862
14800, 739950, -24.68674716043165, -23.485165773024654
15000, 749950, -27.809875496974847, -27.716142433868544
15200, 759950, -25.51559967836188, -23.89305195181628
15400, 769950, -24.123962468812113, -22.656219591658257
15600, 779950, -25.82984705352529, -23.949346884421843
15800, 789950, -25.743515135400113, -25.755539423743095
16000, 799950, -25.132106719438415, -26.22001049999243
16200, 809950, -25.443144524130872, -26.498509936504774
16400, 819950, -24.47311433720357, -24.46012128564148
16600, 829950, -24.807800661465972, -24.980899899710217
16800, 839950, -28.461980971716617, -27.856868977315415
17000, 849950, -26.200051682354324, -27.500738109392195
17200, 859950, -26.062486245433576, -27.827102882766745
17400, 869950, -31.19030838775178, -32.07042953096102
17600, 879950, -32.613880263742644, -30.617154658061335
17800, 889950, -25.12754180689553, -24.538834526417585
18000, 899950, -23.368580630565894, -23.653097038901823
18200, 909950, -28.86570064918591, -27.484932428562125
18400, 919950, -25.32139475436905, -23.844585367527706
18600, 929950, -29.406401901659727, -25.85443042074248
18800, 939950, -28.185125061317464, -23.45029260425822
19000, 949950, -28.461504360399257, -24.8787879578771
19200, 959950, -27.240017931524207, -27.611479553307646
19400, 969950, -22.905781806811127, -22.8816331682084
19600, 979950, -24.64249089482842, -24.96340445240873
19800, 989950, -29.472547276691675, -28.828349166024665
20000, 999950, -31.05567975771066, -30.260790783085323
