energy,attention,episode,step
0.0,-1.0,1,0
-1.0,-1.0,1,1
-1.0,-2.0,1,2
-2.0,-2.0,1,3
-2.0,-3.0,1,4
-3.0,-3.0,1,5
-4.0,-3.0,1,6
-5.0,-3.0,1,7
-6.0,-3.0,1,8
-7.0,-3.0,1,9
-8.0,-3.0,1,10
-9.0,-3.0,1,11
-10.0,-3.0,1,12
-11.0,-3.0,1,13
-12.0,-3.0,1,14
-13.0,-3.0,1,15
-14.0,-3.0,1,16
-15.0,-3.0,1,17
-16.0,-3.0,1,18
-17.0,-3.0,1,19
-18.0,-3.0,1,20
-19.0,-3.0,1,21
-20.0,-3.0,1,22
-21.0,-3.0,1,23
-22.0,-3.0,1,24
-23.0,-3.0,1,25
-24.0,-3.0,1,26
-25.0,-3.0,1,27
-26.0,-3.0,1,28
-27.0,-3.0,1,29
-28.0,-3.0,1,30
-29.0,-3.0,1,31
-30.0,-3.0,1,32
-31.0,-3.0,1,33
-32.0,-3.0,1,34
-33.0,-3.0,1,35
-34.0,-3.0,1,36
-35.0,-3.0,1,37
-36.0,-3.0,1,38
-37.0,-3.0,1,39
-38.0,-3.0,1,40
-39.0,-3.0,1,41
-40.0,-3.0,1,42
-41.0,-3.0,1,43
-42.0,-3.0,1,44
-43.0,-3.0,1,45
-44.0,-3.0,1,46
-45.0,-3.0,1,47
-46.0,-3.0,1,48
-47.0,-3.0,1,49
0.0,-1.0,2,0
-1.0,-1.0,2,1
-1.0,-2.0,2,2
-2.0,-2.0,2,3
-3.0,-2.0,2,4
-3.0,-3.0,2,5
-4.0,-3.0,2,6
-5.0,-3.0,2,7
-5.0,-4.0,2,8
-6.0,-4.0,2,9
-7.0,-4.0,2,10
-8.0,-4.0,2,11
-9.0,-4.0,2,12
-10.0,-4.0,2,13
-10.0,-5.0,2,14
-11.0,-5.0,2,15
-12.0,-5.0,2,16
-12.0,-6.0,2,17
-13.0,-6.0,2,18
-14.0,-6.0,2,19
-15.0,-6.0,2,20
-16.0,-6.0,2,21
-17.0,-6.0,2,22
-18.0,-6.0,2,23
-19.0,-6.0,2,24
-20.0,-6.0,2,25
-21.0,-6.0,2,26
-22.0,-6.0,2,27
-23.0,-6.0,2,28
-24.0,-6.0,2,29
-24.0,-7.0,2,30
-24.0,-8.0,2,31
-25.0,-8.0,2,32
-26.0,-8.0,2,33
-27.0,-8.0,2,34
-28.0,-8.0,2,35
-29.0,-8.0,2,36
-30.0,-8.0,2,37
-31.0,-8.0,2,38
-32.0,-8.0,2,39
-33.0,-8.0,2,40
-34.0,-8.0,2,41
-35.0,-8.0,2,42
-36.0,-8.0,2,43
-37.0,-8.0,2,44
-38.0,-8.0,2,45
-39.0,-8.0,2,46
-40.0,-8.0,2,47
-41.0,-8.0,2,48
-42.0,-8.0,2,49
0.0,-1.0,3,0
0.0,-2.0,3,1
0.0,-3.0,3,2
0.0,-4.0,3,3
0.0,-5.0,3,4
0.0,-6.0,3,5
0.0,-7.0,3,6
-1.0,-7.0,3,7
-1.0,-8.0,3,8
-2.0,-8.0,3,9
-3.0,-8.0,3,10
-4.0,-8.0,3,11
-5.0,-8.0,3,12
-6.0,-8.0,3,13
-6.0,-9.0,3,14
-7.0,-9.0,3,15
-8.0,-9.0,3,16
-9.0,-9.0,3,17
-10.0,-9.0,3,18
-11.0,-9.0,3,19
-12.0,-9.0,3,20
-13.0,-9.0,3,21
-14.0,-9.0,3,22
-15.0,-9.0,3,23
-16.0,-9.0,3,24
-17.0,-9.0,3,25
-18.0,-9.0,3,26
-19.0,-9.0,3,27
-20.0,-9.0,3,28
-21.0,-9.0,3,29
-22.0,-9.0,3,30
-23.0,-9.0,3,31
-24.0,-9.0,3,32
-25.0,-9.0,3,33
-26.0,-9.0,3,34
-27.0,-9.0,3,35
-28.0,-9.0,3,36
-29.0,-9.0,3,37
-30.0,-9.0,3,38
-31.0,-9.0,3,39
-32.0,-9.0,3,40
-33.0,-9.0,3,41
-34.0,-9.0,3,42
-35.0,-9.0,3,43
-36.0,-9.0,3,44
-37.0,-9.0,3,45
-38.0,-9.0,3,46
-39.0,-9.0,3,47
-40.0,-9.0,3,48
-41.0,-9.0,3,49
0.0,-1.0,4,0
-1.0,-1.0,4,1
-1.0,-2.0,4,2
-2.0,-2.0,4,3
-2.0,-3.0,4,4
-3.0,-3.0,4,5
-4.0,-3.0,4,6
-4.0,-4.0,4,7
-5.0,-4.0,4,8
-6.0,-4.0,4,9
-7.0,-4.0,4,10
-8.0,-4.0,4,11
-8.0,-4.0,4,12
-9.0,-4.0,4,13
-10.0,-4.0,4,14
-10.0,-4.0,4,15
-11.0,-4.0,4,16
-11.0,-4.0,4,17
-11.0,-5.0,4,18
-11.0,-6.0,4,19
-11.0,-7.0,4,20
-12.0,-7.0,4,21
-13.0,-7.0,4,22
-14.0,-7.0,4,23
-15.0,-7.0,4,24
-16.0,-7.0,4,25
-17.0,-7.0,4,26
-18.0,-7.0,4,27
-19.0,-7.0,4,28
-20.0,-7.0,4,29
-21.0,-7.0,4,30
-22.0,-7.0,4,31
-23.0,-7.0,4,32
-24.0,-7.0,4,33
-25.0,-7.0,4,34
-26.0,-7.0,4,35
-27.0,-7.0,4,36
-28.0,-7.0,4,37
-29.0,-7.0,4,38
-30.0,-7.0,4,39
-31.0,-7.0,4,40
-32.0,-7.0,4,41
-33.0,-7.0,4,42
-34.0,-7.0,4,43
-35.0,-7.0,4,44
-36.0,-7.0,4,45
-37.0,-7.0,4,46
-38.0,-7.0,4,47
-39.0,-7.0,4,48
-40.0,-7.0,4,49
0.0,-1.0,5,0
-1.0,-1.0,5,1
-1.0,-2.0,5,2
-2.0,-2.0,5,3
-3.0,-2.0,5,4
-3.0,-3.0,5,5
-4.0,-3.0,5,6
-5.0,-3.0,5,7
-5.0,-4.0,5,8
-6.0,-4.0,5,9
-6.0,-5.0,5,10
-7.0,-5.0,5,11
-8.0,-5.0,5,12
-9.0,-5.0,5,13
-10.0,-5.0,5,14
-10.0,-5.0,5,15
-10.0,-6.0,5,16
-10.0,-7.0,5,17
-10.0,-8.0,5,18
-10.0,-9.0,5,19
-10.0,-10.0,5,20
-11.0,-10.0,5,21
-12.0,-10.0,5,22
-13.0,-10.0,5,23
-14.0,-10.0,5,24
-15.0,-10.0,5,25
-16.0,-10.0,5,26
-17.0,-10.0,5,27
-18.0,-10.0,5,28
-19.0,-10.0,5,29
-20.0,-10.0,5,30
-21.0,-10.0,5,31
-22.0,-10.0,5,32
-23.0,-10.0,5,33
-24.0,-10.0,5,34
-25.0,-10.0,5,35
-26.0,-10.0,5,36
-27.0,-10.0,5,37
-28.0,-10.0,5,38
-29.0,-10.0,5,39
-30.0,-10.0,5,40
-31.0,-10.0,5,41
-32.0,-10.0,5,42
-33.0,-10.0,5,43
-34.0,-10.0,5,44
-35.0,-10.0,5,45
-36.0,-10.0,5,46
-36.0,-10.0,5,47
-37.0,-10.0,5,48
-37.0,-10.0,5,49
