episode,step,total_reward
100, 4950, -101.461026
200, 9950, -105.231685
300, 14950, -96.303726
400, 19950, -94.323087
500, 24950, -91.771581
600, 29950, -92.608325
700, 34950, -90.679060
800, 39950, -91.480869
900, 44950, -93.271250
1000, 49950, -99.561337
1100, 54950, -498.694710
1200, 59950, -92.078793
1300, 64950, -89.326074
1400, 69950, -167.538056
1500, 74950, -326.778754
1600, 79950, -85.000069
1700, 84950, -91.976045
1800, 89950, -89.617989
1900, 94950, -106.642643
2000, 99950, -90.146262
2100, 104950, -87.745076
2200, 109950, -77.613951
2300, 114950, -77.991682
2400, 119950, -82.751104
2500, 124950, -66.901248
2600, 129950, -72.797426
2700, 134950, -83.108261
2800, 139950, -97.925982
2900, 144950, -69.677918
3000, 149950, -80.785542
3100, 154950, -88.715282
3200, 159950, -82.852191
3300, 164950, -79.283316
3400, 169950, -65.079056
3500, 174950, -82.040965
3600, 179950, -73.035962
3700, 184950, -80.269522
3800, 189950, -78.482097
3900, 194950, -68.448955
4000, 199950, -75.929984
4100, 204950, -63.619105
4200, 209950, -69.597154
4300, 214950, -72.223410
4400, 219950, -81.639455
4500, 224950, -78.255072
4600, 229950, -72.164782
4700, 234950, -75.226995
4800, 239950, -73.760106
4900, 244950, -90.408683
5000, 249950, -70.306722
5100, 254950, -93.481214
5200, 259950, -67.049320
5300, 264950, -71.093955
5400, 269950, -64.106723
5500, 274950, -80.950933
5600, 279950, -79.126774
5700, 284950, -73.657133
5800, 289950, -76.660705
5900, 294950, -73.600447
6000, 299950, -72.229962
6100, 304950, -66.436016
6200, 309950, -59.595051
6300, 314950, -65.859349
6400, 319950, -77.990310
6500, 324950, -76.099158
6600, 329950, -77.833173
6700, 334950, -73.511567
6800, 339950, -69.663188
6900, 344950, -74.838784
7000, 349950, -92.446755
7100, 354950, -83.133214
7200, 359950, -72.325667
7300, 364950, -74.175149
7400, 369950, -80.074068
7500, 374950, -73.776382
7600, 379950, -71.762708
7700, 384950, -73.494476
7800, 389950, -99.491193
7900, 394950, -88.104651
8000, 399950, -113.982772
8100, 404950, -76.315194
8200, 409950, -72.663230
8300, 414950, -69.645846
8400, 419950, -78.701044
8500, 424950, -76.432577
8600, 429950, -67.960960
8700, 434950, -74.279051
8800, 439950, -60.875161
8900, 444950, -69.803929
9000, 449950, -59.835922
9100, 454950, -64.999322
9200, 459950, -85.868196
9300, 464950, -63.437060
9400, 469950, -63.433485
9500, 474950, -57.721149
9600, 479950, -72.656056
9700, 484950, -58.806134
9800, 489950, -58.168606
9900, 494950, -58.410573
10000, 499950, -65.786568
