episode,step,agent0_rew,agent1_rew
200, 9950, -73.01817651773183, -93.99589184648808
400, 19950, -76.87563169789414, -95.1646634524843
600, 29950, -75.29954227351192, -89.99036508727782
800, 39950, -79.88507867548442, -108.94956642675197
1000, 49950, -76.21173523588544, -91.9071070884581
1200, 59950, -168.58169523345302, -448.61158525957364
1400, 69950, -65.70094836872023, -92.87318261893397
1600, 79950, -78.72348012297287, -95.31101211283614
1800, 89950, -73.2343359629089, -75.54355202385102
2000, 99950, -81.38082028308806, -72.99443206666616
2200, 109950, -59.617691089539804, -59.04724178725196
2400, 119950, -48.979909716295985, -51.41583568921468
2600, 129950, -49.486966539137555, -52.87653759808911
2800, 139950, -50.56500527367598, -53.02724478800997
3000, 149950, -46.08183656343737, -49.82361217335874
3200, 159950, -46.186015494529, -44.637058757924514
3400, 169950, -41.572855485543435, -41.54087711856803
3600, 179950, -49.246930600548495, -51.45290746905701
3800, 189950, -51.47068444707224, -51.903263166021645
4000, 199950, -44.295164789884204, -44.83264056149459
4200, 209950, -39.42783982290076, -45.51329380524401
4400, 219950, -50.572118854887975, -53.035685761692285
4600, 229950, -40.685854912628, -43.84105639608376
4800, 239950, -36.925093045207284, -39.470492825415064
5000, 249950, -42.09064593746889, -49.45400304535673
5200, 259950, -40.03049916861437, -43.821098235847565
5400, 269950, -37.93197239410663, -40.81750208709686
5600, 279950, -34.07424731059325, -36.736247662580496
5800, 289950, -29.972382503748708, -35.13086104168595
6000, 299950, -29.419995680906087, -41.0412052689967
6200, 309950, -29.623108967037, -36.944961530838775
6400, 319950, -29.989099393379007, -38.65167661865452
6600, 329950, -28.683216219300906, -35.9481904674777
6800, 339950, -29.470806164859297, -34.201702049927476
7000, 349950, -26.34097570548372, -35.77948822129592
7200, 359950, -28.274396174947487, -38.87676585589044
7400, 369950, -23.526758150557416, -35.17083345405118
7600, 379950, -26.001174152340237, -38.14677698660732
7800, 389950, -28.89623276870625, -36.846053432458575
8000, 399950, -30.427729919374688, -34.85570369865394
8200, 409950, -27.099155179227363, -34.96488979214729
8400, 419950, -26.203901716375903, -32.79203037573915
8600, 429950, -24.971501767530327, -34.216856434302805
8800, 439950, -25.745672038297357, -36.8324812953134
9000, 449950, -24.08839822103838, -33.27945741013975
9200, 459950, -20.785529779971842, -29.73910367426265
9400, 469950, -24.547480248811194, -33.404417699695884
9600, 479950, -27.404603944746842, -32.98395218385264
9800, 489950, -27.554358883642696, -33.186182497370055
10000, 499950, -25.684285949065238, -33.12142739755819
10200, 509950, -23.785561033440043, -29.738915986130408
10400, 519950, -24.077807825128783, -30.396717745795257
10600, 529950, -24.336061265830775, -31.359919650130042
10800, 539950, -30.6287642102181, -32.99254513721283
11000, 549950, -25.3402980404868, -28.673021313083954
11200, 559950, -26.52975813437733, -29.046041106394767
11400, 569950, -23.505921215868938, -27.767777057789335
11600, 579950, -29.113997186556, -32.46171190506899
11800, 589950, -26.14183032155985, -27.217641554622062
12000, 599950, -24.92660111920949, -26.754751485119986
12200, 609950, -33.6207996788965, -34.20772679889856
12400, 619950, -21.476939552579488, -25.06815268332197
12600, 629950, -25.431175506889147, -28.445071296177858
12800, 639950, -28.042803401108632, -28.078701940708388
13000, 649950, -21.824671974327675, -24.4165294934113
13200, 659950, -27.08339162714452, -31.557963179685398
13400, 669950, -22.129760982910945, -26.01362812784766
13600, 679950, -21.417542080770385, -25.54740247025321
13800, 689950, -22.74878043738292, -27.113266503159004
14000, 699950, -23.31071743792909, -27.418342278906184
14200, 709950, -25.702043830675894, -29.340905424682923
14400, 719950, -24.218124951032195, -26.309614597700094
14600, 729950, -26.90068969102922, -27.228747249933075
14800, 739950, -23.020708938164844, -24.898439248573585
15000, 749950, -26.208199033404757, -26.044345799532188
15200, 759950, -23.31299089780777, -24.539434138388984
15400, 769950, -23.404437416289976, -27.20671371643215
15600, 779950, -22.891509555540825, -24.969968372277506
15800, 789950, -28.497129502547804, -32.49998080421303
16000, 799950, -21.570362342578683, -25.780707690602
16200, 809950, -23.510972431645524, -25.260018982074886
16400, 819950, -22.937011394326863, -23.924622697432696
16600, 829950, -21.176482428529788, -21.77836500839305
16800, 839950, -20.29048505716514, -20.865898179431124
17000, 849950, -22.568983133356987, -22.51235346400844
17200, 859950, -23.140179587388555, -24.300830893672114
17400, 869950, -23.29808823340904, -25.20212113670551
17600, 879950, -21.964363128594215, -22.8306653855058
17800, 889950, -20.59756488697937, -21.088433270176107
18000, 899950, -21.47366554174849, -24.854126651888347
18200, 909950, -24.764318045547025, -26.35076067642548
18400, 919950, -23.74313037562948, -26.156255046812973
18600, 929950, -20.828551679804487, -22.899775188973436
18800, 939950, -22.719394419167994, -25.22067274982409
19000, 949950, -18.835382693614093, -20.827605774425137
19200, 959950, -21.21882298584358, -21.680582358093698
19400, 969950, -20.073707120166233, -22.966024217916225
19600, 979950, -20.577522528106197, -23.666077909380824
19800, 989950, -23.401623856779683, -25.21443609005094
20000, 999950, -23.716616655523268, -27.07957768247619
