energy,attention,episode,step
-1.0,0.0,1,0
-1.0,0.0,1,1
-2.0,0.0,1,2
-2.0,0.0,1,3
-2.0,0.0,1,4
-3.0,0.0,1,5
-3.0,0.0,1,6
-3.0,0.0,1,7
-3.0,0.0,1,8
-3.0,0.0,1,9
-3.0,0.0,1,10
-3.0,0.0,1,11
-3.0,0.0,1,12
-3.0,0.0,1,13
-3.0,0.0,1,14
-3.0,0.0,1,15
-3.0,0.0,1,16
-3.0,0.0,1,17
-3.0,0.0,1,18
-3.0,0.0,1,19
-3.0,0.0,1,20
-3.0,0.0,1,21
-3.0,0.0,1,22
-3.0,0.0,1,23
-3.0,0.0,1,24
-3.0,0.0,1,25
-3.0,0.0,1,26
-3.0,0.0,1,27
-3.0,0.0,1,28
-3.0,0.0,1,29
-3.0,0.0,1,30
-3.0,0.0,1,31
-3.0,0.0,1,32
-3.0,0.0,1,33
-3.0,0.0,1,34
-3.0,0.0,1,35
-3.0,0.0,1,36
-3.0,0.0,1,37
-3.0,0.0,1,38
-3.0,0.0,1,39
-3.0,0.0,1,40
-3.0,0.0,1,41
-3.0,0.0,1,42
-3.0,0.0,1,43
-3.0,0.0,1,44
-3.0,0.0,1,45
-3.0,0.0,1,46
-3.0,0.0,1,47
-3.0,0.0,1,48
-3.0,0.0,1,49
-1.0,0.0,2,0
-2.0,0.0,2,1
-3.0,0.0,2,2
-4.0,0.0,2,3
-4.0,0.0,2,4
-5.0,0.0,2,5
-6.0,0.0,2,6
-6.0,0.0,2,7
-7.0,0.0,2,8
-7.0,0.0,2,9
-7.0,0.0,2,10
-7.0,0.0,2,11
-7.0,0.0,2,12
-7.0,0.0,2,13
-7.0,0.0,2,14
-7.0,0.0,2,15
-7.0,0.0,2,16
-7.0,0.0,2,17
-7.0,0.0,2,18
-7.0,0.0,2,19
-7.0,0.0,2,20
-7.0,0.0,2,21
-7.0,0.0,2,22
-7.0,0.0,2,23
-7.0,0.0,2,24
-7.0,0.0,2,25
-7.0,0.0,2,26
-7.0,0.0,2,27
-7.0,0.0,2,28
-7.0,0.0,2,29
-7.0,0.0,2,30
-7.0,0.0,2,31
-7.0,0.0,2,32
-7.0,0.0,2,33
-7.0,0.0,2,34
-7.0,0.0,2,35
-7.0,0.0,2,36
-7.0,0.0,2,37
-7.0,0.0,2,38
-7.0,0.0,2,39
-7.0,0.0,2,40
-7.0,0.0,2,41
-7.0,0.0,2,42
-7.0,0.0,2,43
-7.0,0.0,2,44
-7.0,0.0,2,45
-7.0,0.0,2,46
-7.0,0.0,2,47
-7.0,0.0,2,48
-7.0,0.0,2,49
-1.0,0.0,3,0
-2.0,0.0,3,1
-3.0,0.0,3,2
-4.0,0.0,3,3
-5.0,0.0,3,4
-6.0,0.0,3,5
-7.0,0.0,3,6
-8.0,0.0,3,7
-9.0,0.0,3,8
-10.0,0.0,3,9
-11.0,0.0,3,10
-12.0,0.0,3,11
-12.0,0.0,3,12
-12.0,0.0,3,13
-12.0,0.0,3,14
-13.0,0.0,3,15
-13.0,0.0,3,16
-14.0,0.0,3,17
-15.0,0.0,3,18
-16.0,0.0,3,19
-17.0,0.0,3,20
-18.0,0.0,3,21
-19.0,0.0,3,22
-19.0,0.0,3,23
-19.0,0.0,3,24
-19.0,0.0,3,25
-19.0,0.0,3,26
-19.0,0.0,3,27
-19.0,0.0,3,28
-19.0,0.0,3,29
-19.0,0.0,3,30
-19.0,0.0,3,31
-19.0,0.0,3,32
-19.0,0.0,3,33
-19.0,0.0,3,34
-19.0,0.0,3,35
-19.0,0.0,3,36
-19.0,0.0,3,37
-19.0,0.0,3,38
-19.0,0.0,3,39
-19.0,0.0,3,40
-19.0,0.0,3,41
-19.0,0.0,3,42
-19.0,0.0,3,43
-19.0,0.0,3,44
-19.0,0.0,3,45
-19.0,0.0,3,46
-19.0,0.0,3,47
-19.0,0.0,3,48
-19.0,0.0,3,49
-1.0,0.0,4,0
-2.0,0.0,4,1
-3.0,0.0,4,2
-4.0,0.0,4,3
-4.0,0.0,4,4
-5.0,0.0,4,5
-6.0,0.0,4,6
-6.0,0.0,4,7
-7.0,0.0,4,8
-8.0,0.0,4,9
-9.0,0.0,4,10
-10.0,0.0,4,11
-11.0,0.0,4,12
-12.0,0.0,4,13
-13.0,0.0,4,14
-13.0,0.0,4,15
-13.0,0.0,4,16
-13.0,0.0,4,17
-13.0,0.0,4,18
-13.0,0.0,4,19
-13.0,0.0,4,20
-13.0,0.0,4,21
-13.0,0.0,4,22
-13.0,0.0,4,23
-13.0,0.0,4,24
-13.0,0.0,4,25
-13.0,0.0,4,26
-13.0,0.0,4,27
-13.0,0.0,4,28
-13.0,0.0,4,29
-13.0,0.0,4,30
-13.0,0.0,4,31
-13.0,0.0,4,32
-13.0,0.0,4,33
-13.0,0.0,4,34
-13.0,0.0,4,35
-13.0,0.0,4,36
-13.0,0.0,4,37
-13.0,0.0,4,38
-13.0,0.0,4,39
-13.0,0.0,4,40
-13.0,0.0,4,41
-13.0,0.0,4,42
-13.0,0.0,4,43
-13.0,0.0,4,44
-13.0,0.0,4,45
-13.0,0.0,4,46
-13.0,0.0,4,47
-13.0,0.0,4,48
-13.0,0.0,4,49
-1.0,0.0,5,0
-2.0,0.0,5,1
-2.0,0.0,5,2
-3.0,0.0,5,3
-4.0,0.0,5,4
-5.0,0.0,5,5
-6.0,0.0,5,6
-7.0,0.0,5,7
-8.0,0.0,5,8
-9.0,0.0,5,9
-10.0,0.0,5,10
-11.0,0.0,5,11
-11.0,0.0,5,12
-11.0,0.0,5,13
-11.0,0.0,5,14
-11.0,0.0,5,15
-11.0,0.0,5,16
-11.0,0.0,5,17
-11.0,0.0,5,18
-11.0,0.0,5,19
-11.0,0.0,5,20
-11.0,0.0,5,21
-11.0,0.0,5,22
-11.0,0.0,5,23
-11.0,0.0,5,24
-11.0,0.0,5,25
-11.0,0.0,5,26
-11.0,0.0,5,27
-11.0,0.0,5,28
-11.0,0.0,5,29
-11.0,0.0,5,30
-11.0,0.0,5,31
-11.0,0.0,5,32
-11.0,0.0,5,33
-11.0,0.0,5,34
-11.0,0.0,5,35
-11.0,0.0,5,36
-11.0,0.0,5,37
-11.0,0.0,5,38
-11.0,0.0,5,39
-11.0,0.0,5,40
-11.0,0.0,5,41
-11.0,0.0,5,42
-11.0,0.0,5,43
-11.0,0.0,5,44
-11.0,0.0,5,45
-11.0,0.0,5,46
-11.0,0.0,5,47
-11.0,0.0,5,48
-11.0,0.0,5,49
