energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-5.0,1,5
-5.0,1,6
-5.0,1,7
-5.0,1,8
-6.0,1,9
-7.0,1,10
-8.0,1,11
-9.0,1,12
-10.0,1,13
-11.0,1,14
-12.0,1,15
-12.0,1,16
-12.0,1,17
-13.0,1,18
-13.0,1,19
-13.0,1,20
-13.0,1,21
-13.0,1,22
-13.0,1,23
-13.0,1,24
-13.0,1,25
-13.0,1,26
-14.0,1,27
-15.0,1,28
-15.0,1,29
-15.0,1,30
-15.0,1,31
-15.0,1,32
-15.0,1,33
-15.0,1,34
-15.0,1,35
-15.0,1,36
-15.0,1,37
-16.0,1,38
-16.0,1,39
-16.0,1,40
-16.0,1,41
-16.0,1,42
-16.0,1,43
-16.0,1,44
-16.0,1,45
-17.0,1,46
-17.0,1,47
-17.0,1,48
-17.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-5.0,2,5
-5.0,2,6
-5.0,2,7
-5.0,2,8
-5.0,2,9
-5.0,2,10
-5.0,2,11
-5.0,2,12
-5.0,2,13
-5.0,2,14
-5.0,2,15
-5.0,2,16
-5.0,2,17
-5.0,2,18
-5.0,2,19
-5.0,2,20
-5.0,2,21
-5.0,2,22
-5.0,2,23
-5.0,2,24
-5.0,2,25
-5.0,2,26
-5.0,2,27
-5.0,2,28
-5.0,2,29
-5.0,2,30
-5.0,2,31
-5.0,2,32
-5.0,2,33
-5.0,2,34
-5.0,2,35
-5.0,2,36
-5.0,2,37
-5.0,2,38
-5.0,2,39
-5.0,2,40
-5.0,2,41
-5.0,2,42
-5.0,2,43
-5.0,2,44
-5.0,2,45
-5.0,2,46
-5.0,2,47
-5.0,2,48
-5.0,2,49
0.0,3,0
0.0,3,1
0.0,3,2
0.0,3,3
0.0,3,4
0.0,3,5
0.0,3,6
0.0,3,7
0.0,3,8
0.0,3,9
0.0,3,10
0.0,3,11
-1.0,3,12
-2.0,3,13
-3.0,3,14
-4.0,3,15
-4.0,3,16
-5.0,3,17
-6.0,3,18
-6.0,3,19
-6.0,3,20
-6.0,3,21
-6.0,3,22
-6.0,3,23
-6.0,3,24
-6.0,3,25
-6.0,3,26
-6.0,3,27
-6.0,3,28
-6.0,3,29
-6.0,3,30
-7.0,3,31
-7.0,3,32
-7.0,3,33
-7.0,3,34
-7.0,3,35
-7.0,3,36
-7.0,3,37
-8.0,3,38
-8.0,3,39
-8.0,3,40
-8.0,3,41
-8.0,3,42
-8.0,3,43
-8.0,3,44
-9.0,3,45
-9.0,3,46
-9.0,3,47
-9.0,3,48
-9.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-9.0,4,9
-9.0,4,10
-9.0,4,11
-9.0,4,12
-9.0,4,13
-9.0,4,14
-9.0,4,15
-9.0,4,16
-10.0,4,17
-10.0,4,18
-10.0,4,19
-11.0,4,20
-11.0,4,21
-11.0,4,22
-11.0,4,23
-11.0,4,24
-12.0,4,25
-12.0,4,26
-12.0,4,27
-12.0,4,28
-12.0,4,29
-12.0,4,30
-12.0,4,31
-12.0,4,32
-12.0,4,33
-12.0,4,34
-12.0,4,35
-12.0,4,36
-12.0,4,37
-12.0,4,38
-12.0,4,39
-12.0,4,40
-12.0,4,41
-12.0,4,42
-12.0,4,43
-12.0,4,44
-12.0,4,45
-12.0,4,46
-13.0,4,47
-13.0,4,48
-13.0,4,49
0.0,5,0
0.0,5,1
0.0,5,2
0.0,5,3
0.0,5,4
0.0,5,5
0.0,5,6
-1.0,5,7
-2.0,5,8
-2.0,5,9
-2.0,5,10
-3.0,5,11
-4.0,5,12
-5.0,5,13
-6.0,5,14
-7.0,5,15
-8.0,5,16
-9.0,5,17
-10.0,5,18
-11.0,5,19
-12.0,5,20
-12.0,5,21
-12.0,5,22
-12.0,5,23
-12.0,5,24
-12.0,5,25
-12.0,5,26
-12.0,5,27
-12.0,5,28
-12.0,5,29
-12.0,5,30
-12.0,5,31
-12.0,5,32
-12.0,5,33
-12.0,5,34
-12.0,5,35
-12.0,5,36
-12.0,5,37
-12.0,5,38
-12.0,5,39
-12.0,5,40
-12.0,5,41
-12.0,5,42
-12.0,5,43
-12.0,5,44
-12.0,5,45
-12.0,5,46
-12.0,5,47
-12.0,5,48
-12.0,5,49
