energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-8.0,1,7
-9.0,1,8
-10.0,1,9
-11.0,1,10
-11.0,1,11
-11.0,1,12
-12.0,1,13
-13.0,1,14
-14.0,1,15
-15.0,1,16
-16.0,1,17
-17.0,1,18
-18.0,1,19
-18.0,1,20
-18.0,1,21
-18.0,1,22
-18.0,1,23
-18.0,1,24
-18.0,1,25
-18.0,1,26
-18.0,1,27
-18.0,1,28
-18.0,1,29
-18.0,1,30
-18.0,1,31
-18.0,1,32
-18.0,1,33
-18.0,1,34
-18.0,1,35
-18.0,1,36
-18.0,1,37
-18.0,1,38
-18.0,1,39
-18.0,1,40
-18.0,1,41
-18.0,1,42
-18.0,1,43
-18.0,1,44
-18.0,1,45
-18.0,1,46
-18.0,1,47
-18.0,1,48
-18.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-7.0,2,6
-8.0,2,7
-8.0,2,8
-8.0,2,9
-8.0,2,10
-8.0,2,11
-8.0,2,12
-8.0,2,13
-8.0,2,14
-8.0,2,15
-8.0,2,16
-8.0,2,17
-8.0,2,18
-8.0,2,19
-8.0,2,20
-8.0,2,21
-8.0,2,22
-8.0,2,23
-8.0,2,24
-8.0,2,25
-8.0,2,26
-8.0,2,27
-8.0,2,28
-8.0,2,29
-8.0,2,30
-8.0,2,31
-8.0,2,32
-8.0,2,33
-8.0,2,34
-8.0,2,35
-8.0,2,36
-8.0,2,37
-8.0,2,38
-8.0,2,39
-8.0,2,40
-8.0,2,41
-8.0,2,42
-8.0,2,43
-8.0,2,44
-8.0,2,45
-8.0,2,46
-8.0,2,47
-8.0,2,48
-8.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-9.0,3,9
-9.0,3,10
-9.0,3,11
-9.0,3,12
-9.0,3,13
-9.0,3,14
-9.0,3,15
-9.0,3,16
-9.0,3,17
-9.0,3,18
-9.0,3,19
-9.0,3,20
-9.0,3,21
-9.0,3,22
-9.0,3,23
-9.0,3,24
-9.0,3,25
-9.0,3,26
-9.0,3,27
-9.0,3,28
-9.0,3,29
-9.0,3,30
-9.0,3,31
-9.0,3,32
-9.0,3,33
-9.0,3,34
-9.0,3,35
-9.0,3,36
-9.0,3,37
-9.0,3,38
-9.0,3,39
-9.0,3,40
-9.0,3,41
-9.0,3,42
-9.0,3,43
-9.0,3,44
-9.0,3,45
-9.0,3,46
-9.0,3,47
-9.0,3,48
-9.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-3.0,4,3
-4.0,4,4
-5.0,4,5
-6.0,4,6
-6.0,4,7
-7.0,4,8
-8.0,4,9
-8.0,4,10
-8.0,4,11
-8.0,4,12
-8.0,4,13
-8.0,4,14
-8.0,4,15
-8.0,4,16
-8.0,4,17
-8.0,4,18
-8.0,4,19
-8.0,4,20
-8.0,4,21
-8.0,4,22
-8.0,4,23
-8.0,4,24
-8.0,4,25
-8.0,4,26
-8.0,4,27
-8.0,4,28
-8.0,4,29
-8.0,4,30
-8.0,4,31
-8.0,4,32
-8.0,4,33
-8.0,4,34
-8.0,4,35
-8.0,4,36
-8.0,4,37
-8.0,4,38
-8.0,4,39
-8.0,4,40
-8.0,4,41
-8.0,4,42
-8.0,4,43
-8.0,4,44
-8.0,4,45
-8.0,4,46
-8.0,4,47
-8.0,4,48
-8.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-8.0,5,7
-9.0,5,8
-9.0,5,9
-10.0,5,10
-11.0,5,11
-12.0,5,12
-12.0,5,13
-12.0,5,14
-12.0,5,15
-12.0,5,16
-12.0,5,17
-12.0,5,18
-12.0,5,19
-12.0,5,20
-12.0,5,21
-12.0,5,22
-12.0,5,23
-12.0,5,24
-12.0,5,25
-12.0,5,26
-12.0,5,27
-12.0,5,28
-12.0,5,29
-12.0,5,30
-12.0,5,31
-12.0,5,32
-12.0,5,33
-12.0,5,34
-12.0,5,35
-12.0,5,36
-12.0,5,37
-12.0,5,38
-12.0,5,39
-12.0,5,40
-12.0,5,41
-12.0,5,42
-12.0,5,43
-12.0,5,44
-12.0,5,45
-12.0,5,46
-12.0,5,47
-12.0,5,48
-12.0,5,49
