episode,step,total_reward
1000, 49950, -325.651434
2000, 99950, -786.777777
3000, 149950, -282.617815
4000, 199950, -241.690017
5000, 249950, -231.133404
6000, 299950, -220.775361
7000, 349950, -215.910638
8000, 399950, -209.900144
9000, 449950, -207.434243
10000, 499950, -197.090576
11000, 549950, -192.422767
12000, 599950, -176.153795
13000, 649950, -164.996862
14000, 699950, -176.592387
15000, 749950, -161.984001
16000, 799950, -155.998436
17000, 849950, -155.726463
18000, 899950, -156.495187
19000, 949950, -154.585117
20000, 999950, -151.937765
21000, 1049950, -152.663284
22000, 1099950, -135.829021
23000, 1149950, -132.892940
24000, 1199950, -155.464239
25000, 1249950, -131.197525
26000, 1299950, -128.324734
27000, 1349950, -136.364246
28000, 1399950, -162.383565
29000, 1449950, -136.442138
30000, 1499950, -118.939973
31000, 1549950, -123.972694
32000, 1599950, -121.525725
33000, 1649950, -125.508101
34000, 1699950, -154.418689
35000, 1749950, -135.355957
36000, 1799950, -148.840692
37000, 1849950, -145.579002
38000, 1899950, -136.419124
39000, 1949950, -121.468132
40000, 1999950, -121.570848
