energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-8.0,1,7
-9.0,1,8
-10.0,1,9
-11.0,1,10
-12.0,1,11
-13.0,1,12
-13.0,1,13
-13.0,1,14
-13.0,1,15
-14.0,1,16
-14.0,1,17
-14.0,1,18
-15.0,1,19
-15.0,1,20
-16.0,1,21
-17.0,1,22
-18.0,1,23
-18.0,1,24
-18.0,1,25
-18.0,1,26
-19.0,1,27
-19.0,1,28
-19.0,1,29
-19.0,1,30
-20.0,1,31
-21.0,1,32
-22.0,1,33
-23.0,1,34
-24.0,1,35
-25.0,1,36
-26.0,1,37
-27.0,1,38
-28.0,1,39
-29.0,1,40
-30.0,1,41
-31.0,1,42
-32.0,1,43
-33.0,1,44
-34.0,1,45
-35.0,1,46
-36.0,1,47
-37.0,1,48
-38.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-5.0,2,5
-6.0,2,6
-6.0,2,7
-7.0,2,8
-8.0,2,9
-8.0,2,10
-8.0,2,11
-9.0,2,12
-10.0,2,13
-10.0,2,14
-10.0,2,15
-10.0,2,16
-10.0,2,17
-10.0,2,18
-10.0,2,19
-10.0,2,20
-10.0,2,21
-10.0,2,22
-11.0,2,23
-11.0,2,24
-11.0,2,25
-11.0,2,26
-11.0,2,27
-11.0,2,28
-11.0,2,29
-11.0,2,30
-11.0,2,31
-12.0,2,32
-12.0,2,33
-12.0,2,34
-12.0,2,35
-12.0,2,36
-12.0,2,37
-12.0,2,38
-12.0,2,39
-12.0,2,40
-12.0,2,41
-12.0,2,42
-12.0,2,43
-12.0,2,44
-12.0,2,45
-13.0,2,46
-13.0,2,47
-13.0,2,48
-13.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-8.0,3,8
-8.0,3,9
-8.0,3,10
-8.0,3,11
-8.0,3,12
-8.0,3,13
-8.0,3,14
-8.0,3,15
-8.0,3,16
-8.0,3,17
-8.0,3,18
-8.0,3,19
-8.0,3,20
-8.0,3,21
-9.0,3,22
-9.0,3,23
-9.0,3,24
-10.0,3,25
-11.0,3,26
-12.0,3,27
-13.0,3,28
-14.0,3,29
-15.0,3,30
-16.0,3,31
-17.0,3,32
-17.0,3,33
-17.0,3,34
-18.0,3,35
-19.0,3,36
-20.0,3,37
-20.0,3,38
-21.0,3,39
-21.0,3,40
-21.0,3,41
-21.0,3,42
-22.0,3,43
-23.0,3,44
-23.0,3,45
-24.0,3,46
-25.0,3,47
-26.0,3,48
-27.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-10.0,4,9
-10.0,4,10
-11.0,4,11
-12.0,4,12
-12.0,4,13
-12.0,4,14
-12.0,4,15
-13.0,4,16
-14.0,4,17
-15.0,4,18
-16.0,4,19
-17.0,4,20
-18.0,4,21
-18.0,4,22
-18.0,4,23
-18.0,4,24
-18.0,4,25
-18.0,4,26
-19.0,4,27
-20.0,4,28
-20.0,4,29
-21.0,4,30
-21.0,4,31
-21.0,4,32
-21.0,4,33
-21.0,4,34
-21.0,4,35
-21.0,4,36
-21.0,4,37
-22.0,4,38
-22.0,4,39
-23.0,4,40
-23.0,4,41
-23.0,4,42
-23.0,4,43
-23.0,4,44
-23.0,4,45
-23.0,4,46
-23.0,4,47
-23.0,4,48
-23.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-4.0,5,4
-4.0,5,5
-4.0,5,6
-4.0,5,7
-4.0,5,8
-5.0,5,9
-6.0,5,10
-7.0,5,11
-8.0,5,12
-9.0,5,13
-10.0,5,14
-11.0,5,15
-12.0,5,16
-13.0,5,17
-14.0,5,18
-15.0,5,19
-16.0,5,20
-17.0,5,21
-18.0,5,22
-18.0,5,23
-18.0,5,24
-19.0,5,25
-19.0,5,26
-20.0,5,27
-20.0,5,28
-20.0,5,29
-21.0,5,30
-22.0,5,31
-22.0,5,32
-23.0,5,33
-24.0,5,34
-25.0,5,35
-26.0,5,36
-26.0,5,37
-26.0,5,38
-27.0,5,39
-27.0,5,40
-27.0,5,41
-27.0,5,42
-27.0,5,43
-27.0,5,44
-27.0,5,45
-27.0,5,46
-28.0,5,47
-29.0,5,48
-30.0,5,49
