a0_to_a1,a1_to_a0,episode,step
A,A,1,0
A,A,1,1
A,A,1,2
A,A,1,3
A,A,1,4
A,A,1,5
A,A,1,6
A,C,1,7
C,C,1,8
A,C,1,9
A,A,1,10
C,C,1,11
C,C,1,12
C,C,1,13
C,C,1,14
C,C,1,15
C,C,1,16
C,C,1,17
A,C,1,18
A,C,1,19
C,C,1,20
C,C,1,21
C,C,1,22
C,C,1,23
C,C,1,24
C,C,1,25
C,C,1,26
C,C,1,27
C,C,1,28
C,C,1,29
C,C,1,30
C,C,1,31
C,C,1,32
C,C,1,33
C,C,1,34
C,C,1,35
C,C,1,36
C,C,1,37
C,C,1,38
C,C,1,39
C,C,1,40
C,C,1,41
C,C,1,42
C,C,1,43
C,C,1,44
C,C,1,45
C,C,1,46
C,C,1,47
C,C,1,48
_,_,2,0
A,A,2,1
A,A,2,2
A,A,2,3
A,A,2,4
A,A,2,5
A,A,2,6
A,A,2,7
A,A,2,8
A,A,2,9
A,A,2,10
A,A,2,11
A,A,2,12
A,B,2,13
A,A,2,14
A,A,2,15
C,A,2,16
C,A,2,17
C,A,2,18
A,A,2,19
A,A,2,20
A,A,2,21
A,A,2,22
A,A,2,23
A,C,2,24
A,C,2,25
C,C,2,26
C,C,2,27
A,C,2,28
A,C,2,29
C,C,2,30
C,C,2,31
C,C,2,32
C,C,2,33
C,C,2,34
C,C,2,35
C,C,2,36
C,C,2,37
C,C,2,38
C,C,2,39
C,C,2,40
C,C,2,41
C,C,2,42
C,C,2,43
C,C,2,44
C,C,2,45
C,C,2,46
C,C,2,47
C,C,2,48
C,C,2,49
_,_,3,0
A,A,3,1
A,A,3,2
A,A,3,3
A,A,3,4
A,A,3,5
A,A,3,6
A,C,3,7
C,A,3,8
A,A,3,9
A,A,3,10
A,A,3,11
A,A,3,12
C,A,3,13
C,C,3,14
A,C,3,15
A,C,3,16
A,C,3,17
A,C,3,18
A,C,3,19
C,C,3,20
C,C,3,21
C,C,3,22
A,C,3,23
A,C,3,24
C,C,3,25
A,C,3,26
C,B,3,27
C,A,3,28
C,C,3,29
C,C,3,30
C,A,3,31
C,C,3,32
A,C,3,33
C,C,3,34
C,C,3,35
C,C,3,36
C,A,3,37
C,C,3,38
C,C,3,39
C,C,3,40
C,A,3,41
C,A,3,42
C,C,3,43
C,C,3,44
C,C,3,45
C,C,3,46
A,C,3,47
A,C,3,48
A,C,3,49
_,_,4,0
A,A,4,1
A,A,4,2
A,A,4,3
A,A,4,4
A,A,4,5
A,A,4,6
C,A,4,7
C,A,4,8
B,A,4,9
A,A,4,10
A,A,4,11
C,A,4,12
A,A,4,13
A,A,4,14
A,A,4,15
A,A,4,16
A,A,4,17
A,C,4,18
C,C,4,19
C,C,4,20
C,C,4,21
C,C,4,22
C,C,4,23
A,C,4,24
A,C,4,25
A,C,4,26
C,C,4,27
A,C,4,28
C,C,4,29
C,C,4,30
C,C,4,31
C,C,4,32
C,C,4,33
C,C,4,34
A,C,4,35
C,C,4,36
C,C,4,37
C,C,4,38
C,C,4,39
C,C,4,40
C,C,4,41
C,C,4,42
C,C,4,43
C,C,4,44
C,C,4,45
C,C,4,46
C,C,4,47
C,C,4,48
C,C,4,49
_,_,5,0
A,A,5,1
A,A,5,2
C,B,5,3
C,A,5,4
A,A,5,5
C,C,5,6
C,C,5,7
C,C,5,8
C,A,5,9
C,C,5,10
C,C,5,11
C,C,5,12
A,C,5,13
C,C,5,14
C,C,5,15
C,C,5,16
C,C,5,17
C,C,5,18
C,C,5,19
C,C,5,20
C,C,5,21
C,C,5,22
C,A,5,23
C,C,5,24
C,C,5,25
C,C,5,26
C,C,5,27
C,C,5,28
C,C,5,29
C,C,5,30
C,C,5,31
C,C,5,32
C,A,5,33
C,C,5,34
C,C,5,35
C,C,5,36
C,C,5,37
C,C,5,38
C,C,5,39
C,C,5,40
C,C,5,41
C,C,5,42
C,C,5,43
C,C,5,44
C,C,5,45
C,C,5,46
C,C,5,47
C,A,5,48
C,A,5,49
