energy,attention,episode,step
-1.0,0.0,1,0
-2.0,0.0,1,1
-3.0,0.0,1,2
-3.0,-1.0,1,3
-4.0,-1.0,1,4
-5.0,-1.0,1,5
-6.0,-1.0,1,6
-7.0,-1.0,1,7
-8.0,-1.0,1,8
-9.0,-1.0,1,9
-9.0,-1.0,1,10
-9.0,-1.0,1,11
-9.0,-1.0,1,12
-10.0,-1.0,1,13
-10.0,-1.0,1,14
-11.0,-1.0,1,15
-11.0,-1.0,1,16
-12.0,-1.0,1,17
-13.0,-1.0,1,18
-14.0,-1.0,1,19
-14.0,-1.0,1,20
-14.0,-1.0,1,21
-14.0,-1.0,1,22
-15.0,-1.0,1,23
-16.0,-1.0,1,24
-16.0,-1.0,1,25
-16.0,-1.0,1,26
-16.0,-1.0,1,27
-16.0,-1.0,1,28
-17.0,-1.0,1,29
-17.0,-1.0,1,30
-17.0,-1.0,1,31
-17.0,-1.0,1,32
-17.0,-1.0,1,33
-18.0,-1.0,1,34
-18.0,-1.0,1,35
-18.0,-1.0,1,36
-18.0,-1.0,1,37
-18.0,-1.0,1,38
-19.0,-1.0,1,39
-19.0,-1.0,1,40
-20.0,-1.0,1,41
-20.0,-1.0,1,42
-20.0,-1.0,1,43
-20.0,-1.0,1,44
-21.0,-1.0,1,45
-22.0,-1.0,1,46
-23.0,-1.0,1,47
-23.0,-1.0,1,48
-23.0,-1.0,1,49
-1.0,0.0,2,0
-2.0,0.0,2,1
-3.0,0.0,2,2
-4.0,0.0,2,3
-5.0,0.0,2,4
-6.0,0.0,2,5
-7.0,0.0,2,6
-7.0,0.0,2,7
-8.0,0.0,2,8
-8.0,-1.0,2,9
-9.0,-1.0,2,10
-10.0,-1.0,2,11
-10.0,-1.0,2,12
-11.0,-1.0,2,13
-12.0,-1.0,2,14
-12.0,-1.0,2,15
-13.0,-1.0,2,16
-13.0,-1.0,2,17
-13.0,-1.0,2,18
-13.0,-1.0,2,19
-13.0,-1.0,2,20
-13.0,-1.0,2,21
-13.0,-1.0,2,22
-13.0,-1.0,2,23
-14.0,-1.0,2,24
-15.0,-1.0,2,25
-16.0,-1.0,2,26
-17.0,-1.0,2,27
-18.0,-1.0,2,28
-19.0,-1.0,2,29
-20.0,-1.0,2,30
-21.0,-1.0,2,31
-22.0,-1.0,2,32
-23.0,-1.0,2,33
-24.0,-1.0,2,34
-24.0,-1.0,2,35
