episode,step,total_reward
200, 9950, -91.473208
400, 19950, -91.771072
600, 29950, -91.838362
800, 39950, -92.246121
1000, 49950, -84.647792
1200, 59950, -92.065829
1400, 69950, -195.133623
1600, 79950, -190.587579
1800, 89950, -82.956482
2000, 99950, -72.567532
2200, 109950, -66.691415
2400, 119950, -69.459656
2600, 129950, -68.243001
2800, 139950, -75.220698
3000, 149950, -72.841931
3200, 159950, -69.336586
3400, 169950, -65.462583
3600, 179950, -67.496594
3800, 189950, -62.665863
4000, 199950, -59.791485
4200, 209950, -61.563465
4400, 219950, -48.643275
4600, 229950, -46.994930
4800, 239950, -48.811726
5000, 249950, -48.374722
5200, 259950, -51.398198
5400, 269950, -52.197760
5600, 279950, -50.742054
5800, 289950, -45.398785
6000, 299950, -36.591575
6200, 309950, -38.696882
6400, 319950, -45.526771
6600, 329950, -54.295236
6800, 339950, -46.792331
7000, 349950, -40.139553
7200, 359950, -35.353804
7400, 369950, -43.954833
7600, 379950, -37.526967
7800, 389950, -34.385774
8000, 399950, -35.629093
8200, 409950, -38.431944
8400, 419950, -29.024251
8600, 429950, -38.871771
8800, 439950, -37.130658
9000, 449950, -50.720828
9200, 459950, -35.761779
9400, 469950, -30.938162
9600, 479950, -29.570475
9800, 489950, -32.931564
10000, 499950, -35.502002
