episode,step,agent0_rew,agent1_rew
1000, 49950, -84.30489199433559, -90.4674933998257
2000, 99950, -75.84639815286779, -110.1023016395237
3000, 149950, -41.20861193920103, -64.12749272708783
4000, 199950, -44.52480623241049, -58.812048223200485
5000, 249950, -36.28265284928149, -56.64217072057529
6000, 299950, -33.87522711550729, -52.44706066649176
7000, 349950, -31.627486254804737, -46.1578863997461
8000, 399950, -40.009692524676545, -45.65008668507127
9000, 449950, -42.58229858399351, -37.83934092143734
10000, 499950, -34.59359826229377, -37.079110242501436
11000, 549950, -30.691845725366907, -37.02333215010921
12000, 599950, -33.83815727701384, -40.596425956774844
13000, 649950, -35.87143990822691, -37.92133091963313
14000, 699950, -38.17852911751365, -34.78657795051226
15000, 749950, -31.20425661766436, -40.620929250950184
16000, 799950, -33.85588605843454, -39.65123211543794
17000, 849950, -30.97226759332098, -36.02372804745828
18000, 899950, -34.63256326612139, -35.23115136606354
19000, 949950, -43.96048075852731, -41.3555562016041
20000, 999950, -38.200641013218714, -58.82755302283259
21000, 1049950, -31.29064600080563, -43.146181271012495
22000, 1099950, -29.25741175965671, -36.3385610750287
23000, 1149950, -29.609617852646924, -50.50912290353217
24000, 1199950, -25.60618078777335, -36.09101398644592
25000, 1249950, -27.517029976565638, -33.80323730458289
26000, 1299950, -25.652526986303638, -34.29133682879
27000, 1349950, -28.74150792524187, -52.58598848314317
28000, 1399950, -38.33860214176376, -39.41646864641492
29000, 1449950, -29.90460174392621, -43.1932961819956
30000, 1499950, -26.48254783500967, -37.62199530756095
31000, 1549950, -37.14808606661456, -43.07877851853611
32000, 1599950, -31.868212495345155, -38.44933165241366
33000, 1649950, -31.353229803073464, -37.85941676285655
34000, 1699950, -35.055356526782816, -38.88990167822261
35000, 1749950, -37.976953610273036, -38.90689935717676
36000, 1799950, -33.97291099812751, -42.36380249015501
37000, 1849950, -39.872630265195546, -37.098334607598154
38000, 1899950, -57.07769146275591, -45.55644575668029
39000, 1949950, -30.900584962362167, -39.62008236902405
40000, 1999950, -36.070429742205995, -50.50760922537176
