episode,step,total_reward
200, 9950, -77.585689
400, 19950, -81.413833
600, 29950, -84.749649
800, 39950, -91.867737
1000, 49950, -81.553559
1200, 59950, -161.691529
1400, 69950, -76.360909
1600, 79950, -110.302592
1800, 89950, -59.966162
2000, 99950, -61.481490
2200, 109950, -59.121843
2400, 119950, -60.419648
2600, 129950, -65.094209
2800, 139950, -54.183490
3000, 149950, -50.524798
3200, 159950, -50.814375
3400, 169950, -47.367293
3600, 179950, -44.638676
3800, 189950, -46.069331
4000, 199950, -40.952142
4200, 209950, -40.154475
4400, 219950, -35.554685
4600, 229950, -37.030730
4800, 239950, -39.542808
5000, 249950, -38.699144
5200, 259950, -37.985399
5400, 269950, -40.840487
5600, 279950, -36.167198
5800, 289950, -37.635243
6000, 299950, -35.235260
6200, 309950, -36.558255
6400, 319950, -38.527769
6600, 329950, -36.591130
6800, 339950, -40.103551
7000, 349950, -40.479781
7200, 359950, -36.168224
7400, 369950, -41.910645
7600, 379950, -44.558990
7800, 389950, -37.835534
8000, 399950, -36.994507
8200, 409950, -36.699747
8400, 419950, -38.335850
8600, 429950, -41.631978
8800, 439950, -61.504628
9000, 449950, -41.303048
9200, 459950, -33.418748
9400, 469950, -37.193090
9600, 479950, -40.183120
9800, 489950, -34.127875
10000, 499950, -38.075168
