episode,step,total_reward
1000, 49950, -151.237638
2000, 99950, -206.983406
3000, 149950, -35.698641
4000, 199950, -28.855503
5000, 249950, -37.605961
6000, 299950, -24.949976
7000, 349950, -23.043889
8000, 399950, -25.474752
9000, 449950, -23.689517
10000, 499950, -28.520371
11000, 549950, -24.210996
12000, 599950, -23.718885
13000, 649950, -28.094026
14000, 699950, -25.711587
15000, 749950, -23.805790
16000, 799950, -23.067776
17000, 849950, -23.386169
18000, 899950, -23.617004
19000, 949950, -23.917623
20000, 999950, -24.333073
21000, 1049950, -25.361239
22000, 1099950, -23.586505
23000, 1149950, -21.987584
24000, 1199950, -20.720772
25000, 1249950, -23.263934
26000, 1299950, -21.193711
27000, 1349950, -20.792145
28000, 1399950, -20.463542
29000, 1449950, -24.168202
30000, 1499950, -22.622913
