episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -22.251256281407034, -0.457286432160804, -11.494170854271353, -25.060301507537687, -0.49748743718592964, -12.77989949748745
400, 19950, -21.605, -0.41, -10.955799999999995, -24.67, -0.525, -12.683
600, 29950, -21.795, -0.475, -11.28090000000001, -24.84, -0.525, -12.632200000000003
800, 39950, -21.705, -0.48, -11.2124, -24.79, -0.46, -12.682
1000, 49950, -21.94, -0.46, -11.331600000000003, -24.87, -0.475, -12.594600000000005
1200, 59950, -13.825, -0.24, -7.0104000000000015, -18.6, -0.435, -10.123700000000007
1400, 69950, -18.23, -0.27, -9.066299999999995, -15.435, -0.36, -8.478400000000004
1600, 79950, -13.47, -0.265, -7.669699999999998, -7.925, -0.22, -4.070500000000002
1800, 89950, -23.46, -0.305, -11.540799999999999, -9.72, -0.32, -4.858000000000001
2000, 99950, -19.52, -0.2, -9.1641, -9.575, -0.265, -4.868499999999999
2200, 109950, -22.605, -0.3, -10.802700000000005, -15.08, -0.39, -8.059800000000001
2400, 119950, -12.88, -0.225, -6.085199999999999, -6.66, -0.375, -4.126500000000001
2600, 129950, -12.695, -0.23, -5.583999999999998, -12.95, -0.48, -7.4729000000000045
2800, 139950, -6.675, -0.135, -3.0518, -12.67, -0.57, -7.8597
3000, 149950, -9.685, -0.175, -4.181800000000001, -8.64, -0.555, -5.644499999999998
3200, 159950, -29.975, -0.39, -13.662800000000002, -19.935, -0.495, -10.331499999999998
3400, 169950, -32.175, -0.315, -14.6548, -25.26, -0.475, -12.390499999999996
3600, 179950, -36.51, -0.235, -16.861599999999996, -31.9, -0.585, -15.943299999999992
3800, 189950, -28.76, -0.24, -13.292399999999985, -46.335, -0.8, -23.297199999999993
4000, 199950, -32.67, -0.31, -15.011399999999998, -44.395, -0.8, -22.1169
4200, 209950, -27.95, -0.22, -12.912899999999988, -45.605, -0.87, -23.053600000000003
4400, 219950, -24.25, -0.335, -11.46299999999999, -44.255, -0.825, -22.103699999999993
4600, 229950, -24.61, -0.245, -11.696100000000001, -45.64, -0.845, -22.799999999999983
4800, 239950, -19.03, -0.155, -8.866900000000003, -47.94, -0.91, -24.130300000000005
5000, 249950, -18.49, -0.21, -8.725400000000002, -48.355, -0.93, -24.524700000000003
5200, 259950, -22.18, -0.26, -10.401099999999994, -48.035, -0.935, -24.408599999999996
5400, 269950, -16.135, -0.165, -7.5785, -47.935, -0.925, -24.312899999999996
5600, 279950, -22.59, -0.29, -10.819699999999994, -48.63, -0.95, -24.6898
5800, 289950, -22.505, -0.26, -10.6642, -46.115, -0.86, -23.017599999999987
6000, 299950, -20.145, -0.24, -9.875799999999996, -48.555, -0.96, -24.5552
6200, 309950, -23.47, -0.315, -11.138700000000005, -47.92, -0.905, -24.123999999999995
6400, 319950, -15.95, -0.155, -7.339099999999997, -47.29, -0.885, -23.755200000000006
6600, 329950, -18.02, -0.18, -8.340699999999996, -48.385, -0.975, -24.538800000000002
6800, 339950, -15.095, -0.185, -7.342000000000002, -48.42, -0.985, -24.685699999999997
7000, 349950, -18.645, -0.23, -9.0903, -48.775, -0.945, -24.72309999999999
7200, 359950, -17.65, -0.21, -8.622800000000002, -48.4, -0.875, -24.363899999999994
7400, 369950, -18.295, -0.215, -9.1509, -48.34, -0.9, -24.397799999999997
7600, 379950, -17.56, -0.19, -8.4287, -48.685, -0.91, -24.61489999999999
7800, 389950, -17.27, -0.21, -8.542800000000005, -48.22, -0.93, -24.2887
8000, 399950, -14.14, -0.125, -6.663400000000004, -47.44, -0.895, -23.83350000000001
8200, 409950, -15.22, -0.25, -7.696600000000003, -46.96, -0.895, -23.593499999999995
8400, 419950, -14.77, -0.185, -7.548999999999999, -44.625, -0.97, -22.967
8600, 429950, -13.44, -0.2, -6.554200000000004, -43.435, -0.95, -22.691099999999995
8800, 439950, -12.96, -0.215, -6.081599999999998, -41.185, -0.91, -21.732399999999995
9000, 449950, -10.98, -0.245, -5.494299999999999, -43.705, -0.995, -22.706599999999998
9200, 459950, -15.1, -0.235, -7.717100000000006, -36.115, -0.96, -19.7261
