energy,attention,episode,step
0.0,-1.0,1,0
-1.0,-1.0,1,1
-1.0,-2.0,1,2
-2.0,-2.0,1,3
-3.0,-2.0,1,4
-4.0,-2.0,1,5
-4.0,-3.0,1,6
-4.0,-3.0,1,7
-4.0,-4.0,1,8
-4.0,-4.0,1,9
-5.0,-4.0,1,10
-6.0,-4.0,1,11
-6.0,-5.0,1,12
-6.0,-6.0,1,13
-6.0,-6.0,1,14
-6.0,-7.0,1,15
-7.0,-7.0,1,16
-7.0,-8.0,1,17
-7.0,-8.0,1,18
-7.0,-9.0,1,19
-8.0,-9.0,1,20
-8.0,-10.0,1,21
-8.0,-11.0,1,22
-8.0,-12.0,1,23
-8.0,-13.0,1,24
-8.0,-14.0,1,25
-8.0,-15.0,1,26
-8.0,-16.0,1,27
-8.0,-17.0,1,28
-8.0,-18.0,1,29
-8.0,-19.0,1,30
-8.0,-20.0,1,31
-8.0,-21.0,1,32
-8.0,-22.0,1,33
-8.0,-23.0,1,34
-8.0,-24.0,1,35
-8.0,-25.0,1,36
-8.0,-26.0,1,37
-8.0,-27.0,1,38
-8.0,-28.0,1,39
-8.0,-29.0,1,40
-8.0,-30.0,1,41
-8.0,-31.0,1,42
-8.0,-32.0,1,43
-8.0,-33.0,1,44
-8.0,-34.0,1,45
-8.0,-35.0,1,46
-8.0,-36.0,1,47
-8.0,-37.0,1,48
-8.0,-38.0,1,49
0.0,-1.0,2,0
0.0,-2.0,2,1
0.0,-3.0,2,2
0.0,-4.0,2,3
0.0,-5.0,2,4
0.0,-6.0,2,5
0.0,-7.0,2,6
0.0,-8.0,2,7
0.0,-9.0,2,8
0.0,-10.0,2,9
0.0,-11.0,2,10
0.0,-12.0,2,11
0.0,-13.0,2,12
0.0,-14.0,2,13
0.0,-15.0,2,14
0.0,-16.0,2,15
0.0,-17.0,2,16
0.0,-18.0,2,17
0.0,-19.0,2,18
0.0,-20.0,2,19
0.0,-21.0,2,20
0.0,-22.0,2,21
0.0,-23.0,2,22
-1.0,-23.0,2,23
-1.0,-23.0,2,24
-1.0,-24.0,2,25
-1.0,-25.0,2,26
-1.0,-26.0,2,27
-1.0,-27.0,2,28
-1.0,-28.0,2,29
-1.0,-29.0,2,30
-1.0,-30.0,2,31
-1.0,-31.0,2,32
-1.0,-32.0,2,33
-1.0,-33.0,2,34
-1.0,-34.0,2,35
-1.0,-35.0,2,36
-1.0,-36.0,2,37
-1.0,-37.0,2,38
-1.0,-38.0,2,39
-1.0,-39.0,2,40
-1.0,-40.0,2,41
-1.0,-41.0,2,42
-1.0,-42.0,2,43
-1.0,-43.0,2,44
-1.0,-44.0,2,45
-1.0,-45.0,2,46
-1.0,-46.0,2,47
-1.0,-47.0,2,48
-1.0,-48.0,2,49
0.0,-1.0,3,0
0.0,-2.0,3,1
0.0,-3.0,3,2
0.0,-4.0,3,3
0.0,-5.0,3,4
0.0,-6.0,3,5
0.0,-7.0,3,6
0.0,-8.0,3,7
0.0,-9.0,3,8
0.0,-10.0,3,9
0.0,-11.0,3,10
0.0,-12.0,3,11
0.0,-13.0,3,12
0.0,-14.0,3,13
0.0,-15.0,3,14
0.0,-16.0,3,15
0.0,-17.0,3,16
0.0,-18.0,3,17
0.0,-19.0,3,18
0.0,-20.0,3,19
0.0,-21.0,3,20
0.0,-22.0,3,21
0.0,-23.0,3,22
0.0,-24.0,3,23
0.0,-25.0,3,24
0.0,-26.0,3,25
0.0,-27.0,3,26
0.0,-28.0,3,27
0.0,-29.0,3,28
0.0,-30.0,3,29
0.0,-31.0,3,30
0.0,-32.0,3,31
0.0,-33.0,3,32
0.0,-34.0,3,33
0.0,-35.0,3,34
0.0,-36.0,3,35
0.0,-37.0,3,36
0.0,-38.0,3,37
0.0,-39.0,3,38
0.0,-40.0,3,39
0.0,-41.0,3,40
0.0,-42.0,3,41
0.0,-43.0,3,42
0.0,-44.0,3,43
0.0,-45.0,3,44
0.0,-46.0,3,45
0.0,-47.0,3,46
0.0,-48.0,3,47
0.0,-49.0,3,48
0.0,-50.0,3,49
0.0,-1.0,4,0
0.0,-2.0,4,1
0.0,-3.0,4,2
0.0,-4.0,4,3
0.0,-5.0,4,4
0.0,-6.0,4,5
0.0,-7.0,4,6
0.0,-8.0,4,7
0.0,-9.0,4,8
0.0,-10.0,4,9
0.0,-11.0,4,10
0.0,-12.0,4,11
0.0,-13.0,4,12
0.0,-14.0,4,13
0.0,-15.0,4,14
0.0,-16.0,4,15
0.0,-17.0,4,16
0.0,-18.0,4,17
0.0,-19.0,4,18
0.0,-20.0,4,19
0.0,-21.0,4,20
0.0,-22.0,4,21
0.0,-23.0,4,22
0.0,-24.0,4,23
0.0,-25.0,4,24
0.0,-26.0,4,25
0.0,-27.0,4,26
0.0,-28.0,4,27
0.0,-29.0,4,28
0.0,-30.0,4,29
0.0,-31.0,4,30
0.0,-32.0,4,31
0.0,-33.0,4,32
0.0,-34.0,4,33
0.0,-35.0,4,34
0.0,-36.0,4,35
0.0,-37.0,4,36
0.0,-38.0,4,37
0.0,-39.0,4,38
0.0,-40.0,4,39
0.0,-41.0,4,40
0.0,-42.0,4,41
0.0,-43.0,4,42
0.0,-44.0,4,43
0.0,-45.0,4,44
0.0,-46.0,4,45
0.0,-47.0,4,46
0.0,-48.0,4,47
0.0,-49.0,4,48
0.0,-50.0,4,49
0.0,-1.0,5,0
0.0,-2.0,5,1
0.0,-3.0,5,2
0.0,-4.0,5,3
0.0,-5.0,5,4
0.0,-6.0,5,5
0.0,-7.0,5,6
0.0,-8.0,5,7
0.0,-9.0,5,8
0.0,-10.0,5,9
0.0,-11.0,5,10
0.0,-12.0,5,11
0.0,-13.0,5,12
0.0,-14.0,5,13
0.0,-15.0,5,14
0.0,-16.0,5,15
0.0,-17.0,5,16
0.0,-18.0,5,17
0.0,-19.0,5,18
0.0,-20.0,5,19
0.0,-21.0,5,20
0.0,-22.0,5,21
0.0,-23.0,5,22
0.0,-24.0,5,23
0.0,-25.0,5,24
0.0,-26.0,5,25
0.0,-27.0,5,26
0.0,-28.0,5,27
0.0,-29.0,5,28
0.0,-30.0,5,29
0.0,-31.0,5,30
0.0,-32.0,5,31
0.0,-33.0,5,32
0.0,-34.0,5,33
0.0,-35.0,5,34
0.0,-36.0,5,35
0.0,-37.0,5,36
0.0,-38.0,5,37
0.0,-39.0,5,38
0.0,-40.0,5,39
0.0,-41.0,5,40
0.0,-42.0,5,41
0.0,-43.0,5,42
0.0,-44.0,5,43
0.0,-45.0,5,44
0.0,-46.0,5,45
0.0,-47.0,5,46
0.0,-48.0,5,47
0.0,-49.0,5,48
0.0,-50.0,5,49
