episode,step,total_reward
1000, 49950, -147.971335
2000, 99950, -291.801009
3000, 149950, -87.842947
4000, 199950, -41.844223
5000, 249950, -33.743337
6000, 299950, -38.637543
7000, 349950, -36.048695
8000, 399950, -34.703560
9000, 449950, -35.091580
10000, 499950, -36.776708
11000, 549950, -30.299114
12000, 599950, -29.043153
13000, 649950, -32.787292
14000, 699950, -35.175485
15000, 749950, -35.163192
16000, 799950, -36.026559
17000, 849950, -38.928016
18000, 899950, -35.526088
19000, 949950, -33.688281
20000, 999950, -29.797434
21000, 1049950, -27.787716
22000, 1099950, -30.136703
23000, 1149950, -23.342200
24000, 1199950, -20.168796
25000, 1249950, -21.009864
26000, 1299950, -20.946513
27000, 1349950, -20.446359
28000, 1399950, -21.480910
29000, 1449950, -19.640463
30000, 1499950, -20.617697
31000, 1549950, -21.255968
32000, 1599950, -19.975231
33000, 1649950, -20.340352
34000, 1699950, -18.482583
35000, 1749950, -19.486231
36000, 1799950, -19.099911
37000, 1849950, -19.547250
38000, 1899950, -19.029582
39000, 1949950, -20.774601
40000, 1999950, -20.503005
41000, 2049950, -20.392734
42000, 2099950, -18.780482
43000, 2149950, -17.741372
44000, 2199950, -19.410675
45000, 2249950, -19.753645
46000, 2299950, -20.657389
47000, 2349950, -23.793772
48000, 2399950, -22.735714
49000, 2449950, -21.278952
50000, 2499950, -21.383843
