episode,step,agent0_rew,agent1_rew
1000, 49950, -77.49933574327301, -77.49933574327301
2000, 99950, -67.24135033476595, -67.24135033476595
3000, 149950, -13.26770666353747, -13.26770666353747
4000, 199950, -10.209411960568634, -10.209411960568634
5000, 249950, -10.193013762084771, -10.193013762084771
6000, 299950, -10.498293882303722, -10.498293882303722
7000, 349950, -10.833244539912059, -10.833244539912059
8000, 399950, -10.371832281612841, -10.371832281612841
9000, 449950, -10.08717076933617, -10.08717076933617
10000, 499950, -9.97752549511442, -9.97752549511442
