a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,B,B,B,A,A,A,B,B,B,1,0
A,A,A,A,A,A,A,A,A,B,B,B,1,1
C,C,C,B,B,B,A,A,A,B,B,B,1,2
A,A,A,A,A,A,A,A,A,B,B,B,1,3
C,C,C,B,B,B,A,A,A,B,B,B,1,4
C,C,C,A,A,A,A,A,A,B,B,B,1,5
C,C,C,A,A,A,A,A,A,B,B,B,1,6
C,C,C,A,A,A,A,A,A,B,B,B,1,7
C,C,C,A,A,A,A,A,A,B,B,B,1,8
C,C,C,B,B,B,A,A,A,B,B,B,1,9
C,C,C,A,A,A,A,A,A,B,B,B,1,10
C,C,C,A,A,A,A,A,A,B,B,B,1,11
C,C,C,C,C,C,A,A,A,B,B,B,1,12
C,C,C,B,B,B,A,A,A,B,B,B,1,13
C,C,C,A,A,A,A,A,A,B,B,B,1,14
C,C,C,B,B,B,A,A,A,B,B,B,1,15
C,C,C,A,A,A,A,A,A,B,B,B,1,16
C,C,C,A,A,A,A,A,A,B,B,B,1,17
C,C,C,A,A,A,A,A,A,B,B,B,1,18
A,A,A,A,A,A,A,A,A,B,B,B,1,19
C,C,C,A,A,A,A,A,A,B,B,B,1,20
C,C,C,A,A,A,A,A,A,B,B,B,1,21
C,C,C,C,C,C,A,A,A,B,B,B,1,22
C,C,C,C,C,C,A,A,A,B,B,B,1,23
C,C,C,C,C,C,A,A,A,B,B,B,1,24
C,C,C,C,C,C,A,A,A,B,B,B,1,25
C,C,C,C,C,C,A,A,A,B,B,B,1,26
C,C,C,C,C,C,A,A,A,B,B,B,1,27
C,C,C,C,C,C,A,A,A,B,B,B,1,28
C,C,C,C,C,C,A,A,A,B,B,B,1,29
C,C,C,C,C,C,A,A,A,B,B,B,1,30
C,C,C,C,C,C,A,A,A,B,B,B,1,31
C,C,C,C,C,C,A,A,A,B,B,B,1,32
C,C,C,C,C,C,A,A,A,B,B,B,1,33
C,C,C,C,C,C,A,A,A,B,B,B,1,34
C,C,C,C,C,C,A,A,A,B,B,B,1,35
C,C,C,C,C,C,A,A,A,B,B,B,1,36
C,C,C,C,C,C,A,A,A,B,B,B,1,37
C,C,C,C,C,C,A,A,A,B,B,B,1,38
C,C,C,C,C,C,A,A,A,B,B,B,1,39
C,C,C,C,C,C,A,A,A,B,B,B,1,40
C,C,C,C,C,C,A,A,A,B,B,B,1,41
C,C,C,C,C,C,A,A,A,B,B,B,1,42
C,C,C,C,C,C,A,A,A,B,B,B,1,43
C,C,C,C,C,C,A,A,A,B,B,B,1,44
C,C,C,C,C,C,A,A,A,B,B,B,1,45
C,C,C,C,C,C,A,A,A,B,B,B,1,46
C,C,C,C,C,C,A,A,A,B,B,B,1,47
C,C,C,C,C,C,A,A,A,B,B,B,1,48
_,_,_,_,_,_,_,_,_,_,_,_,2,0
A,A,A,B,B,B,A,A,A,B,B,B,2,1
B,B,B,A,A,A,A,A,A,A,A,A,2,2
A,A,A,B,B,B,A,A,A,B,B,B,2,3
A,A,A,A,A,A,C,C,C,A,A,A,2,4
B,B,B,A,A,A,B,B,B,B,B,B,2,5
A,A,A,B,B,B,A,A,A,A,A,A,2,6
A,A,A,A,A,A,A,A,A,B,B,B,2,7
B,B,B,A,A,A,A,A,A,B,B,B,2,8
B,B,B,A,A,A,A,A,A,B,B,B,2,9
A,A,A,C,C,C,A,A,A,B,B,B,2,10
A,A,A,C,C,C,A,A,A,B,B,B,2,11
A,A,A,C,C,C,A,A,A,B,B,B,2,12
A,A,A,C,C,C,A,A,A,B,B,B,2,13
A,A,A,C,C,C,A,A,A,B,B,B,2,14
C,C,C,C,C,C,A,A,A,B,B,B,2,15
C,C,C,C,C,C,A,A,A,B,B,B,2,16
C,C,C,C,C,C,A,A,A,B,B,B,2,17
C,C,C,C,C,C,A,A,A,B,B,B,2,18
C,C,C,A,A,A,A,A,A,B,B,B,2,19
C,C,C,A,A,A,A,A,A,B,B,B,2,20
C,C,C,C,C,C,A,A,A,B,B,B,2,21
C,C,C,C,C,C,A,A,A,B,B,B,2,22
C,C,C,C,C,C,A,A,A,B,B,B,2,23
C,C,C,C,C,C,A,A,A,B,B,B,2,24
C,C,C,C,C,C,A,A,A,B,B,B,2,25
C,C,C,C,C,C,A,A,A,B,B,B,2,26
C,C,C,A,A,A,A,A,A,B,B,B,2,27
C,C,C,C,C,C,A,A,A,B,B,B,2,28
C,C,C,C,C,C,A,A,A,B,B,B,2,29
C,C,C,C,C,C,A,A,A,B,B,B,2,30
C,C,C,C,C,C,A,A,A,B,B,B,2,31
C,C,C,C,C,C,A,A,A,B,B,B,2,32
C,C,C,C,C,C,A,A,A,B,B,B,2,33
C,C,C,C,C,C,A,A,A,B,B,B,2,34
C,C,C,C,C,C,A,A,A,B,B,B,2,35
C,C,C,C,C,C,A,A,A,B,B,B,2,36
C,C,C,C,C,C,A,A,A,B,B,B,2,37
C,C,C,C,C,C,A,A,A,B,B,B,2,38
C,C,C,C,C,C,A,A,A,B,B,B,2,39
C,C,C,C,C,C,A,A,A,B,B,B,2,40
C,C,C,C,C,C,A,A,A,B,B,B,2,41
C,C,C,C,C,C,A,A,A,B,B,B,2,42
C,C,C,C,C,C,A,A,A,B,B,B,2,43
C,C,C,C,C,C,A,A,A,B,B,B,2,44
C,C,C,C,C,C,A,A,A,B,B,B,2,45
C,C,C,C,C,C,A,A,A,B,B,B,2,46
C,C,C,C,C,C,A,A,A,B,B,B,2,47
C,C,C,C,C,C,A,A,A,B,B,B,2,48
C,C,C,C,C,C,A,A,A,B,B,B,2,49
_,_,_,_,_,_,_,_,_,_,_,_,3,0
A,A,A,B,B,B,A,A,A,B,B,B,3,1
A,A,A,B,B,B,A,A,A,B,B,B,3,2
A,A,A,B,B,B,A,A,A,B,B,B,3,3
C,C,C,B,B,B,A,A,A,B,B,B,3,4
A,A,A,B,B,B,A,A,A,B,B,B,3,5
A,A,A,B,B,B,A,A,A,B,B,B,3,6
C,C,C,A,A,A,A,A,A,B,B,B,3,7
A,A,A,A,A,A,A,A,A,B,B,B,3,8
A,A,A,A,A,A,A,A,A,B,B,B,3,9
B,B,B,A,A,A,A,A,A,B,B,B,3,10
B,B,B,B,B,B,A,A,A,B,B,B,3,11
A,A,A,A,A,A,A,A,A,B,B,B,3,12
A,A,A,B,B,B,A,A,A,B,B,B,3,13
A,A,A,B,B,B,A,A,A,B,B,B,3,14
C,C,C,A,A,A,A,A,A,B,B,B,3,15
C,C,C,A,A,A,A,A,A,B,B,B,3,16
C,C,C,A,A,A,A,A,A,B,B,B,3,17
C,C,C,A,A,A,A,A,A,B,B,B,3,18
B,B,B,A,A,A,A,A,A,B,B,B,3,19
A,A,A,A,A,A,A,A,A,B,B,B,3,20
A,A,A,A,A,A,A,A,A,B,B,B,3,21
A,A,A,B,B,B,A,A,A,B,B,B,3,22
A,A,A,B,B,B,A,A,A,B,B,B,3,23
A,A,A,A,A,A,A,A,A,B,B,B,3,24
A,A,A,B,B,B,A,A,A,B,B,B,3,25
B,B,B,A,A,A,A,A,A,B,B,B,3,26
A,A,A,B,B,B,A,A,A,B,B,B,3,27
A,A,A,B,B,B,A,A,A,B,B,B,3,28
A,A,A,B,B,B,A,A,A,B,B,B,3,29
A,A,A,A,A,A,A,A,A,B,B,B,3,30
B,B,B,A,A,A,A,A,A,B,B,B,3,31
A,A,A,A,A,A,A,A,A,B,B,B,3,32
A,A,A,B,B,B,A,A,A,B,B,B,3,33
A,A,A,A,A,A,A,A,A,B,B,B,3,34
A,A,A,A,A,A,A,A,A,B,B,B,3,35
A,A,A,A,A,A,A,A,A,B,B,B,3,36
A,A,A,B,B,B,A,A,A,B,B,B,3,37
B,B,B,A,A,A,A,A,A,B,B,B,3,38
A,A,A,A,A,A,A,A,A,B,B,B,3,39
B,B,B,B,B,B,A,A,A,B,B,B,3,40
A,A,A,A,A,A,A,A,A,B,B,B,3,41
A,A,A,A,A,A,A,A,A,B,B,B,3,42
A,A,A,B,B,B,A,A,A,B,B,B,3,43
A,A,A,A,A,A,A,A,A,B,B,B,3,44
B,B,B,A,A,A,A,A,A,B,B,B,3,45
A,A,A,B,B,B,A,A,A,B,B,B,3,46
A,A,A,B,B,B,A,A,A,B,B,B,3,47
A,A,A,A,A,A,A,A,A,B,B,B,3,48
A,A,A,B,B,B,A,A,A,B,B,B,3,49
_,_,_,_,_,_,_,_,_,_,_,_,4,0
B,B,B,B,B,B,A,A,A,B,B,B,4,1
B,B,B,B,B,B,A,A,A,B,B,B,4,2
B,B,B,B,B,B,A,A,A,B,B,B,4,3
B,B,B,B,B,B,A,A,A,B,B,B,4,4
B,B,B,B,B,B,A,A,A,B,B,B,4,5
B,B,B,B,B,B,A,A,A,B,B,B,4,6
B,B,B,B,B,B,A,A,A,B,B,B,4,7
B,B,B,B,B,B,A,A,A,B,B,B,4,8
B,B,B,B,B,B,B,B,B,B,B,B,4,9
B,B,B,B,B,B,A,A,A,B,B,B,4,10
B,B,B,B,B,B,A,A,A,B,B,B,4,11
B,B,B,B,B,B,A,A,A,B,B,B,4,12
B,B,B,B,B,B,A,A,A,B,B,B,4,13
B,B,B,B,B,B,A,A,A,B,B,B,4,14
B,B,B,B,B,B,A,A,A,B,B,B,4,15
B,B,B,B,B,B,A,A,A,B,B,B,4,16
B,B,B,B,B,B,A,A,A,B,B,B,4,17
B,B,B,B,B,B,A,A,A,B,B,B,4,18
B,B,B,B,B,B,A,A,A,B,B,B,4,19
B,B,B,B,B,B,A,A,A,B,B,B,4,20
B,B,B,B,B,B,A,A,A,B,B,B,4,21
B,B,B,B,B,B,A,A,A,B,B,B,4,22
B,B,B,B,B,B,A,A,A,B,B,B,4,23
B,B,B,B,B,B,A,A,A,B,B,B,4,24
B,B,B,B,B,B,A,A,A,B,B,B,4,25
B,B,B,B,B,B,A,A,A,B,B,B,4,26
B,B,B,B,B,B,A,A,A,B,B,B,4,27
B,B,B,B,B,B,A,A,A,B,B,B,4,28
B,B,B,B,B,B,A,A,A,B,B,B,4,29
B,B,B,B,B,B,A,A,A,B,B,B,4,30
B,B,B,B,B,B,A,A,A,B,B,B,4,31
B,B,B,B,B,B,A,A,A,B,B,B,4,32
B,B,B,B,B,B,A,A,A,B,B,B,4,33
A,A,A,B,B,B,A,A,A,B,B,B,4,34
A,A,A,B,B,B,A,A,A,B,B,B,4,35
A,A,A,B,B,B,A,A,A,B,B,B,4,36
A,A,A,B,B,B,A,A,A,B,B,B,4,37
A,A,A,B,B,B,A,A,A,B,B,B,4,38
A,A,A,B,B,B,A,A,A,B,B,B,4,39
A,A,A,B,B,B,A,A,A,B,B,B,4,40
A,A,A,B,B,B,A,A,A,B,B,B,4,41
A,A,A,B,B,B,A,A,A,B,B,B,4,42
A,A,A,B,B,B,A,A,A,B,B,B,4,43
A,A,A,B,B,B,A,A,A,B,B,B,4,44
A,A,A,B,B,B,A,A,A,B,B,B,4,45
A,A,A,B,B,B,A,A,A,B,B,B,4,46
B,B,B,B,B,B,A,A,A,B,B,B,4,47
A,A,A,B,B,B,A,A,A,B,B,B,4,48
A,A,A,B,B,B,A,A,A,B,B,B,4,49
_,_,_,_,_,_,_,_,_,_,_,_,5,0
A,A,A,B,B,B,A,A,A,B,B,B,5,1
A,A,A,A,A,A,A,A,A,A,A,A,5,2
A,A,A,B,B,B,A,A,A,B,B,B,5,3
A,A,A,A,A,A,A,A,A,B,B,B,5,4
A,A,A,B,B,B,A,A,A,B,B,B,5,5
A,A,A,A,A,A,A,A,A,B,B,B,5,6
A,A,A,A,A,A,A,A,A,B,B,B,5,7
A,A,A,A,A,A,A,A,A,B,B,B,5,8
A,A,A,A,A,A,A,A,A,B,B,B,5,9
A,A,A,A,A,A,A,A,A,B,B,B,5,10
A,A,A,A,A,A,A,A,A,B,B,B,5,11
C,C,C,B,B,B,A,A,A,B,B,B,5,12
C,C,C,A,A,A,A,A,A,B,B,B,5,13
A,A,A,A,A,A,A,A,A,B,B,B,5,14
C,C,C,A,A,A,A,A,A,B,B,B,5,15
B,B,B,A,A,A,A,A,A,B,B,B,5,16
B,B,B,A,A,A,A,A,A,B,B,B,5,17
B,B,B,A,A,A,C,C,C,B,B,B,5,18
B,B,B,A,A,A,A,A,A,B,B,B,5,19
A,A,A,C,C,C,A,A,A,B,B,B,5,20
C,C,C,C,C,C,A,A,A,B,B,B,5,21
B,B,B,C,C,C,C,C,C,B,B,B,5,22
C,C,C,C,C,C,A,A,A,B,B,B,5,23
B,B,B,C,C,C,A,A,A,B,B,B,5,24
C,C,C,C,C,C,A,A,A,B,B,B,5,25
B,B,B,C,C,C,A,A,A,B,B,B,5,26
C,C,C,C,C,C,A,A,A,B,B,B,5,27
B,B,B,C,C,C,A,A,A,B,B,B,5,28
B,B,B,C,C,C,A,A,A,B,B,B,5,29
C,C,C,A,A,A,A,A,A,B,B,B,5,30
A,A,A,C,C,C,A,A,A,B,B,B,5,31
B,B,B,C,C,C,A,A,A,B,B,B,5,32
B,B,B,C,C,C,A,A,A,B,B,B,5,33
C,C,C,C,C,C,A,A,A,B,B,B,5,34
A,A,A,C,C,C,A,A,A,B,B,B,5,35
A,A,A,C,C,C,A,A,A,B,B,B,5,36
C,C,C,C,C,C,A,A,A,B,B,B,5,37
C,C,C,C,C,C,A,A,A,B,B,B,5,38
C,C,C,C,C,C,A,A,A,B,B,B,5,39
B,B,B,C,C,C,A,A,A,B,B,B,5,40
B,B,B,C,C,C,A,A,A,B,B,B,5,41
C,C,C,C,C,C,A,A,A,B,B,B,5,42
A,A,A,A,A,A,A,A,A,B,B,B,5,43
A,A,A,A,A,A,A,A,A,B,B,B,5,44
A,A,A,C,C,C,A,A,A,B,B,B,5,45
A,A,A,C,C,C,A,A,A,B,B,B,5,46
B,B,B,C,C,C,A,A,A,B,B,B,5,47
B,B,B,C,C,C,A,A,A,B,B,B,5,48
A,A,A,A,A,A,A,A,A,B,B,B,5,49
