a0_to_a1,a1_to_a0,episode,step
A,B,1,0
A,B,1,1
A,B,1,2
A,B,1,3
A,B,1,4
A,B,1,5
A,B,1,6
A,B,1,7
A,A,1,8
A,A,1,9
A,A,1,10
B,B,1,11
B,A,1,12
C,A,1,13
C,A,1,14
C,B,1,15
C,B,1,16
A,A,1,17
A,A,1,18
A,A,1,19
C,B,1,20
C,B,1,21
C,B,1,22
C,B,1,23
C,B,1,24
C,B,1,25
C,B,1,26
C,B,1,27
C,B,1,28
C,A,1,29
C,B,1,30
C,B,1,31
C,B,1,32
C,B,1,33
C,B,1,34
C,B,1,35
C,B,1,36
C,B,1,37
C,B,1,38
C,B,1,39
C,B,1,40
C,B,1,41
C,B,1,42
C,A,1,43
A,B,1,44
C,B,1,45
C,B,1,46
C,B,1,47
C,B,1,48
_,_,2,0
A,B,2,1
A,A,2,2
A,B,2,3
A,A,2,4
A,B,2,5
A,A,2,6
A,B,2,7
A,A,2,8
B,B,2,9
C,A,2,10
A,A,2,11
A,A,2,12
A,A,2,13
B,A,2,14
A,A,2,15
A,B,2,16
A,A,2,17
B,B,2,18
B,A,2,19
A,B,2,20
B,A,2,21
A,B,2,22
B,B,2,23
B,B,2,24
A,A,2,25
A,B,2,26
B,A,2,27
A,B,2,28
A,A,2,29
A,B,2,30
A,B,2,31
A,B,2,32
A,B,2,33
A,B,2,34
A,B,2,35
C,B,2,36
C,B,2,37
C,B,2,38
C,B,2,39
C,B,2,40
C,B,2,41
C,B,2,42
C,B,2,43
C,B,2,44
C,B,2,45
C,B,2,46
C,B,2,47
C,B,2,48
C,B,2,49
_,_,3,0
A,B,3,1
A,B,3,2
A,B,3,3
A,B,3,4
A,B,3,5
A,B,3,6
A,B,3,7
B,B,3,8
C,B,3,9
C,B,3,10
C,B,3,11
C,B,3,12
C,B,3,13
C,B,3,14
C,B,3,15
C,B,3,16
C,B,3,17
C,B,3,18
C,B,3,19
C,B,3,20
C,B,3,21
C,B,3,22
C,B,3,23
C,B,3,24
C,B,3,25
C,B,3,26
C,B,3,27
C,B,3,28
C,B,3,29
C,B,3,30
C,B,3,31
C,B,3,32
C,B,3,33
C,B,3,34
C,B,3,35
C,B,3,36
C,B,3,37
C,B,3,38
C,B,3,39
C,B,3,40
C,B,3,41
C,B,3,42
C,B,3,43
C,B,3,44
C,B,3,45
C,B,3,46
C,B,3,47
C,B,3,48
C,B,3,49
_,_,4,0
A,B,4,1
A,B,4,2
A,B,4,3
B,B,4,4
A,B,4,5
A,B,4,6
A,B,4,7
A,B,4,8
B,B,4,9
B,B,4,10
B,B,4,11
A,B,4,12
A,B,4,13
A,B,4,14
A,A,4,15
B,A,4,16
A,B,4,17
C,B,4,18
C,B,4,19
C,B,4,20
C,A,4,21
C,B,4,22
C,B,4,23
A,B,4,24
C,B,4,25
C,B,4,26
A,B,4,27
C,B,4,28
A,B,4,29
A,B,4,30
C,B,4,31
C,B,4,32
C,B,4,33
C,B,4,34
C,B,4,35
A,B,4,36
A,B,4,37
A,B,4,38
C,B,4,39
A,B,4,40
A,B,4,41
A,B,4,42
A,B,4,43
A,B,4,44
A,B,4,45
A,B,4,46
C,B,4,47
A,B,4,48
A,B,4,49
_,_,5,0
A,B,5,1
A,B,5,2
A,B,5,3
C,B,5,4
A,B,5,5
B,B,5,6
A,B,5,7
A,B,5,8
A,B,5,9
A,B,5,10
C,B,5,11
C,B,5,12
C,B,5,13
C,B,5,14
C,B,5,15
C,B,5,16
C,B,5,17
C,B,5,18
C,B,5,19
C,B,5,20
C,B,5,21
C,B,5,22
C,A,5,23
C,B,5,24
C,A,5,25
C,A,5,26
C,A,5,27
C,A,5,28
C,A,5,29
C,B,5,30
C,A,5,31
C,A,5,32
C,A,5,33
C,A,5,34
C,A,5,35
C,B,5,36
C,A,5,37
C,A,5,38
C,B,5,39
C,B,5,40
C,B,5,41
C,A,5,42
C,A,5,43
C,A,5,44
C,B,5,45
C,A,5,46
C,A,5,47
C,A,5,48
C,A,5,49
