episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -17.323323323323322, -15.02102102102102, -16.027027027027028, -17.633633633633632
2000, 99950, -13.858, -20.876, -9.447, -35.616
3000, 149950, -9.067, -35.514, -6.016, -41.802
4000, 199950, -21.943, -26.29, -9.168, -36.506
5000, 249950, -25.389, -22.868, -13.728, -32.567
6000, 299950, -18.881, -30.254, -21.127, -26.013
7000, 349950, -31.413, -17.423, -32.181, -12.71
8000, 399950, -30.892, -18.175, -30.934, -16.086
9000, 449950, -34.589, -13.919, -28.116, -21.564
10000, 499950, -30.172, -18.953, -30.219, -19.574
11000, 549950, -40.681, -8.812, -30.668, -16.339
12000, 599950, -45.955, -3.805, -23.362, -25.901
13000, 649950, -46.412, -3.156, -31.777, -16.709
14000, 699950, -47.031, -2.675, -33.096, -14.792
15000, 749950, -46.555, -3.13, -34.647, -14.462
16000, 799950, -45.686, -4.095, -38.984, -10.1
17000, 849950, -46.684, -3.15, -43.727, -5.812
18000, 899950, -46.356, -3.517, -43.707, -5.204
19000, 949950, -46.62, -2.979, -46.143, -2.26
20000, 999950, -45.864, -2.958, -44.082, -4.808
21000, 1049950, -47.215, -2.544, -45.587, -3.457
22000, 1099950, -46.804, -3.024, -38.936, -9.811
23000, 1149950, -46.293, -3.333, -30.41, -11.832
24000, 1199950, -46.237, -2.449, -17.104, -21.484
25000, 1249950, -44.85, -2.789, -14.573, -30.329
26000, 1299950, -42.61, -3.082, -24.661, -14.31
27000, 1349950, -44.812, -3.558, -19.272, -15.384
28000, 1399950, -43.458, -5.958, -18.988, -10.53
29000, 1449950, -41.852, -7.612, -17.693, -10.788
30000, 1499950, -34.158, -15.363, -18.743, -10.25
31000, 1549950, -35.158, -14.512, -19.269, -12.792
32000, 1599950, -44.923, -4.665, -16.357, -15.615
33000, 1649950, -40.798, -8.574, -20.439, -15.518
34000, 1699950, -42.277, -7.065, -18.262, -16.566
35000, 1749950, -35.476, -13.15, -17.668, -16.054
36000, 1799950, -32.561, -15.184, -15.023, -16.642
37000, 1849950, -32.676, -11.18, -15.253, -17.796
38000, 1899950, -31.724, -5.317, -18.939, -18.317
39000, 1949950, -31.116, -2.997, -18.837, -18.008
40000, 1999950, -36.301, -2.903, -21.116, -16.157
