episode,step,total_reward
200, 9950, -173.959877
400, 19950, -181.628136
600, 29950, -177.779494
800, 39950, -175.039622
1000, 49950, -171.577497
1200, 59950, -507.912340
1400, 69950, -245.043184
1600, 79950, -133.533392
1800, 89950, -139.378203
2000, 99950, -144.424308
2200, 109950, -139.084887
2400, 119950, -133.305585
2600, 129950, -110.486602
2800, 139950, -119.267082
3000, 149950, -104.077304
3200, 159950, -110.934285
3400, 169950, -100.067851
3600, 179950, -97.372716
3800, 189950, -86.047555
4000, 199950, -90.336817
4200, 209950, -93.332745
4400, 219950, -81.969472
4600, 229950, -92.787432
4800, 239950, -95.556200
5000, 249950, -97.807585
5200, 259950, -92.519619
5400, 269950, -81.354722
5600, 279950, -85.449081
5800, 289950, -76.163568
6000, 299950, -78.615769
6200, 309950, -81.023217
6400, 319950, -82.997011
6600, 329950, -75.655570
6800, 339950, -70.963877
7000, 349950, -78.202620
7200, 359950, -87.704564
7400, 369950, -86.382142
7600, 379950, -64.030916
7800, 389950, -78.124691
8000, 399950, -70.240273
8200, 409950, -71.084538
8400, 419950, -77.918341
8600, 429950, -73.704582
8800, 439950, -73.744289
9000, 449950, -68.756318
9200, 459950, -74.411376
9400, 469950, -68.134637
9600, 479950, -75.808070
9800, 489950, -67.736626
10000, 499950, -70.080392
10200, 509950, -69.979153
10400, 519950, -68.288216
10600, 529950, -65.110615
10800, 539950, -69.501473
11000, 549950, -74.308459
11200, 559950, -69.591748
11400, 569950, -84.088268
11600, 579950, -75.625169
11800, 589950, -66.428489
12000, 599950, -61.048909
12200, 609950, -68.889613
12400, 619950, -59.415334
12600, 629950, -65.886116
12800, 639950, -66.907624
13000, 649950, -68.988036
13200, 659950, -61.996385
13400, 669950, -60.150079
13600, 679950, -66.241694
13800, 689950, -61.733667
14000, 699950, -63.057390
14200, 709950, -52.701373
14400, 719950, -57.693661
14600, 729950, -63.847862
14800, 739950, -68.068747
15000, 749950, -64.265146
15200, 759950, -61.322014
15400, 769950, -64.300166
15600, 779950, -62.484704
15800, 789950, -65.528501
16000, 799950, -57.669248
16200, 809950, -55.769361
16400, 819950, -55.808466
16600, 829950, -54.502882
16800, 839950, -51.080461
17000, 849950, -56.764492
17200, 859950, -54.625042
17400, 869950, -57.295222
17600, 879950, -64.453740
17800, 889950, -57.647510
18000, 899950, -47.419701
18200, 909950, -51.132381
18400, 919950, -60.786730
18600, 929950, -70.186103
18800, 939950, -52.492962
19000, 949950, -58.315438
19200, 959950, -49.304411
19400, 969950, -54.262029
19600, 979950, -51.221457
19800, 989950, -51.618499
20000, 999950, -47.794862
