episode,step,total_reward
1000, 49950, -157.846984
2000, 99950, -127.409844
3000, 149950, -34.054849
4000, 199950, -25.786102
5000, 249950, -24.337453
6000, 299950, -22.026223
7000, 349950, -22.252141
8000, 399950, -23.249123
9000, 449950, -21.407503
10000, 499950, -21.102106
11000, 549950, -21.576855
12000, 599950, -20.794842
13000, 649950, -21.017464
14000, 699950, -22.276578
15000, 749950, -21.464764
16000, 799950, -22.705111
17000, 849950, -22.147548
18000, 899950, -22.934637
19000, 949950, -22.804183
20000, 999950, -21.987315
21000, 1049950, -23.707639
22000, 1099950, -23.021031
23000, 1149950, -21.231709
24000, 1199950, -22.372316
25000, 1249950, -22.035644
26000, 1299950, -21.115500
27000, 1349950, -21.289506
28000, 1399950, -21.220316
29000, 1449950, -23.583920
30000, 1499950, -21.722696
