a0_to_a1,a1_to_a0,episode,step
B,B,1,0
B,A,1,1
B,B,1,2
B,A,1,3
A,A,1,4
A,A,1,5
B,A,1,6
B,B,1,7
B,A,1,8
A,A,1,9
B,B,1,10
B,A,1,11
A,A,1,12
B,A,1,13
A,B,1,14
B,A,1,15
A,A,1,16
A,A,1,17
A,A,1,18
A,A,1,19
A,A,1,20
A,A,1,21
A,A,1,22
A,A,1,23
B,B,1,24
B,A,1,25
B,A,1,26
B,C,1,27
B,B,1,28
B,B,1,29
B,B,1,30
B,B,1,31
B,A,1,32
B,B,1,33
B,A,1,34
B,B,1,35
B,B,1,36
B,A,1,37
B,B,1,38
B,B,1,39
B,B,1,40
B,B,1,41
B,B,1,42
B,B,1,43
B,B,1,44
B,B,1,45
B,B,1,46
B,B,1,47
B,B,1,48
_,_,2,0
B,B,2,1
A,B,2,2
B,B,2,3
A,B,2,4
B,B,2,5
A,B,2,6
B,B,2,7
A,B,2,8
B,B,2,9
A,B,2,10
B,B,2,11
A,B,2,12
A,B,2,13
A,B,2,14
A,B,2,15
A,A,2,16
A,A,2,17
A,A,2,18
A,B,2,19
A,B,2,20
A,B,2,21
C,A,2,22
B,A,2,23
B,A,2,24
B,A,2,25
B,A,2,26
B,A,2,27
B,A,2,28
A,A,2,29
A,A,2,30
C,A,2,31
C,B,2,32
C,B,2,33
B,B,2,34
C,B,2,35
C,B,2,36
C,B,2,37
C,B,2,38
B,B,2,39
C,B,2,40
A,B,2,41
C,B,2,42
B,B,2,43
B,B,2,44
B,B,2,45
B,B,2,46
B,B,2,47
C,A,2,48
C,B,2,49
_,_,3,0
B,B,3,1
A,B,3,2
B,B,3,3
A,B,3,4
B,C,3,5
A,A,3,6
B,A,3,7
B,B,3,8
A,B,3,9
A,B,3,10
A,B,3,11
A,B,3,12
A,B,3,13
A,B,3,14
A,B,3,15
A,B,3,16
B,C,3,17
A,A,3,18
B,A,3,19
A,A,3,20
A,A,3,21
A,B,3,22
A,C,3,23
A,C,3,24
A,A,3,25
A,A,3,26
A,A,3,27
A,B,3,28
A,B,3,29
A,A,3,30
A,A,3,31
A,A,3,32
A,B,3,33
B,B,3,34
B,B,3,35
A,B,3,36
B,B,3,37
B,B,3,38
A,B,3,39
B,B,3,40
B,B,3,41
B,B,3,42
B,B,3,43
B,B,3,44
A,B,3,45
B,B,3,46
A,B,3,47
A,B,3,48
A,B,3,49
_,_,4,0
B,B,4,1
B,A,4,2
B,A,4,3
A,A,4,4
B,B,4,5
B,B,4,6
B,A,4,7
A,B,4,8
B,A,4,9
B,B,4,10
A,B,4,11
C,B,4,12
C,B,4,13
C,B,4,14
C,B,4,15
C,B,4,16
C,B,4,17
C,B,4,18
C,B,4,19
C,B,4,20
C,B,4,21
A,B,4,22
C,B,4,23
B,B,4,24
C,B,4,25
B,B,4,26
B,B,4,27
B,B,4,28
B,B,4,29
B,B,4,30
B,B,4,31
B,B,4,32
B,B,4,33
B,B,4,34
B,B,4,35
B,B,4,36
B,B,4,37
B,B,4,38
B,B,4,39
B,B,4,40
B,B,4,41
B,B,4,42
B,B,4,43
B,B,4,44
B,B,4,45
B,B,4,46
C,B,4,47
C,B,4,48
C,B,4,49
_,_,5,0
B,B,5,1
A,B,5,2
B,B,5,3
A,B,5,4
B,B,5,5
A,C,5,6
B,A,5,7
A,A,5,8
A,A,5,9
A,A,5,10
C,A,5,11
C,A,5,12
C,A,5,13
C,B,5,14
A,B,5,15
A,B,5,16
A,B,5,17
B,B,5,18
B,B,5,19
B,B,5,20
B,B,5,21
C,B,5,22
C,B,5,23
C,B,5,24
C,B,5,25
C,B,5,26
C,B,5,27
C,B,5,28
C,B,5,29
C,B,5,30
C,B,5,31
C,B,5,32
C,B,5,33
C,B,5,34
C,B,5,35
C,B,5,36
C,B,5,37
C,B,5,38
C,B,5,39
C,B,5,40
C,B,5,41
C,B,5,42
C,B,5,43
C,B,5,44
C,B,5,45
C,B,5,46
C,B,5,47
C,B,5,48
C,B,5,49
