energy,attention,episode,step
0.0,-1.0,1,0
-1.0,-1.0,1,1
-1.0,-2.0,1,2
-2.0,-2.0,1,3
-3.0,-2.0,1,4
-4.0,-2.0,1,5
-5.0,-2.0,1,6
-5.0,-3.0,1,7
-6.0,-3.0,1,8
-7.0,-3.0,1,9
-7.0,-4.0,1,10
-8.0,-4.0,1,11
-9.0,-4.0,1,12
-10.0,-4.0,1,13
-10.0,-5.0,1,14
-11.0,-5.0,1,15
-12.0,-5.0,1,16
-13.0,-5.0,1,17
-14.0,-5.0,1,18
-15.0,-5.0,1,19
-16.0,-5.0,1,20
-17.0,-5.0,1,21
-18.0,-5.0,1,22
-19.0,-5.0,1,23
-19.0,-6.0,1,24
-20.0,-6.0,1,25
-21.0,-6.0,1,26
-21.0,-6.0,1,27
-21.0,-7.0,1,28
-21.0,-8.0,1,29
-21.0,-9.0,1,30
-21.0,-10.0,1,31
-22.0,-10.0,1,32
-22.0,-11.0,1,33
-23.0,-11.0,1,34
-23.0,-12.0,1,35
-23.0,-13.0,1,36
-24.0,-13.0,1,37
-24.0,-14.0,1,38
-24.0,-15.0,1,39
-24.0,-16.0,1,40
-24.0,-17.0,1,41
-24.0,-18.0,1,42
-24.0,-19.0,1,43
-24.0,-20.0,1,44
-24.0,-21.0,1,45
-24.0,-22.0,1,46
-24.0,-23.0,1,47
-24.0,-24.0,1,48
-24.0,-25.0,1,49
0.0,-1.0,2,0
0.0,-2.0,2,1
0.0,-3.0,2,2
0.0,-4.0,2,3
0.0,-5.0,2,4
0.0,-6.0,2,5
0.0,-7.0,2,6
0.0,-8.0,2,7
0.0,-9.0,2,8
0.0,-10.0,2,9
0.0,-11.0,2,10
0.0,-12.0,2,11
0.0,-13.0,2,12
0.0,-14.0,2,13
0.0,-15.0,2,14
-1.0,-15.0,2,15
-2.0,-15.0,2,16
-3.0,-15.0,2,17
-3.0,-16.0,2,18
-3.0,-17.0,2,19
-3.0,-18.0,2,20
-4.0,-18.0,2,21
-5.0,-18.0,2,22
-6.0,-18.0,2,23
-7.0,-18.0,2,24
-8.0,-18.0,2,25
-9.0,-18.0,2,26
-10.0,-18.0,2,27
-11.0,-18.0,2,28
-12.0,-18.0,2,29
-13.0,-18.0,2,30
-13.0,-19.0,2,31
-13.0,-20.0,2,32
-13.0,-21.0,2,33
-13.0,-22.0,2,34
-13.0,-23.0,2,35
-13.0,-24.0,2,36
-13.0,-25.0,2,37
-13.0,-26.0,2,38
-13.0,-27.0,2,39
-13.0,-28.0,2,40
-13.0,-29.0,2,41
-13.0,-30.0,2,42
-13.0,-31.0,2,43
-13.0,-32.0,2,44
-13.0,-33.0,2,45
-13.0,-34.0,2,46
-14.0,-34.0,2,47
-14.0,-35.0,2,48
-14.0,-36.0,2,49
0.0,-1.0,3,0
0.0,-2.0,3,1
0.0,-3.0,3,2
0.0,-4.0,3,3
0.0,-4.0,3,4
-1.0,-4.0,3,5
-2.0,-4.0,3,6
-2.0,-5.0,3,7
-2.0,-6.0,3,8
-2.0,-7.0,3,9
-2.0,-8.0,3,10
-2.0,-9.0,3,11
-2.0,-10.0,3,12
-2.0,-11.0,3,13
-2.0,-12.0,3,14
-2.0,-13.0,3,15
-2.0,-13.0,3,16
-3.0,-13.0,3,17
-4.0,-13.0,3,18
-5.0,-13.0,3,19
-6.0,-13.0,3,20
-6.0,-14.0,3,21
-6.0,-14.0,3,22
-6.0,-14.0,3,23
-7.0,-14.0,3,24
-8.0,-14.0,3,25
-9.0,-14.0,3,26
-9.0,-15.0,3,27
-9.0,-16.0,3,28
-10.0,-16.0,3,29
-11.0,-16.0,3,30
-12.0,-16.0,3,31
-12.0,-17.0,3,32
-12.0,-18.0,3,33
-12.0,-19.0,3,34
-12.0,-20.0,3,35
-12.0,-21.0,3,36
-12.0,-22.0,3,37
-12.0,-23.0,3,38
-12.0,-24.0,3,39
-12.0,-25.0,3,40
-12.0,-26.0,3,41
-12.0,-27.0,3,42
-12.0,-28.0,3,43
-12.0,-29.0,3,44
-12.0,-30.0,3,45
-12.0,-31.0,3,46
-12.0,-32.0,3,47
-12.0,-33.0,3,48
-12.0,-34.0,3,49
0.0,-1.0,4,0
-1.0,-1.0,4,1
-2.0,-1.0,4,2
-3.0,-1.0,4,3
-3.0,-2.0,4,4
-3.0,-3.0,4,5
-4.0,-3.0,4,6
-4.0,-4.0,4,7
-5.0,-4.0,4,8
-5.0,-5.0,4,9
-5.0,-6.0,4,10
-5.0,-7.0,4,11
-5.0,-8.0,4,12
-5.0,-9.0,4,13
-5.0,-10.0,4,14
-5.0,-11.0,4,15
-5.0,-12.0,4,16
-5.0,-13.0,4,17
-5.0,-14.0,4,18
-5.0,-15.0,4,19
-5.0,-16.0,4,20
-5.0,-17.0,4,21
-5.0,-18.0,4,22
-5.0,-19.0,4,23
-5.0,-20.0,4,24
-5.0,-21.0,4,25
-5.0,-22.0,4,26
-5.0,-23.0,4,27
-5.0,-24.0,4,28
-5.0,-25.0,4,29
-5.0,-26.0,4,30
-5.0,-27.0,4,31
-5.0,-28.0,4,32
-5.0,-29.0,4,33
-5.0,-30.0,4,34
-5.0,-31.0,4,35
-5.0,-32.0,4,36
-5.0,-33.0,4,37
-5.0,-34.0,4,38
-5.0,-35.0,4,39
-5.0,-36.0,4,40
-5.0,-37.0,4,41
-5.0,-38.0,4,42
-5.0,-39.0,4,43
-5.0,-40.0,4,44
-5.0,-41.0,4,45
-5.0,-42.0,4,46
-5.0,-43.0,4,47
-5.0,-44.0,4,48
-5.0,-45.0,4,49
0.0,-1.0,5,0
0.0,-2.0,5,1
0.0,-3.0,5,2
0.0,-4.0,5,3
0.0,-5.0,5,4
0.0,-5.0,5,5
-1.0,-5.0,5,6
-2.0,-5.0,5,7
-3.0,-5.0,5,8
-4.0,-5.0,5,9
-5.0,-5.0,5,10
-6.0,-5.0,5,11
-7.0,-5.0,5,12
-7.0,-6.0,5,13
-7.0,-7.0,5,14
-7.0,-8.0,5,15
-7.0,-9.0,5,16
-7.0,-10.0,5,17
-7.0,-11.0,5,18
-7.0,-12.0,5,19
-7.0,-13.0,5,20
-7.0,-14.0,5,21
-7.0,-15.0,5,22
-7.0,-16.0,5,23
-7.0,-17.0,5,24
-7.0,-18.0,5,25
-7.0,-19.0,5,26
-7.0,-20.0,5,27
-7.0,-21.0,5,28
-7.0,-22.0,5,29
-7.0,-23.0,5,30
-7.0,-24.0,5,31
-7.0,-25.0,5,32
-7.0,-26.0,5,33
-7.0,-27.0,5,34
-7.0,-28.0,5,35
-7.0,-29.0,5,36
-7.0,-30.0,5,37
-7.0,-31.0,5,38
-7.0,-32.0,5,39
-7.0,-33.0,5,40
-7.0,-34.0,5,41
-7.0,-35.0,5,42
-7.0,-36.0,5,43
-7.0,-37.0,5,44
-7.0,-38.0,5,45
-7.0,-39.0,5,46
-7.0,-40.0,5,47
-7.0,-41.0,5,48
-7.0,-42.0,5,49
