episode,step,total_reward
1000, 25408, -7.528968
2000, 52660, 4.663341
3000, 81885, 10.496725
4000, 113217, 12.213721
5000, 146916, 22.110675
6000, 182997, 66.102353
7000, 221756, 70.579716
8000, 263306, 74.766921
9000, 307869, 55.646948
10000, 355637, 36.309787
11000, 406940, 28.917123
12000, 461923, 29.177127
13000, 520889, 29.386913
14000, 584098, 33.330740
15000, 651925, 37.187466
16000, 724634, 49.725631
17000, 802600, 51.661334
18000, 886188, 45.655812
19000, 975835, 37.230679
20000, 1071923, 38.565645
21000, 1174970, 50.176018
22000, 1285436, 67.486033
23000, 1403866, 87.302225
24000, 1530832, 83.735438
25000, 1666959, 80.544914
26000, 1812882, 102.768328
27000, 1969314, 102.130927
28000, 2137004, 106.089632
29000, 2316778, 109.450589
30000, 2509476, 152.407834
31000, 2709475, 188.495347
32000, 2909475, 187.060226
33000, 3109475, 183.417637
34000, 3309475, 158.715370
35000, 3509475, 158.563870
36000, 3709475, 157.649571
37000, 3909475, 155.740900
38000, 4109475, 149.232581
39000, 4309475, 127.242509
40000, 4509475, 173.197764
41000, 4709475, 199.872969
42000, 4909475, 210.589377
43000, 5109475, 193.245952
44000, 5309475, 160.766578
45000, 5509475, 177.353555
46000, 5709475, 190.025184
47000, 5909475, 214.102013
48000, 6109475, 187.055471
49000, 6309475, 213.885142
50000, 6509475, 218.250553
51000, 6709475, 228.407195
52000, 6909475, 204.789010
