episode,step,total_reward
1000, 49950, -150.715470
2000, 99950, -202.594167
3000, 149950, -25.221931
4000, 199950, -19.460614
5000, 249950, -21.524730
6000, 299950, -25.399241
7000, 349950, -22.707112
8000, 399950, -25.592346
9000, 449950, -24.358199
10000, 499950, -23.752443
11000, 549950, -22.621499
12000, 599950, -21.027186
13000, 649950, -22.292529
14000, 699950, -22.792220
15000, 749950, -23.271604
16000, 799950, -24.245040
17000, 849950, -23.545582
18000, 899950, -22.862985
19000, 949950, -23.056892
20000, 999950, -22.314143
21000, 1049950, -24.565865
22000, 1099950, -23.687697
23000, 1149950, -25.171490
24000, 1199950, -24.443364
25000, 1249950, -27.467288
26000, 1299950, -25.258633
27000, 1349950, -22.859795
28000, 1399950, -17.943384
29000, 1449950, -16.607035
30000, 1499950, -17.605874
31000, 1549950, -18.482787
32000, 1599950, -16.153516
33000, 1649950, -24.615026
34000, 1699950, -16.437860
35000, 1749950, -21.525720
36000, 1799950, -20.373332
37000, 1849950, -22.965771
38000, 1899950, -20.816876
39000, 1949950, -19.934490
40000, 1999950, -19.092712
