act0,act1,act2,act3,act4,act5,act6,episode,step
0.0001199108810396865,0.996727705001831,0.0010416940785944462,0.0014948769239708781,0.000615788740105927,0.9999994039535522,5.644642442348413e-07,1,0
0.0004023995134048164,0.9895578026771545,0.009991067461669445,2.4344867597392295e-06,4.6227509301388636e-05,0.9987364411354065,0.0012635936727747321,1,1
3.951974122173851e-06,0.6566009521484375,1.6421486748185998e-07,5.600469376076944e-05,0.3433389365673065,0.9999996423721313,4.0553371150053863e-07,1,2
7.382416515611112e-05,0.981913149356842,1.0015259022111422e-06,0.017948539927601814,6.328561721602455e-05,0.9999997615814209,1.9263045203388174e-07,1,3
4.1457269617239945e-07,0.035580866038799286,2.3001191229443663e-11,0.9644172191619873,1.4539934909407748e-06,1.0,2.3563876183629873e-08,1,4
0.0004305667825974524,0.9915709495544434,0.00012366003647912294,0.00015999807510524988,0.007714677136391401,0.9999963045120239,3.72875092580216e-06,1,5
0.0012820244301110506,0.001872435212135315,0.9442816376686096,0.05121993646025658,0.0013439325848594308,0.8941919803619385,0.10580803453922272,1,6
0.0016053927829489112,0.026771556586027145,0.056090228259563446,0.048850856721401215,0.8666819930076599,0.999272882938385,0.0007270852220244706,1,7
0.00048065753071568906,0.006557093933224678,0.40491506457328796,0.0003734210040420294,0.5876737833023071,0.9999840259552002,1.598442941030953e-05,1,8
0.0003307535662315786,2.940550257335417e-05,0.9719335436820984,0.00010749850480351597,0.027598749846220016,0.9999758005142212,2.4207653041230515e-05,1,9
0.00046147918328642845,0.0007743098540231586,0.6989282369613647,0.0013466200325638056,0.29848939180374146,0.9999687671661377,3.12683405354619e-05,1,10
0.0004340854939073324,0.00514589436352253,0.9788311123847961,0.001042636577039957,0.014546332880854607,0.999737560749054,0.0002624434418976307,1,11
0.0007341110031120479,0.9289051294326782,0.003436462255194783,0.0010207134764641523,0.0659036710858345,0.9986225366592407,0.0013774912804365158,1,12
0.0039004674181342125,0.5458105206489563,0.39540380239486694,0.04306439310312271,0.011820829473435879,0.44875216484069824,0.5512478947639465,1,13
0.00043379736598581076,0.15203949809074402,0.7773128747940063,0.006598953157663345,0.06361489742994308,0.21249152719974518,0.787508487701416,1,14
8.365019311895594e-05,0.9944854378700256,0.004877781495451927,0.00011918821110157296,0.00043385892058722675,0.0671825259923935,0.9328174591064453,1,15
0.10734663158655167,0.11456453800201416,0.5589868426322937,0.18984809517860413,0.029253849759697914,0.015591593459248543,0.984408438205719,1,16
0.0026454925537109375,0.25601357221603394,0.695803701877594,0.013960091397166252,0.031577110290527344,0.019730014726519585,0.9802699089050293,1,17
5.528099063667469e-05,0.9501929879188538,0.013376700691878796,4.8184945626417175e-05,0.03632683679461479,0.000972950307186693,0.9990270137786865,1,18
0.003635245142504573,0.036902010440826416,0.916816234588623,0.015322879888117313,0.027323700487613678,0.027989014983177185,0.9720109701156616,1,19
5.559514829656109e-05,0.9661694765090942,0.027227278798818588,9.523130574962124e-05,0.006452435627579689,0.00018543479382060468,0.9998145699501038,1,20
7.814901618985459e-05,0.0011302109342068434,0.9907757639884949,0.007854101248085499,0.00016178618534468114,0.020746847614645958,0.9792531728744507,1,21
3.716576975421049e-05,0.5832332968711853,0.41662490367889404,1.1119381269963924e-05,9.351575135951862e-05,1.8477836420061067e-05,0.9999815225601196,1,22
2.0377750843181275e-05,0.002946344669908285,0.9970189332962036,3.446296432230156e-06,1.0885508345381822e-05,1.0509481853659963e-06,0.999998927116394,1,23
