a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,A,A,A,A,A,A,A,A,A,1,0
A,A,A,B,B,B,A,A,A,A,A,A,1,1
A,A,A,A,A,A,A,A,A,A,A,A,1,2
A,A,A,A,A,A,A,A,A,A,A,A,1,3
A,A,A,C,C,C,A,A,A,A,A,A,1,4
A,A,A,C,C,C,A,A,A,A,A,A,1,5
B,B,B,A,A,A,A,A,A,A,A,A,1,6
A,A,A,C,C,C,C,C,C,A,A,A,1,7
A,A,A,C,C,C,A,A,A,C,C,C,1,8
A,A,A,A,A,A,A,A,A,A,A,A,1,9
A,A,A,A,A,A,A,A,A,C,C,C,1,10
A,A,A,A,A,A,A,A,A,A,A,A,1,11
A,A,A,A,A,A,C,C,C,A,A,A,1,12
A,A,A,C,C,C,A,A,A,A,A,A,1,13
A,A,A,C,C,C,A,A,A,A,A,A,1,14
A,A,A,A,A,A,A,A,A,A,A,A,1,15
C,C,C,A,A,A,A,A,A,A,A,A,1,16
C,C,C,A,A,A,A,A,A,A,A,A,1,17
C,C,C,C,C,C,A,A,A,A,A,A,1,18
A,A,A,C,C,C,A,A,A,A,A,A,1,19
C,C,C,C,C,C,A,A,A,A,A,A,1,20
C,C,C,A,A,A,A,A,A,A,A,A,1,21
C,C,C,C,C,C,A,A,A,A,A,A,1,22
B,B,B,A,A,A,A,A,A,A,A,A,1,23
A,A,A,B,B,B,A,A,A,A,A,A,1,24
C,C,C,A,A,A,A,A,A,A,A,A,1,25
C,C,C,A,A,A,A,A,A,A,A,A,1,26
C,C,C,A,A,A,A,A,A,C,C,C,1,27
C,C,C,C,C,C,A,A,A,A,A,A,1,28
C,C,C,A,A,A,A,A,A,A,A,A,1,29
C,C,C,A,A,A,A,A,A,A,A,A,1,30
C,C,C,A,A,A,A,A,A,A,A,A,1,31
C,C,C,A,A,A,A,A,A,A,A,A,1,32
C,C,C,A,A,A,A,A,A,A,A,A,1,33
C,C,C,A,A,A,A,A,A,A,A,A,1,34
C,C,C,A,A,A,A,A,A,A,A,A,1,35
C,C,C,A,A,A,A,A,A,A,A,A,1,36
C,C,C,A,A,A,A,A,A,A,A,A,1,37
C,C,C,A,A,A,A,A,A,A,A,A,1,38
C,C,C,A,A,A,A,A,A,A,A,A,1,39
C,C,C,A,A,A,A,A,A,A,A,A,1,40
C,C,C,A,A,A,A,A,A,A,A,A,1,41
C,C,C,A,A,A,A,A,A,A,A,A,1,42
C,C,C,C,C,C,A,A,A,A,A,A,1,43
C,C,C,A,A,A,A,A,A,A,A,A,1,44
C,C,C,A,A,A,A,A,A,A,A,A,1,45
C,C,C,A,A,A,A,A,A,A,A,A,1,46
C,C,C,A,A,A,A,A,A,A,A,A,1,47
C,C,C,A,A,A,A,A,A,A,A,A,1,48
_,_,_,_,_,_,_,_,_,_,_,_,2,0
A,A,A,A,A,A,A,A,A,A,A,A,2,1
A,A,A,A,A,A,A,A,A,A,A,A,2,2
A,A,A,A,A,A,A,A,A,A,A,A,2,3
A,A,A,A,A,A,A,A,A,A,A,A,2,4
A,A,A,A,A,A,A,A,A,A,A,A,2,5
A,A,A,A,A,A,A,A,A,A,A,A,2,6
A,A,A,A,A,A,A,A,A,C,C,C,2,7
A,A,A,A,A,A,A,A,A,A,A,A,2,8
A,A,A,C,C,C,A,A,A,A,A,A,2,9
C,C,C,A,A,A,A,A,A,C,C,C,2,10
C,C,C,C,C,C,A,A,A,C,C,C,2,11
C,C,C,A,A,A,A,A,A,C,C,C,2,12
C,C,C,A,A,A,A,A,A,C,C,C,2,13
C,C,C,A,A,A,A,A,A,C,C,C,2,14
C,C,C,A,A,A,A,A,A,C,C,C,2,15
C,C,C,A,A,A,A,A,A,C,C,C,2,16
C,C,C,A,A,A,A,A,A,C,C,C,2,17
A,A,A,A,A,A,A,A,A,A,A,A,2,18
C,C,C,A,A,A,A,A,A,C,C,C,2,19
C,C,C,A,A,A,A,A,A,C,C,C,2,20
C,C,C,A,A,A,A,A,A,C,C,C,2,21
A,A,A,A,A,A,A,A,A,C,C,C,2,22
C,C,C,A,A,A,A,A,A,C,C,C,2,23
C,C,C,A,A,A,A,A,A,C,C,C,2,24
C,C,C,A,A,A,A,A,A,C,C,C,2,25
B,B,B,A,A,A,A,A,A,C,C,C,2,26
A,A,A,A,A,A,A,A,A,C,C,C,2,27
C,C,C,A,A,A,A,A,A,C,C,C,2,28
C,C,C,A,A,A,A,A,A,C,C,C,2,29
C,C,C,A,A,A,A,A,A,C,C,C,2,30
C,C,C,A,A,A,A,A,A,A,A,A,2,31
C,C,C,A,A,A,A,A,A,C,C,C,2,32
C,C,C,A,A,A,A,A,A,A,A,A,2,33
C,C,C,A,A,A,A,A,A,A,A,A,2,34
C,C,C,A,A,A,A,A,A,A,A,A,2,35
A,A,A,A,A,A,A,A,A,C,C,C,2,36
C,C,C,A,A,A,A,A,A,C,C,C,2,37
C,C,C,A,A,A,A,A,A,C,C,C,2,38
C,C,C,A,A,A,A,A,A,C,C,C,2,39
C,C,C,A,A,A,A,A,A,C,C,C,2,40
C,C,C,A,A,A,A,A,A,C,C,C,2,41
C,C,C,A,A,A,A,A,A,C,C,C,2,42
C,C,C,A,A,A,A,A,A,C,C,C,2,43
C,C,C,A,A,A,A,A,A,C,C,C,2,44
C,C,C,A,A,A,A,A,A,C,C,C,2,45
C,C,C,C,C,C,A,A,A,C,C,C,2,46
C,C,C,C,C,C,A,A,A,C,C,C,2,47
C,C,C,C,C,C,A,A,A,C,C,C,2,48
C,C,C,A,A,A,A,A,A,C,C,C,2,49
_,_,_,_,_,_,_,_,_,_,_,_,3,0
A,A,A,A,A,A,A,A,A,A,A,A,3,1
B,B,B,A,A,A,A,A,A,A,A,A,3,2
A,A,A,A,A,A,A,A,A,A,A,A,3,3
A,A,A,A,A,A,A,A,A,C,C,C,3,4
A,A,A,A,A,A,A,A,A,C,C,C,3,5
A,A,A,A,A,A,A,A,A,C,C,C,3,6
A,A,A,C,C,C,A,A,A,C,C,C,3,7
A,A,A,C,C,C,A,A,A,A,A,A,3,8
A,A,A,C,C,C,A,A,A,C,C,C,3,9
A,A,A,C,C,C,A,A,A,A,A,A,3,10
B,B,B,C,C,C,A,A,A,A,A,A,3,11
C,C,C,C,C,C,A,A,A,A,A,A,3,12
A,A,A,A,A,A,A,A,A,A,A,A,3,13
A,A,A,A,A,A,A,A,A,C,C,C,3,14
A,A,A,A,A,A,A,A,A,C,C,C,3,15
A,A,A,A,A,A,A,A,A,C,C,C,3,16
A,A,A,C,C,C,A,A,A,C,C,C,3,17
A,A,A,C,C,C,A,A,A,C,C,C,3,18
A,A,A,C,C,C,A,A,A,C,C,C,3,19
A,A,A,C,C,C,A,A,A,C,C,C,3,20
B,B,B,C,C,C,A,A,A,C,C,C,3,21
C,C,C,A,A,A,A,A,A,C,C,C,3,22
A,A,A,C,C,C,A,A,A,A,A,A,3,23
A,A,A,C,C,C,A,A,A,C,C,C,3,24
A,A,A,C,C,C,A,A,A,C,C,C,3,25
A,A,A,A,A,A,A,A,A,C,C,C,3,26
A,A,A,C,C,C,A,A,A,A,A,A,3,27
A,A,A,C,C,C,A,A,A,C,C,C,3,28
A,A,A,C,C,C,A,A,A,A,A,A,3,29
A,A,A,A,A,A,A,A,A,C,C,C,3,30
B,B,B,C,C,C,A,A,A,A,A,A,3,31
C,C,C,C,C,C,A,A,A,A,A,A,3,32
C,C,C,C,C,C,A,A,A,C,C,C,3,33
A,A,A,A,A,A,A,A,A,C,C,C,3,34
A,A,A,C,C,C,A,A,A,C,C,C,3,35
A,A,A,C,C,C,A,A,A,C,C,C,3,36
A,A,A,A,A,A,A,A,A,C,C,C,3,37
C,C,C,A,A,A,A,A,A,C,C,C,3,38
C,C,C,A,A,A,A,A,A,C,C,C,3,39
A,A,A,A,A,A,A,A,A,C,C,C,3,40
A,A,A,A,A,A,A,A,A,C,C,C,3,41
A,A,A,C,C,C,A,A,A,C,C,C,3,42
A,A,A,A,A,A,A,A,A,C,C,C,3,43
A,A,A,C,C,C,A,A,A,C,C,C,3,44
A,A,A,C,C,C,A,A,A,C,C,C,3,45
C,C,C,C,C,C,A,A,A,C,C,C,3,46
A,A,A,C,C,C,A,A,A,C,C,C,3,47
A,A,A,C,C,C,A,A,A,C,C,C,3,48
A,A,A,C,C,C,A,A,A,C,C,C,3,49
_,_,_,_,_,_,_,_,_,_,_,_,4,0
A,A,A,A,A,A,A,A,A,A,A,A,4,1
B,B,B,A,A,A,A,A,A,A,A,A,4,2
A,A,A,A,A,A,A,A,A,A,A,A,4,3
A,A,A,A,A,A,A,A,A,A,A,A,4,4
A,A,A,A,A,A,A,A,A,A,A,A,4,5
B,B,B,A,A,A,A,A,A,A,A,A,4,6
A,A,A,A,A,A,A,A,A,C,C,C,4,7
A,A,A,A,A,A,A,A,A,C,C,C,4,8
A,A,A,A,A,A,A,A,A,A,A,A,4,9
A,A,A,A,A,A,A,A,A,A,A,A,4,10
A,A,A,A,A,A,A,A,A,C,C,C,4,11
A,A,A,A,A,A,A,A,A,C,C,C,4,12
B,B,B,A,A,A,A,A,A,C,C,C,4,13
A,A,A,A,A,A,A,A,A,C,C,C,4,14
C,C,C,A,A,A,B,B,B,C,C,C,4,15
A,A,A,A,A,A,A,A,A,A,A,A,4,16
C,C,C,A,A,A,B,B,B,A,A,A,4,17
A,A,A,A,A,A,A,A,A,C,C,C,4,18
A,A,A,A,A,A,A,A,A,C,C,C,4,19
A,A,A,A,A,A,A,A,A,C,C,C,4,20
A,A,A,A,A,A,A,A,A,C,C,C,4,21
C,C,C,C,C,C,A,A,A,C,C,C,4,22
A,A,A,C,C,C,A,A,A,C,C,C,4,23
A,A,A,C,C,C,A,A,A,C,C,C,4,24
C,C,C,C,C,C,A,A,A,C,C,C,4,25
C,C,C,C,C,C,A,A,A,A,A,A,4,26
C,C,C,C,C,C,A,A,A,A,A,A,4,27
C,C,C,C,C,C,A,A,A,A,A,A,4,28
C,C,C,C,C,C,A,A,A,A,A,A,4,29
C,C,C,C,C,C,A,A,A,C,C,C,4,30
A,A,A,A,A,A,A,A,A,C,C,C,4,31
A,A,A,A,A,A,A,A,A,C,C,C,4,32
A,A,A,A,A,A,A,A,A,A,A,A,4,33
A,A,A,A,A,A,A,A,A,A,A,A,4,34
A,A,A,A,A,A,A,A,A,C,C,C,4,35
C,C,C,A,A,A,A,A,A,C,C,C,4,36
C,C,C,A,A,A,A,A,A,A,A,A,4,37
C,C,C,A,A,A,A,A,A,C,C,C,4,38
A,A,A,A,A,A,A,A,A,A,A,A,4,39
A,A,A,C,C,C,A,A,A,C,C,C,4,40
