episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -23.487437185929647, -0.4824120603015075, -12.113266331658293, -24.150753768844222, -0.49748743718592964, -12.446934673366831
400, 19950, -23.41, -0.54, -12.092599999999996, -23.875, -0.5, -12.174199999999994
600, 29950, -23.23, -0.535, -11.848899999999993, -23.59, -0.52, -12.152299999999995
800, 39950, -23.615, -0.475, -11.983399999999996, -23.47, -0.515, -12.080800000000004
1000, 49950, -23.52, -0.505, -12.113199999999992, -23.535, -0.505, -12.134599999999999
1200, 59950, -18.625, -0.415, -9.465299999999997, -24.13, -0.52, -12.440100000000003
1400, 69950, -13.535, -0.09, -6.527100000000001, -45.625, -0.95, -23.2636
1600, 79950, -22.72, -0.385, -11.841499999999998, -24.14, -0.645, -12.766099999999994
1800, 89950, -20.04, -0.305, -10.321200000000008, -28.595, -0.725, -15.347500000000004
2000, 99950, -26.985, -0.4, -13.553100000000002, -11.3, -0.23, -6.1239000000000035
2200, 109950, -11.165, -0.07, -5.541000000000001, -16.26, -0.29, -8.416000000000002
2400, 119950, -11.43, -0.145, -5.2475, -27.205, -0.44, -13.814199999999998
2600, 129950, -13.685, -0.095, -5.4888, -24.71, -0.265, -12.179099999999995
2800, 139950, -18.435, -0.21, -7.838800000000001, -21.45, -0.245, -10.472300000000002
3000, 149950, -20.68, -0.24, -9.1668, -25.135, -0.325, -12.601800000000003
3200, 159950, -27.135, -0.32, -11.882500000000007, -26.155, -0.305, -12.681999999999999
3400, 169950, -25.845, -0.31, -10.811900000000003, -20.13, -0.295, -10.087899999999998
3600, 179950, -26.955, -0.385, -11.7008, -20.135, -0.28, -9.647499999999992
3800, 189950, -28.585, -0.43, -13.028200000000005, -23.59, -0.3, -11.140000000000008
4000, 199950, -33.275, -0.56, -14.940099999999996, -22.115, -0.3, -10.776199999999996
4200, 209950, -37.825, -0.565, -17.415200000000006, -28.835, -0.445, -14.232299999999999
4400, 219950, -34.045, -0.51, -15.511600000000008, -26.39, -0.335, -12.798700000000007
4600, 229950, -42.375, -0.695, -20.1694, -21.47, -0.36, -10.742900000000006
4800, 239950, -41.71, -0.54, -19.5057, -17.945, -0.345, -8.953500000000002
5000, 249950, -39.71, -0.585, -18.424799999999994, -18.435, -0.4, -9.4524
5200, 259950, -42.05, -0.605, -19.82769999999999, -22.47, -0.38, -11.056900000000002
5400, 269950, -42.765, -0.59, -20.293999999999993, -21.58, -0.405, -10.602300000000003
5600, 279950, -44.455, -0.665, -21.5148, -25.195, -0.415, -11.935599999999996
5800, 289950, -45.755, -0.645, -22.217300000000005, -22.7, -0.39, -10.731200000000001
6000, 299950, -43.615, -0.57, -20.873299999999993, -22.48, -0.405, -10.671499999999996
6200, 309950, -43.765, -0.655, -21.06479999999999, -19.9, -0.425, -9.210700000000005
6400, 319950, -45.47, -0.7, -22.372899999999994, -20.525, -0.34, -9.3067
6600, 329950, -46.84, -0.775, -23.242999999999988, -23.13, -0.41, -10.224199999999998
6800, 339950, -45.54, -0.72, -22.42279999999999, -22.24, -0.465, -10.706300000000006
7000, 349950, -47.075, -0.695, -23.11299999999999, -24.47, -0.45, -11.069700000000001
7200, 359950, -45.705, -0.715, -22.296299999999995, -29.1, -0.465, -13.188899999999995
7400, 369950, -45.67, -0.72, -22.400499999999997, -26.79, -0.455, -12.243999999999996
7600, 379950, -46.055, -0.7, -22.733900000000002, -22.095, -0.38, -9.806200000000004
7800, 389950, -47.22, -0.69, -23.555500000000002, -20.885, -0.405, -9.500300000000001
8000, 399950, -46.31, -0.675, -22.8335, -23.485, -0.51, -11.061900000000001
8200, 409950, -47.495, -0.77, -23.609399999999997, -23.34, -0.49, -11.106300000000003
8400, 419950, -47.845, -0.79, -23.9342, -17.365, -0.475, -8.444800000000004
8600, 429950, -48.245, -0.785, -24.0752, -24.885, -0.47, -11.520899999999997
8800, 439950, -48.205, -0.75, -24.081400000000013, -17.455, -0.45, -8.488399999999999
9000, 449950, -48.025, -0.8, -24.079599999999996, -17.3, -0.545, -8.862099999999995
9200, 459950, -47.405, -0.785, -23.698799999999988, -20.445, -0.505, -9.776200000000001
9400, 469950, -46.36, -0.715, -22.884199999999993, -15.58, -0.52, -7.867600000000003
9600, 479950, -47.575, -0.76, -23.7473, -16.46, -0.41, -8.2446
9800, 489950, -47.51, -0.81, -23.773699999999995, -16.695, -0.46, -8.219299999999997
10000, 499950, -47.945, -0.795, -24.0227, -14.145, -0.47, -7.093500000000003
10200, 509950, -48.335, -0.9, -24.4555, -15.875, -0.43, -7.9225999999999965
10400, 519950, -47.875, -0.83, -24.0531, -14.125, -0.455, -6.988500000000004
10600, 529950, -48.295, -0.81, -24.173999999999996, -13.04, -0.425, -6.702799999999999
10800, 539950, -47.58, -0.81, -23.8857, -12.785, -0.51, -7.0426999999999955
11000, 549950, -48.15, -0.795, -24.21889999999999, -10.85, -0.405, -5.6994
11200, 559950, -48.33, -0.82, -24.354899999999997, -13.82, -0.5, -7.336799999999998
11400, 569950, -48.745, -0.785, -24.528600000000004, -13.155, -0.425, -6.598899999999997
11600, 579950, -48.57, -0.835, -24.418299999999995, -16.36, -0.44, -8.270800000000003
11800, 589950, -48.525, -0.8, -24.332799999999988, -13.76, -0.455, -7.0534000000000034
12000, 599950, -49.165, -0.885, -24.822700000000008, -13.54, -0.475, -7.085499999999996
12200, 609950, -49.07, -0.845, -24.7384, -15.33, -0.405, -7.4538000000000055
12400, 619950, -48.685, -0.86, -24.4837, -10.875, -0.345, -5.3949
12600, 629950, -48.19, -0.78, -24.070099999999996, -12.89, -0.465, -7.161299999999998
12800, 639950, -48.66, -0.855, -24.490399999999987, -17.4, -0.535, -8.799999999999999
13000, 649950, -48.93, -0.83, -24.636699999999998, -16.5, -0.435, -8.055500000000004
13200, 659950, -48.74, -0.84, -24.534299999999998, -15.29, -0.465, -7.929400000000003
13400, 669950, -48.98, -0.86, -24.710999999999995, -16.545, -0.475, -8.153199999999996
13600, 679950, -48.185, -0.855, -24.17910000000001, -18.68, -0.485, -9.393400000000002
13800, 689950, -48.415, -0.87, -24.370499999999996, -13.435, -0.415, -7.068199999999998
14000, 699950, -48.315, -0.88, -24.2528, -17.645, -0.48, -9.257100000000001
14200, 709950, -48.53, -0.865, -24.35899999999999, -17.805, -0.615, -9.665000000000003
14400, 719950, -48.62, -0.84, -24.38919999999999, -15.1, -0.5, -8.397800000000004
14600, 729950, -49.045, -0.875, -24.7436, -18.175, -0.53, -9.5912
14800, 739950, -48.58, -0.92, -24.5075, -20.84, -0.505, -10.972600000000002
15000, 749950, -49.085, -0.865, -24.802, -18.06, -0.49, -9.765699999999999
15200, 759950, -48.98, -0.865, -24.69890000000001, -14.82, -0.41, -8.0525
15400, 769950, -49.0, -0.895, -24.74319999999999, -18.445, -0.61, -10.224500000000003
15600, 779950, -49.19, -0.895, -24.881499999999992, -14.6, -0.51, -8.0985
15800, 789950, -49.33, -0.83, -24.9284, -15.09, -0.46, -8.495799999999997
16000, 799950, -49.12, -0.94, -24.845899999999997, -15.69, -0.465, -8.586900000000002
16200, 809950, -48.92, -0.93, -24.6521, -13.285, -0.46, -7.102599999999999
16400, 819950, -48.15, -0.875, -24.102600000000002, -9.855, -0.385, -5.633400000000002
16600, 829950, -48.8, -0.92, -24.583999999999996, -12.215, -0.475, -7.072400000000003
16800, 839950, -48.74, -0.91, -24.502099999999977, -10.895, -0.43, -6.389599999999999
