episode,step,total_reward
200, 9950, -164.413138
400, 19950, -161.169314
600, 29950, -169.765183
800, 39950, -156.848551
1000, 49950, -161.942048
1200, 59950, -573.730755
1400, 69950, -248.127953
1600, 79950, -170.892738
1800, 89950, -144.718152
2000, 99950, -121.000939
2200, 109950, -115.701375
2400, 119950, -120.871168
2600, 129950, -104.092785
2800, 139950, -80.186837
3000, 149950, -106.922267
3200, 159950, -82.933781
3400, 169950, -86.655942
3600, 179950, -78.571313
3800, 189950, -78.231778
4000, 199950, -81.010363
4200, 209950, -75.877064
4400, 219950, -77.520521
4600, 229950, -74.476772
4800, 239950, -74.536618
5000, 249950, -63.234116
5200, 259950, -68.127665
5400, 269950, -70.208859
5600, 279950, -74.236460
5800, 289950, -83.666761
6000, 299950, -71.325810
6200, 309950, -84.392652
6400, 319950, -77.524106
6600, 329950, -71.741559
6800, 339950, -81.078868
7000, 349950, -80.599924
7200, 359950, -60.203594
7400, 369950, -79.823831
7600, 379950, -76.956521
7800, 389950, -68.163324
8000, 399950, -79.462773
8200, 409950, -71.684097
8400, 419950, -60.828452
8600, 429950, -65.219410
8800, 439950, -61.273353
9000, 449950, -65.214407
9200, 459950, -90.873226
9400, 469950, -64.186331
9600, 479950, -54.624043
9800, 489950, -52.376435
10000, 499950, -53.432280
10200, 509950, -61.412098
10400, 519950, -53.041912
10600, 529950, -61.014908
10800, 539950, -61.986657
11000, 549950, -55.763165
11200, 559950, -65.186782
11400, 569950, -64.447643
11600, 579950, -52.602724
11800, 589950, -62.545342
12000, 599950, -53.522239
12200, 609950, -51.759486
12400, 619950, -59.641197
12600, 629950, -58.402008
12800, 639950, -48.785021
13000, 649950, -53.645739
13200, 659950, -51.956338
13400, 669950, -57.053324
13600, 679950, -58.348919
13800, 689950, -46.988749
14000, 699950, -44.272855
14200, 709950, -59.713166
14400, 719950, -67.166776
14600, 729950, -57.433035
14800, 739950, -49.642764
15000, 749950, -47.873326
15200, 759950, -51.799604
15400, 769950, -48.729627
15600, 779950, -50.150972
15800, 789950, -53.053380
16000, 799950, -50.565260
16200, 809950, -56.086078
16400, 819950, -50.878040
16600, 829950, -50.219677
16800, 839950, -52.555236
17000, 849950, -46.345875
17200, 859950, -48.933991
17400, 869950, -44.486080
17600, 879950, -43.244872
17800, 889950, -47.140298
18000, 899950, -48.854825
18200, 909950, -49.312089
18400, 919950, -47.904016
18600, 929950, -50.824433
18800, 939950, -45.435346
19000, 949950, -54.229699
19200, 959950, -50.993046
19400, 969950, -49.202110
19600, 979950, -48.552813
19800, 989950, -47.360029
20000, 999950, -51.242743
20200, 1009950, -49.114651
20400, 1019950, -46.838332
20600, 1029950, -44.747452
20800, 1039950, -50.041069
21000, 1049950, -45.473450
21200, 1059950, -48.693185
21400, 1069950, -43.121340
21600, 1079950, -49.077327
21800, 1089950, -50.319305
22000, 1099950, -45.396960
22200, 1109950, -60.343868
22400, 1119950, -50.354843
22600, 1129950, -41.935982
22800, 1139950, -59.824047
23000, 1149950, -50.677448
23200, 1159950, -56.702295
23400, 1169950, -52.446417
23600, 1179950, -42.881630
23800, 1189950, -44.928894
24000, 1199950, -44.178686
24200, 1209950, -57.342820
24400, 1219950, -55.518486
24600, 1229950, -43.475106
24800, 1239950, -53.921781
25000, 1249950, -48.954792
25200, 1259950, -45.927948
25400, 1269950, -55.856668
25600, 1279950, -55.838803
25800, 1289950, -59.834432
26000, 1299950, -45.632041
26200, 1309950, -45.287037
26400, 1319950, -43.104240
26600, 1329950, -43.120351
26800, 1339950, -44.185169
27000, 1349950, -44.561506
27200, 1359950, -42.477404
27400, 1369950, -40.003765
27600, 1379950, -44.998886
27800, 1389950, -48.701550
28000, 1399950, -47.577859
28200, 1409950, -42.188528
28400, 1419950, -44.700824
28600, 1429950, -48.110397
28800, 1439950, -43.779681
29000, 1449950, -43.984503
29200, 1459950, -47.448127
29400, 1469950, -47.690660
29600, 1479950, -48.299177
29800, 1489950, -43.223613
30000, 1499950, -40.298827
30200, 1509950, -55.930949
30400, 1519950, -53.807052
30600, 1529950, -44.205041
30800, 1539950, -41.778548
31000, 1549950, -41.499128
31200, 1559950, -41.529571
31400, 1569950, -37.055983
31600, 1579950, -52.542931
31800, 1589950, -40.240578
32000, 1599950, -40.958041
32200, 1609950, -45.935593
32400, 1619950, -47.470289
32600, 1629950, -40.389590
32800, 1639950, -40.575380
33000, 1649950, -50.140322
33200, 1659950, -40.542448
33400, 1669950, -38.195634
33600, 1679950, -45.022969
33800, 1689950, -40.857562
34000, 1699950, -44.459927
34200, 1709950, -44.211820
34400, 1719950, -45.455822
34600, 1729950, -36.266224
34800, 1739950, -40.854152
35000, 1749950, -43.157277
35200, 1759950, -43.385429
35400, 1769950, -41.834425
35600, 1779950, -53.307723
35800, 1789950, -49.331851
36000, 1799950, -40.101109
36200, 1809950, -41.264401
36400, 1819950, -42.848254
36600, 1829950, -42.096469
36800, 1839950, -60.488480
37000, 1849950, -42.978231
37200, 1859950, -49.585765
37400, 1869950, -56.515816
37600, 1879950, -45.578478
37800, 1889950, -45.880236
38000, 1899950, -52.616575
38200, 1909950, -50.698742
38400, 1919950, -43.523065
38600, 1929950, -39.507994
38800, 1939950, -44.693544
39000, 1949950, -46.540459
39200, 1959950, -36.707206
39400, 1969950, -36.849982
39600, 1979950, -44.269935
39800, 1989950, -40.431422
40000, 1999950, -53.248028
