episode,step,total_reward
100, 4950, -188.780633
200, 9950, -176.630765
300, 14950, -163.950678
400, 19950, -194.098552
500, 24950, -170.728777
600, 29950, -195.563673
700, 34950, -177.306349
800, 39950, -162.447795
900, 44950, -179.040662
1000, 49950, -171.425737
1100, 54950, -726.559007
1200, 59950, -799.976398
1300, 64950, -375.403897
1400, 69950, -437.650900
1500, 74950, -256.540305
1600, 79950, -270.876443
1700, 84950, -146.842194
1800, 89950, -131.330799
1900, 94950, -119.915891
2000, 99950, -131.245899
2100, 104950, -161.857225
2200, 109950, -119.088052
2300, 114950, -145.947648
2400, 119950, -135.058892
2500, 124950, -125.109284
2600, 129950, -140.929528
2700, 134950, -123.282209
2800, 139950, -116.553979
2900, 144950, -136.497190
3000, 149950, -123.051374
3100, 154950, -131.430886
3200, 159950, -120.055886
3300, 164950, -134.962705
3400, 169950, -125.499784
3500, 174950, -138.788630
3600, 179950, -121.058141
3700, 184950, -116.542280
3800, 189950, -117.672615
3900, 194950, -124.342836
4000, 199950, -113.475585
4100, 204950, -109.285984
4200, 209950, -107.634273
4300, 214950, -116.656520
4400, 219950, -105.493395
4500, 224950, -115.755013
4600, 229950, -127.066875
4700, 234950, -103.431781
4800, 239950, -85.769266
4900, 244950, -108.867664
5000, 249950, -117.172554
5100, 254950, -92.666759
5200, 259950, -88.659915
5300, 264950, -96.691738
5400, 269950, -98.977848
5500, 274950, -103.533888
5600, 279950, -123.435494
5700, 284950, -83.978301
5800, 289950, -88.762065
5900, 294950, -93.094124
6000, 299950, -92.473927
6100, 304950, -102.476222
6200, 309950, -84.009121
6300, 314950, -86.647448
6400, 319950, -85.608727
6500, 324950, -77.649548
6600, 329950, -81.764427
6700, 334950, -76.562324
6800, 339950, -87.933471
6900, 344950, -90.970335
7000, 349950, -82.457667
7100, 354950, -93.353477
7200, 359950, -85.749590
7300, 364950, -84.471495
7400, 369950, -64.155256
7500, 374950, -68.107453
7600, 379950, -70.387702
7700, 384950, -79.837449
7800, 389950, -71.561780
7900, 394950, -86.429218
8000, 399950, -72.072465
8100, 404950, -93.508670
8200, 409950, -71.575167
8300, 414950, -76.106982
8400, 419950, -83.863550
8500, 424950, -68.787499
8600, 429950, -66.215825
8700, 434950, -66.036614
8800, 439950, -71.503617
8900, 444950, -61.012770
9000, 449950, -83.258436
9100, 454950, -64.731251
9200, 459950, -59.211124
9300, 464950, -59.851582
9400, 469950, -75.987773
9500, 474950, -65.273922
9600, 479950, -66.682751
9700, 484950, -57.590280
9800, 489950, -68.167201
9900, 494950, -60.782139
10000, 499950, -69.463751
