episode,step,total_reward
200, 9950, -166.175148
400, 19950, -144.369874
600, 29950, -165.259752
800, 39950, -156.487339
1000, 49950, -149.361700
1200, 59950, -196.376238
1400, 69950, -333.199864
1600, 79950, -195.155841
1800, 89950, -168.029763
2000, 99950, -80.135719
2200, 109950, -63.845901
2400, 119950, -73.122143
2600, 129950, -62.451426
2800, 139950, -73.055801
3000, 149950, -60.514655
3200, 159950, -63.133061
3400, 169950, -54.680494
3600, 179950, -56.437253
3800, 189950, -50.200144
4000, 199950, -48.329382
4200, 209950, -42.518120
4400, 219950, -48.302831
4600, 229950, -39.987413
4800, 239950, -38.124117
5000, 249950, -39.717023
5200, 259950, -43.386274
5400, 269950, -35.330462
5600, 279950, -40.644119
5800, 289950, -52.341766
6000, 299950, -35.503070
6200, 309950, -41.435962
6400, 319950, -31.621644
6600, 329950, -36.398730
6800, 339950, -36.159008
7000, 349950, -36.651306
7200, 359950, -37.636003
7400, 369950, -36.547722
7600, 379950, -39.879563
7800, 389950, -35.426748
8000, 399950, -39.396323
8200, 409950, -43.055895
8400, 419950, -37.585107
8600, 429950, -36.314942
8800, 439950, -36.136397
9000, 449950, -34.679616
9200, 459950, -40.944171
9400, 469950, -36.639626
9600, 479950, -34.326944
9800, 489950, -39.962604
10000, 499950, -32.961216
10200, 509950, -29.503056
10400, 519950, -41.350426
10600, 529950, -38.132285
10800, 539950, -38.215241
11000, 549950, -33.332843
11200, 559950, -39.606582
11400, 569950, -39.249871
11600, 579950, -33.912101
11800, 589950, -32.612512
12000, 599950, -37.344222
12200, 609950, -37.932364
12400, 619950, -38.873671
12600, 629950, -42.237800
12800, 639950, -41.894860
13000, 649950, -36.593420
13200, 659950, -35.090313
13400, 669950, -30.258318
13600, 679950, -36.042505
13800, 689950, -32.685808
14000, 699950, -32.660113
14200, 709950, -42.400976
14400, 719950, -31.684572
14600, 729950, -41.691057
14800, 739950, -35.454543
15000, 749950, -36.825476
15200, 759950, -31.123037
15400, 769950, -39.306244
15600, 779950, -34.029900
15800, 789950, -39.368731
16000, 799950, -39.070323
16200, 809950, -32.497243
16400, 819950, -35.468371
16600, 829950, -30.371063
16800, 839950, -31.419431
17000, 849950, -32.650174
17200, 859950, -36.590408
17400, 869950, -38.323215
17600, 879950, -34.813085
17800, 889950, -30.333393
18000, 899950, -35.563840
18200, 909950, -34.056541
18400, 919950, -31.372348
18600, 929950, -44.611901
18800, 939950, -40.644607
19000, 949950, -30.840006
19200, 959950, -33.584054
19400, 969950, -35.618127
19600, 979950, -40.311829
19800, 989950, -33.016150
20000, 999950, -31.538925
