episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -15.712712712712714, -18.025025025025027, -16.76976976976977, -16.107107107107108
2000, 99950, -8.249, -16.493, -14.232, -12.737
3000, 149950, -16.183, -6.059, -0.812, -31.072
4000, 199950, -11.134, -24.897, -3.745, -34.164
5000, 249950, -26.684, -6.344, -34.291, -11.059
6000, 299950, -22.51, -1.663, -48.091, -1.405
7000, 349950, -32.951, -4.043, -48.233, -1.11
8000, 399950, -28.39, -15.575, -48.794, -0.377
9000, 449950, -31.621, -13.661, -48.283, -0.448
10000, 499950, -36.333, -8.413, -48.36, -1.162
11000, 549950, -37.704, -4.613, -47.167, -1.487
12000, 599950, -33.153, -4.417, -46.931, -1.661
13000, 649950, -35.122, -3.296, -47.259, -0.865
14000, 699950, -35.513, -2.52, -44.83, -2.973
15000, 749950, -36.403, -2.67, -48.398, -0.825
16000, 799950, -39.09, -1.144, -47.875, -1.511
17000, 849950, -39.775, -1.493, -43.791, -5.869
18000, 899950, -44.228, -2.448, -46.89, -1.805
19000, 949950, -43.307, -1.131, -46.017, -2.01
20000, 999950, -42.509, -1.116, -47.472, -1.196
21000, 1049950, -43.453, -0.887, -47.223, -0.886
22000, 1099950, -43.117, -0.997, -48.08, -1.299
23000, 1149950, -42.562, -0.503, -35.631, -5.871
24000, 1199950, -38.912, -0.369, -32.58, -3.362
25000, 1249950, -33.739, -0.397, -36.381, -1.36
26000, 1299950, -31.919, -0.467, -36.27, -2.539
27000, 1349950, -23.11, -0.585, -33.822, -2.327
28000, 1399950, -18.548, -3.11, -33.231, -1.132
29000, 1449950, -18.736, -0.469, -34.989, -0.252
30000, 1499950, -16.973, -0.795, -34.259, -0.961
31000, 1549950, -17.235, -0.461, -31.735, -2.023
32000, 1599950, -16.235, -1.274, -30.423, -4.256
33000, 1649950, -17.021, -0.869, -33.73, -0.637
34000, 1699950, -17.309, -1.662, -33.586, -1.764
35000, 1749950, -16.745, -3.407, -34.564, -3.2
36000, 1799950, -15.772, -0.759, -30.776, -9.44
37000, 1849950, -13.346, -2.061, -27.672, -9.43
38000, 1899950, -14.491, -1.111, -26.757, -5.58
39000, 1949950, -16.571, -1.066, -27.524, -3.239
40000, 1999950, -17.167, -0.364, -25.966, -5.858
