episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -27.798994974874372, -0.5276381909547738, -14.022613065326622, -22.949748743718594, -0.4271356783919598, -11.730552763819096
400, 19950, -27.24, -0.565, -13.711000000000002, -22.725, -0.49, -11.5035
600, 29950, -27.925, -0.515, -14.154699999999997, -22.425, -0.41, -11.397800000000004
800, 39950, -27.4, -0.51, -13.856399999999999, -23.075, -0.43, -11.744500000000002
1000, 49950, -27.665, -0.52, -13.816300000000002, -22.835, -0.445, -11.651399999999999
1200, 59950, -13.655, -0.53, -7.837299999999998, -21.15, -0.385, -10.671099999999992
1400, 69950, -23.84, -0.575, -11.961699999999999, -22.7, -0.545, -12.284299999999991
1600, 79950, -18.85, -0.28, -9.248000000000006, -22.19, -0.585, -12.449300000000003
1800, 89950, -1.04, -0.025, -0.5589999999999999, -11.425, -0.335, -5.680499999999994
2000, 99950, -0.76, -0.065, -0.4877000000000002, -14.855, -0.315, -6.702700000000002
2200, 109950, -0.265, -0.035, -0.2291, -16.3, -0.305, -7.756699999999996
2400, 119950, -0.475, -0.045, -0.3034, -16.205, -0.255, -7.808200000000003
2600, 129950, -0.63, -0.04, -0.3955, -12.825, -0.145, -6.0091
2800, 139950, -0.395, -0.05, -0.2493, -14.98, -0.22, -6.935500000000001
3000, 149950, -1.575, -0.09, -0.8428000000000001, -16.345, -0.255, -8.124200000000002
3200, 159950, -1.505, -0.11, -0.7724999999999997, -12.985, -0.075, -5.747000000000002
3400, 169950, -5.15, -0.195, -2.5784, -15.025, -0.09, -6.647400000000001
3600, 179950, -8.125, -0.31, -4.783000000000002, -13.365, -0.055, -5.8919999999999995
3800, 189950, -8.035, -0.255, -4.5759000000000025, -5.23, -0.035, -2.1138000000000017
4000, 199950, -15.475, -0.265, -7.7594, -7.565, -0.035, -3.0697000000000014
4200, 209950, -19.345, -0.345, -9.240099999999996, -5.18, -0.025, -1.8936999999999993
4400, 219950, -21.56, -0.275, -10.3128, -4.805, -0.01, -1.868900000000001
4600, 229950, -25.235, -0.365, -12.0484, -6.505, -0.015, -2.7314
4800, 239950, -29.055, -0.285, -13.368599999999992, -3.415, 0.0, -1.5495
5000, 249950, -29.51, -0.24, -13.777399999999993, -2.475, 0.0, -1.0015
5200, 259950, -25.535, -0.18, -11.792, -6.525, -0.02, -2.859
5400, 269950, -30.77, -0.515, -15.033500000000002, -7.85, -0.035, -3.3484000000000003
5600, 279950, -29.975, -0.28, -14.099099999999998, -11.005, -0.115, -5.193900000000001
5800, 289950, -28.65, -0.32, -13.469899999999996, -11.785, -0.15, -5.400699999999998
6000, 299950, -28.635, -0.27, -13.236699999999999, -8.535, -0.11, -3.7519000000000005
6200, 309950, -35.645, -0.49, -16.69789999999999, -7.615, -0.08, -3.5520000000000005
6400, 319950, -34.17, -0.48, -15.936999999999989, -5.765, -0.07, -2.7534000000000005
6600, 329950, -34.65, -0.47, -16.438099999999995, -2.335, -0.045, -1.1173999999999997
6800, 339950, -34.015, -0.425, -16.208899999999993, -3.01, -0.045, -1.4451999999999996
7000, 349950, -34.53, -0.355, -16.029999999999998, -1.43, -0.025, -0.7817999999999999
