a0_to_a1,a1_to_a0,episode,step
B,_,1,0
B,_,1,1
B,_,1,2
B,_,1,3
B,_,1,4
B,_,1,5
A,_,1,6
A,_,1,7
C,_,1,8
B,_,1,9
B,_,1,10
B,_,1,11
B,_,1,12
B,_,1,13
B,_,1,14
B,_,1,15
B,_,1,16
B,_,1,17
B,_,1,18
B,_,1,19
B,_,1,20
B,_,1,21
C,_,1,22
B,_,1,23
B,_,1,24
B,_,1,25
A,_,1,26
B,_,1,27
B,_,1,28
B,_,1,29
A,_,1,30
A,_,1,31
A,_,1,32
C,_,1,33
D,_,1,34
D,_,1,35
D,_,1,36
D,_,1,37
D,_,1,38
D,_,1,39
A,_,1,40
C,_,1,41
A,_,1,42
A,_,1,43
A,_,1,44
D,_,1,45
D,_,1,46
D,_,1,47
D,_,1,48
_,_,2,0
B,_,2,1
B,_,2,2
B,_,2,3
B,_,2,4
B,_,2,5
B,_,2,6
B,_,2,7
E,_,2,8
E,_,2,9
B,_,2,10
E,_,2,11
E,_,2,12
B,_,2,13
E,_,2,14
B,_,2,15
E,_,2,16
E,_,2,17
E,_,2,18
E,_,2,19
E,_,2,20
E,_,2,21
B,_,2,22
E,_,2,23
B,_,2,24
B,_,2,25
B,_,2,26
B,_,2,27
B,_,2,28
B,_,2,29
E,_,2,30
B,_,2,31
B,_,2,32
E,_,2,33
E,_,2,34
E,_,2,35
E,_,2,36
B,_,2,37
E,_,2,38
B,_,2,39
B,_,2,40
E,_,2,41
E,_,2,42
E,_,2,43
A,_,2,44
B,_,2,45
E,_,2,46
B,_,2,47
E,_,2,48
E,_,2,49
_,_,3,0
D,_,3,1
D,_,3,2
E,_,3,3
E,_,3,4
E,_,3,5
E,_,3,6
E,_,3,7
D,_,3,8
D,_,3,9
D,_,3,10
B,_,3,11
C,_,3,12
A,_,3,13
B,_,3,14
B,_,3,15
B,_,3,16
B,_,3,17
B,_,3,18
B,_,3,19
B,_,3,20
B,_,3,21
B,_,3,22
B,_,3,23
A,_,3,24
A,_,3,25
E,_,3,26
E,_,3,27
E,_,3,28
E,_,3,29
E,_,3,30
E,_,3,31
A,_,3,32
B,_,3,33
B,_,3,34
B,_,3,35
B,_,3,36
B,_,3,37
B,_,3,38
B,_,3,39
B,_,3,40
E,_,3,41
C,_,3,42
E,_,3,43
E,_,3,44
E,_,3,45
A,_,3,46
B,_,3,47
B,_,3,48
D,_,3,49
_,_,4,0
B,_,4,1
B,_,4,2
B,_,4,3
B,_,4,4
B,_,4,5
B,_,4,6
B,_,4,7
B,_,4,8
B,_,4,9
B,_,4,10
B,_,4,11
B,_,4,12
B,_,4,13
E,_,4,14
B,_,4,15
E,_,4,16
E,_,4,17
B,_,4,18
B,_,4,19
E,_,4,20
B,_,4,21
E,_,4,22
E,_,4,23
E,_,4,24
B,_,4,25
E,_,4,26
E,_,4,27
E,_,4,28
B,_,4,29
B,_,4,30
B,_,4,31
B,_,4,32
B,_,4,33
B,_,4,34
B,_,4,35
E,_,4,36
B,_,4,37
E,_,4,38
E,_,4,39
E,_,4,40
E,_,4,41
E,_,4,42
E,_,4,43
B,_,4,44
E,_,4,45
B,_,4,46
B,_,4,47
E,_,4,48
B,_,4,49
_,_,5,0
D,_,5,1
D,_,5,2
D,_,5,3
D,_,5,4
D,_,5,5
D,_,5,6
D,_,5,7
D,_,5,8
D,_,5,9
E,_,5,10
E,_,5,11
E,_,5,12
E,_,5,13
E,_,5,14
A,_,5,15
B,_,5,16
B,_,5,17
B,_,5,18
B,_,5,19
B,_,5,20
B,_,5,21
B,_,5,22
C,_,5,23
A,_,5,24
C,_,5,25
E,_,5,26
E,_,5,27
E,_,5,28
D,_,5,29
D,_,5,30
D,_,5,31
D,_,5,32
D,_,5,33
D,_,5,34
D,_,5,35
D,_,5,36
B,_,5,37
A,_,5,38
A,_,5,39
A,_,5,40
A,_,5,41
A,_,5,42
A,_,5,43
D,_,5,44
D,_,5,45
D,_,5,46
D,_,5,47
D,_,5,48
D,_,5,49
