act0,act1,act2,episode,step
1.7827367628342472e-05,0.006030567456036806,0.9939516186714172,1,0
6.175649468787014e-05,8.873216756910551e-06,0.9999293088912964,1,1
0.0008453497430309653,1.4719473256263882e-05,0.9991399049758911,1,2
0.0003423296438995749,0.0007962382514961064,0.9988614320755005,1,3
0.01696431264281273,2.956068783532828e-05,0.9830061793327332,1,4
0.00028898060554638505,0.00011068724415963516,0.999600350856781,1,5
0.1020708829164505,0.0015938730211928487,0.896335244178772,1,6
0.002231856109574437,0.0008797738701105118,0.9968883395195007,1,7
0.01332087256014347,0.005616201553493738,0.9810629487037659,1,8
0.0338585264980793,0.004970712587237358,0.9611707329750061,1,9
0.41700682044029236,0.4317561388015747,0.15123701095581055,1,10
0.019566455855965614,0.9615172147750854,0.01891624927520752,1,11
0.9083099961280823,0.0016907182289287448,0.08999928086996078,1,12
0.024072173982858658,0.008052762597799301,0.967875063419342,1,13
0.3195316195487976,0.029073573648929596,0.6513948440551758,1,14
0.02320641651749611,0.967231035232544,0.009562568739056587,1,15
0.7893471121788025,0.19480104744434357,0.01585187390446663,1,16
0.40157443284988403,0.20813941955566406,0.3902861773967743,1,17
0.06740670651197433,0.8913319110870361,0.04126138985157013,1,18
0.007973716594278812,0.9873306751251221,0.004695581737905741,1,19
0.0860133096575737,0.8353791236877441,0.07860763370990753,1,20
0.87420654296875,0.005544116720557213,0.12024934589862823,1,21
0.17253011465072632,0.032935675233602524,0.7945342063903809,1,22
0.8846873641014099,0.02421913854777813,0.09109356254339218,1,23
0.0013432421255856752,0.9960570335388184,0.0025996563490480185,1,24
0.025740869343280792,0.9267172813415527,0.047541894018650055,1,25
0.762549102306366,0.1831892728805542,0.05426165089011192,1,26
0.7440194487571716,0.2081959992647171,0.04778449237346649,1,27
0.3221838176250458,0.4605959355831146,0.2172202318906784,1,28
0.24062182009220123,0.7507808208465576,0.008597402833402157,1,29
0.8825031518936157,0.06759883463382721,0.049897972494363785,1,30
0.8823671340942383,0.02968122623860836,0.08795161545276642,1,31
0.24329568445682526,0.7415165305137634,0.01518782414495945,1,32
0.38295531272888184,0.5592846274375916,0.057760089635849,1,33
0.09891951084136963,0.6687977910041809,0.23228275775909424,1,34
0.4378952085971832,0.015251721255481243,0.5468530654907227,1,35
0.514386773109436,0.0026727598160505295,0.4829404354095459,1,36
0.9108955264091492,0.06970778107643127,0.019396701827645302,1,37
0.044256262481212616,0.9127271771430969,0.043016571551561356,1,38
