episode,step,total_reward
1000, 24975, -142.084137
2000, 49975, -188.804539
3000, 74975, -77.542860
4000, 99975, -46.317823
5000, 124975, -45.996534
6000, 149975, -42.902392
7000, 174975, -43.855974
8000, 199975, -41.199325
9000, 224975, -42.841157
10000, 249975, -42.237373
11000, 274975, -39.040067
12000, 299975, -43.113781
13000, 324975, -42.433470
14000, 349975, -43.300272
15000, 374975, -43.319912
16000, 399975, -45.036513
17000, 424975, -45.573653
18000, 449975, -45.880156
19000, 474975, -44.772546
20000, 499975, -43.402175
21000, 524975, -44.257090
22000, 549975, -43.047640
23000, 574975, -44.651106
24000, 599975, -44.654446
25000, 624975, -44.710149
26000, 649975, -42.924752
27000, 674975, -45.505114
28000, 699975, -43.947958
29000, 724975, -45.874231
30000, 749975, -46.644199
31000, 774975, -45.258762
32000, 799975, -43.867076
33000, 824975, -43.738496
34000, 849975, -44.642814
35000, 874975, -43.542360
36000, 899975, -41.015931
37000, 924975, -41.319015
38000, 949975, -41.711005
39000, 974975, -38.911939
40000, 999975, -39.158919
41000, 1024975, -40.438384
42000, 1049975, -41.831929
43000, 1074975, -41.086295
44000, 1099975, -40.032517
45000, 1124975, -41.503032
46000, 1149975, -43.117324
47000, 1174975, -42.046259
48000, 1199975, -41.866103
49000, 1224975, -40.092551
50000, 1249975, -39.904659
