act0,act1,act2,act3,act4,episode,step
0.9927753210067749,0.0018136717844754457,0.0013919929042458534,0.002930563408881426,0.0010884854709729552,1,0
0.9979044198989868,0.0007798094884492457,0.0008523001451976597,2.6475137929082848e-05,0.0004369619127828628,1,1
0.9988262057304382,0.00010123806714545935,0.00026562786661088467,0.0005477582453750074,0.00025917659513652325,1,2
0.9658565521240234,0.0005197246209718287,0.0012725102715194225,0.02686152793467045,0.00548975495621562,1,3
0.9986476302146912,0.0001049349011736922,0.0011254908749833703,3.961374386562966e-05,8.242131298175082e-05,1,4
0.9994142055511475,0.0002380714431637898,6.452973320847377e-05,3.424923124839552e-05,0.00024904884048737586,1,5
0.9936514496803284,0.001806988613680005,0.0018042161827906966,0.00184833153616637,0.0008889988530427217,1,6
0.9992231130599976,3.709461452672258e-05,0.00020928010053467005,3.431195000302978e-05,0.0004962338716723025,1,7
0.9963907599449158,0.0001885819947347045,0.00044714301475323737,4.3023101170547307e-05,0.002930479822680354,1,8
0.9985975623130798,0.00011007684952346608,0.0006013285601511598,9.767793380888179e-05,0.0005932812346145511,1,9
0.9968881011009216,0.00038406014209613204,0.0019615835044533014,9.0959103545174e-05,0.000675373594276607,1,10
0.9987608194351196,0.00038172132917679846,0.0005678122397512197,7.301175355678424e-05,0.00021674857998732477,1,11
0.8481013774871826,0.0014714071294292808,0.0024081566371023655,0.14691852033138275,0.0011005783453583717,1,12
0.995165228843689,0.0002389668661635369,0.0015267306007444859,0.002911702496930957,0.00015748389705549926,1,13
0.7272250056266785,0.00021730645676143467,0.0010815575951710343,0.269070565700531,0.0024054895620793104,1,14
0.989543080329895,0.0003501529572531581,0.002153279259800911,0.004775076638907194,0.0031784262973815203,1,15
0.9991682767868042,4.118268407182768e-05,0.00012331279867794365,8.622836321592331e-05,0.0005810591974295676,1,16
0.9782364964485168,0.00029709949740208685,0.0017361041391268373,0.00020032253814861178,0.019529826939105988,1,17
0.9950643181800842,0.0008208540384657681,0.002506433054804802,0.00021316383208613843,0.0013951710425317287,1,18
0.9982391595840454,8.347347466042265e-05,0.0008227457292377949,0.000399361684685573,0.00045530832721851766,1,19
0.9858589768409729,0.0003444782632868737,0.0033682850189507008,0.009415406733751297,0.0010128405410796404,1,20
0.9991818070411682,0.0003267513238824904,0.00018769440066535026,6.238537025637925e-05,0.00024127805954776704,1,21
0.998615026473999,3.6198387533659115e-05,2.6129226171178743e-05,0.0002510606136638671,0.0010715930256992579,1,22
0.9845572710037231,0.0005057856324128807,0.005703012924641371,0.0031192824244499207,0.006114659830927849,1,23
0.9813913106918335,0.007154826540499926,0.0028276967350393534,0.0057875835336744785,0.0028386556077748537,1,24
0.9951437711715698,0.0009097252041101456,0.0013343743048608303,0.0002157202980015427,0.0023964557331055403,1,25
0.9980463981628418,0.0016786220949143171,9.295046038459986e-05,8.237388829002157e-05,9.964998753275722e-05,1,26
0.9826098680496216,0.0032816098537296057,0.002293303608894348,0.003824557177722454,0.00799072440713644,1,27
0.9658560752868652,0.03176340460777283,0.0011415855260565877,0.00013247341848909855,0.0011063833953812718,1,28
0.9882227778434753,0.00021567853400483727,0.0016167478170245886,0.0013573530595749617,0.008587460964918137,1,29
0.99860018491745,8.463644189760089e-05,0.0002518537803553045,0.0005545662716031075,0.0005086185992695391,1,30
0.979755163192749,0.0002736329333856702,0.0011663214536383748,3.628203194239177e-05,0.018768465146422386,1,31
0.9625594019889832,0.02681718021631241,0.002532373648136854,0.0011075926013290882,0.006983484141528606,1,32
0.9954657554626465,0.0005537964752875268,0.00037065023207105696,0.001967559801414609,0.00164229201618582,1,33
0.840240478515625,0.03405333310365677,0.002822877373546362,0.11701015383005142,0.0058732484467327595,1,34
0.5853560566902161,0.3953166902065277,0.0010898642940446734,0.005765654146671295,0.01247167307883501,1,35
0.12180440872907639,0.7444048523902893,0.02390292100608349,0.09334860742092133,0.016539251431822777,1,36
0.02478078566491604,0.07428745180368423,0.0023477706126868725,0.892712414264679,0.00587157066911459,1,37
0.16544026136398315,0.7477818131446838,0.01068253256380558,0.07170531898736954,0.004390112590044737,1,38
0.004415247589349747,0.7731340527534485,0.14767366647720337,0.07351721078157425,0.0012598338071256876,1,39
0.008211889304220676,0.7903780341148376,0.007858446799218655,0.05167854204773903,0.1418730467557907,1,40
0.01267863530665636,0.47763460874557495,0.031679846346378326,0.4707699418067932,0.007236938923597336,1,41
0.01965557411313057,0.7891189455986023,0.002502600196748972,0.1830587089061737,0.0056640892289578915,1,42
0.3725579082965851,0.17998358607292175,0.23341117799282074,0.19384606182575226,0.020201200619339943,1,43
0.7484642863273621,0.2407163679599762,0.003450204385444522,0.005586301442235708,0.0017828315030783415,1,44
0.4149056375026703,0.29835301637649536,0.058354977518320084,0.22322121262550354,0.005165172275155783,1,45
0.5587380528450012,0.2253868728876114,0.10679095983505249,0.06826899200677872,0.0408150814473629,1,46
0.840100109577179,0.11678113788366318,0.00939849577844143,0.009201970882713795,0.02451828308403492,1,47
0.5539243817329407,0.09807541966438293,0.013169036246836185,0.11077196896076202,0.22405919432640076,1,48
0.7621499300003052,0.12632879614830017,0.05567001551389694,0.03845764324069023,0.017393600195646286,1,49
0.8081566691398621,0.004954368341714144,0.17971329391002655,0.005424493458122015,0.0017511347541585565,2,0
0.9771344065666199,0.003802133724093437,0.011905046179890633,0.006465523038059473,0.0006928480579517782,2,1
0.8994672894477844,0.009256187826395035,0.03382943943142891,0.046818915754556656,0.010628248564898968,2,2
0.7356640696525574,0.12598147988319397,0.020616384223103523,0.10789567232131958,0.00984238088130951,2,3
0.9938845038414001,0.0031821548473089933,0.0009052554378286004,0.001255537266843021,0.0007724900497123599,2,4
0.966611921787262,0.011094954796135426,0.009780419059097767,0.0038652862422168255,0.008647432550787926,2,5
0.9961761236190796,0.0004537619824986905,0.0013702138094231486,0.0011542330030351877,0.0008456512587144971,2,6
0.9416671991348267,0.006659885868430138,0.00400901073589921,0.009362349286675453,0.03830156847834587,2,7
0.9319899678230286,0.0058660306967794895,0.008665720000863075,0.033391062170267105,0.020087094977498055,2,8
0.9750204682350159,0.0006825466407462955,0.020717093721032143,0.001631692168302834,0.0019482162315398455,2,9
0.8926408886909485,0.0018693966558203101,0.008103818632662296,0.030715446919202805,0.06667037308216095,2,10
0.013574875891208649,0.008038216270506382,0.24981927871704102,0.727296769618988,0.0012708647409453988,2,11
0.02398337796330452,0.0007695604581385851,0.06369403004646301,0.8482504487037659,0.06330259144306183,2,12
0.5734277963638306,0.0061620548367500305,0.3709561228752136,0.02780376374721527,0.02165021188557148,2,13
0.8881264328956604,0.0072403717786073685,0.07152941823005676,0.014222088269889355,0.018881723284721375,2,14
0.9871125817298889,0.004402794409543276,0.004887768067419529,0.0024385470896959305,0.0011582208098843694,2,15
0.9884309768676758,0.000667590880766511,0.008741450496017933,0.001359222107566893,0.0008007802534848452,2,16
0.9786615371704102,0.0028412132523953915,0.0025688461028039455,0.00881972536444664,0.007108728867024183,2,17
0.9570416808128357,0.0011269680690020323,0.03329392150044441,0.0011285957880318165,0.00740891695022583,2,18
0.9876470565795898,0.0005429877783171833,0.009808502160012722,0.0006014997488819063,0.0013998699141666293,2,19
0.9815806746482849,0.0007463195943273604,0.00784776359796524,0.008502531796693802,0.001322676194831729,2,20
0.9855157136917114,0.0003165349771734327,0.000247696676524356,0.0018098009750247002,0.012110356241464615,2,21
0.9989473223686218,0.00013707495236303657,0.0004689798515755683,0.00013258180115371943,0.00031414045952260494,2,22
0.6217865347862244,0.011361470445990562,0.0433696024119854,0.31446394324302673,0.009018495678901672,2,23
0.03553290665149689,0.0018806750886142254,0.7955420017242432,0.16605257987976074,0.0009918129071593285,2,24
0.026327529922127724,0.021123038604855537,0.30581533908843994,0.6387152075767517,0.008018895983695984,2,25
0.3452288806438446,0.053845539689064026,0.2444104701280594,0.3516731858253479,0.00484198285266757,2,26
0.7692990899085999,0.015215171501040459,0.09151282906532288,0.11920225620269775,0.004770590458065271,2,27
0.9685054421424866,0.0019374937983229756,0.00735716987401247,0.010048854164779186,0.01215116772800684,2,28
0.9786977171897888,0.00598506722599268,0.007378511130809784,0.0029679699800908566,0.0049707223661243916,2,29
0.9702422618865967,0.011396846733987331,0.0008210519445128739,0.015137173235416412,0.002402635756880045,2,30
0.9513815641403198,0.003526892978698015,0.007425402756780386,0.035042211413383484,0.002623937791213393,2,31
0.9370809197425842,0.001870512031018734,0.0011083652498200536,0.05533444508910179,0.004605667199939489,2,32
