episode,step,total_reward
1000, 49950, -180.790686
2000, 99950, -414.646822
3000, 149950, -178.379924
4000, 199950, -146.465613
5000, 249950, -135.581943
6000, 299950, -119.814544
7000, 349950, -116.925368
8000, 399950, -112.782247
9000, 449950, -100.593054
10000, 499950, -99.215771
11000, 549950, -101.902993
12000, 599950, -89.883767
13000, 649950, -84.175025
14000, 699950, -84.421878
15000, 749950, -95.459968
16000, 799950, -88.294540
17000, 849950, -84.459491
18000, 899950, -78.700957
19000, 949950, -74.457874
20000, 999950, -72.016156
21000, 1049950, -73.879675
22000, 1099950, -97.599721
23000, 1149950, -76.068211
24000, 1199950, -70.877133
25000, 1249950, -73.879287
26000, 1299950, -75.418097
27000, 1349950, -70.583765
28000, 1399950, -72.366422
29000, 1449950, -79.859311
30000, 1499950, -82.986668
31000, 1549950, -78.651450
32000, 1599950, -90.332388
33000, 1649950, -77.891400
34000, 1699950, -70.406628
35000, 1749950, -72.474398
36000, 1799950, -63.272901
37000, 1849950, -66.960258
38000, 1899950, -84.163372
39000, 1949950, -65.370963
40000, 1999950, -65.661350
