episode,step,agent0_rew,agent1_rew
1000, 49950, -75.32847798532163, -75.32847798532163
2000, 99950, -83.41213229265608, -83.41213229265608
3000, 149950, -15.469510468111213, -15.469510468111213
4000, 199950, -11.854702398231169, -11.854702398231169
5000, 249950, -10.803449939099675, -10.803449939099675
6000, 299950, -11.500234972854336, -11.500234972854336
7000, 349950, -10.753467380895788, -10.753467380895788
8000, 399950, -10.60620899738139, -10.60620899738139
9000, 449950, -10.474794807613566, -10.474794807613566
10000, 499950, -12.097938931102203, -12.097938931102203
11000, 549950, -11.993209004633972, -11.993209004633972
12000, 599950, -12.578512748368365, -12.578512748368365
13000, 649950, -11.768856524224706, -11.768856524224706
14000, 699950, -11.959018538530804, -11.959018538530804
15000, 749950, -11.207909137817335, -11.207909137817335
16000, 799950, -11.995871711514857, -11.995871711514857
17000, 849950, -12.416165254846339, -12.416165254846339
18000, 899950, -12.499153297212116, -12.499153297212116
19000, 949950, -12.93619424286683, -12.93619424286683
20000, 999950, -13.415292235323683, -13.415292235323683
21000, 1049950, -12.91422801236654, -12.91422801236654
22000, 1099950, -12.18888888246684, -12.18888888246684
23000, 1149950, -11.152232478429312, -11.152232478429312
24000, 1199950, -9.87492104540129, -9.87492104540129
25000, 1249950, -9.945044979965223, -9.945044979965223
26000, 1299950, -9.888166590112302, -9.888166590112302
27000, 1349950, -9.90674421318994, -9.90674421318994
28000, 1399950, -9.305782164679288, -9.305782164679288
29000, 1449950, -9.72692772647391, -9.72692772647391
30000, 1499950, -10.043711584340599, -10.043711584340599
