episode,step,total_reward
1000, 49950, -155.571842
2000, 99950, -157.262135
3000, 149950, -30.626217
4000, 199950, -21.538343
5000, 249950, -21.721542
6000, 299950, -21.796779
7000, 349950, -25.444628
8000, 399950, -21.401730
9000, 449950, -20.309823
10000, 499950, -23.134507
11000, 549950, -20.726531
12000, 599950, -22.791102
13000, 649950, -24.447064
14000, 699950, -25.421733
15000, 749950, -28.593214
16000, 799950, -25.585626
17000, 849950, -24.220063
18000, 899950, -25.641848
19000, 949950, -27.570669
20000, 999950, -29.463332
21000, 1049950, -25.020479
22000, 1099950, -20.603865
23000, 1149950, -26.640998
24000, 1199950, -20.949798
25000, 1249950, -16.880652
26000, 1299950, -17.823065
27000, 1349950, -19.073887
28000, 1399950, -21.042491
29000, 1449950, -16.471976
30000, 1499950, -17.707383
