episode,step,total_reward
100, 4950, -160.094291
200, 9950, -151.709551
300, 14950, -173.943100
400, 19950, -154.357267
500, 24950, -150.735223
600, 29950, -144.774991
700, 34950, -148.135534
800, 39950, -170.028727
900, 44950, -158.458362
1000, 49950, -169.598870
1100, 54950, -492.357663
1200, 59950, -209.328084
1300, 64950, -174.607439
1400, 69950, -174.295751
1500, 74950, -135.835295
1600, 79950, -128.854356
1700, 84950, -109.964975
1800, 89950, -117.322805
1900, 94950, -125.550193
2000, 99950, -117.831544
2100, 104950, -96.247525
2200, 109950, -74.782671
2300, 114950, -95.195266
2400, 119950, -71.963853
2500, 124950, -69.958144
2600, 129950, -64.675350
2700, 134950, -65.319046
2800, 139950, -76.416000
2900, 144950, -68.970875
3000, 149950, -71.739112
3100, 154950, -69.963606
3200, 159950, -79.314135
3300, 164950, -61.995826
3400, 169950, -66.259302
3500, 174950, -66.672585
3600, 179950, -80.131685
3700, 184950, -74.168782
3800, 189950, -60.559648
3900, 194950, -64.146658
4000, 199950, -62.533717
4100, 204950, -44.743178
4200, 209950, -51.861751
4300, 214950, -62.689207
4400, 219950, -69.230348
4500, 224950, -63.810083
4600, 229950, -52.132030
4700, 234950, -51.496723
4800, 239950, -46.112259
4900, 244950, -57.085433
5000, 249950, -42.306449
5100, 254950, -37.244025
5200, 259950, -52.047826
5300, 264950, -36.619881
5400, 269950, -36.741720
5500, 274950, -41.449789
5600, 279950, -43.343894
5700, 284950, -42.673878
5800, 289950, -45.845546
5900, 294950, -48.889491
6000, 299950, -35.048443
6100, 304950, -38.262753
6200, 309950, -36.413556
6300, 314950, -45.526581
6400, 319950, -47.108128
6500, 324950, -37.707104
6600, 329950, -43.522100
6700, 334950, -42.377831
6800, 339950, -31.390950
6900, 344950, -54.121675
7000, 349950, -35.650816
7100, 354950, -44.788661
7200, 359950, -68.598010
7300, 364950, -58.742140
7400, 369950, -50.103998
7500, 374950, -38.429820
7600, 379950, -44.988045
7700, 384950, -41.837445
7800, 389950, -38.977516
7900, 394950, -42.276348
8000, 399950, -43.668658
8100, 404950, -44.701556
8200, 409950, -45.971535
8300, 414950, -37.298433
8400, 419950, -58.717264
8500, 424950, -39.958499
8600, 429950, -39.186678
8700, 434950, -32.291535
8800, 439950, -32.020783
8900, 444950, -41.043579
9000, 449950, -36.452904
9100, 454950, -37.315457
9200, 459950, -34.071902
9300, 464950, -31.526323
9400, 469950, -41.982615
9500, 474950, -28.823463
9600, 479950, -37.515680
9700, 484950, -35.550190
9800, 489950, -38.195047
9900, 494950, -37.916118
10000, 499950, -34.435634
