a0_to_a1,a1_to_a0,episode,step
A,A,1,0
A,A,1,1
A,A,1,2
A,A,1,3
A,A,1,4
A,A,1,5
A,A,1,6
A,A,1,7
A,A,1,8
A,A,1,9
A,A,1,10
A,A,1,11
A,A,1,12
A,A,1,13
A,A,1,14
A,A,1,15
A,A,1,16
A,B,1,17
A,B,1,18
A,B,1,19
A,B,1,20
A,B,1,21
A,A,1,22
B,A,1,23
A,A,1,24
A,A,1,25
B,B,1,26
A,A,1,27
A,B,1,28
A,A,1,29
A,A,1,30
B,A,1,31
A,B,1,32
A,A,1,33
A,B,1,34
B,A,1,35
A,A,1,36
A,A,1,37
B,A,1,38
A,B,1,39
B,B,1,40
A,B,1,41
A,A,1,42
A,A,1,43
A,A,1,44
B,A,1,45
A,A,1,46
A,A,1,47
A,B,1,48
_,_,2,0
A,A,2,1
A,C,2,2
A,A,2,3
A,C,2,4
A,C,2,5
A,C,2,6
B,C,2,7
A,C,2,8
A,C,2,9
A,C,2,10
A,C,2,11
A,C,2,12
A,C,2,13
A,C,2,14
A,C,2,15
A,C,2,16
A,C,2,17
A,C,2,18
A,C,2,19
A,C,2,20
A,C,2,21
A,C,2,22
A,C,2,23
A,C,2,24
A,B,2,25
C,C,2,26
C,C,2,27
A,A,2,28
C,A,2,29
C,A,2,30
A,A,2,31
C,B,2,32
C,A,2,33
C,A,2,34
C,A,2,35
A,A,2,36
C,B,2,37
C,A,2,38
C,A,2,39
C,A,2,40
C,A,2,41
C,A,2,42
C,A,2,43
C,A,2,44
A,A,2,45
C,A,2,46
C,A,2,47
C,A,2,48
C,A,2,49
_,_,3,0
A,A,3,1
B,A,3,2
A,A,3,3
A,A,3,4
A,A,3,5
A,A,3,6
A,A,3,7
A,A,3,8
A,A,3,9
A,A,3,10
A,A,3,11
A,A,3,12
B,A,3,13
A,A,3,14
B,A,3,15
A,A,3,16
B,A,3,17
A,A,3,18
B,A,3,19
A,A,3,20
B,A,3,21
A,A,3,22
B,A,3,23
A,A,3,24
B,A,3,25
A,A,3,26
B,A,3,27
A,A,3,28
B,C,3,29
A,A,3,30
B,A,3,31
A,A,3,32
B,C,3,33
A,A,3,34
B,A,3,35
A,C,3,36
B,A,3,37
A,A,3,38
B,A,3,39
A,A,3,40
B,A,3,41
A,A,3,42
B,A,3,43
A,A,3,44
B,A,3,45
A,A,3,46
B,A,3,47
A,A,3,48
B,C,3,49
_,_,4,0
A,A,4,1
A,A,4,2
A,A,4,3
A,A,4,4
B,A,4,5
B,A,4,6
A,A,4,7
A,A,4,8
A,A,4,9
A,B,4,10
A,A,4,11
A,A,4,12
B,C,4,13
A,A,4,14
A,A,4,15
A,C,4,16
A,C,4,17
B,C,4,18
A,C,4,19
B,C,4,20
A,C,4,21
A,C,4,22
A,C,4,23
A,A,4,24
A,C,4,25
A,C,4,26
A,C,4,27
A,C,4,28
A,C,4,29
A,A,4,30
A,C,4,31
B,C,4,32
A,B,4,33
B,C,4,34
A,C,4,35
A,C,4,36
A,C,4,37
A,C,4,38
A,C,4,39
A,C,4,40
A,C,4,41
A,C,4,42
A,C,4,43
B,C,4,44
A,C,4,45
A,C,4,46
A,C,4,47
A,C,4,48
A,C,4,49
_,_,5,0
A,A,5,1
A,A,5,2
A,A,5,3
A,C,5,4
A,A,5,5
A,A,5,6
A,A,5,7
A,A,5,8
B,A,5,9
A,A,5,10
B,A,5,11
A,A,5,12
A,A,5,13
B,A,5,14
A,A,5,15
A,A,5,16
A,A,5,17
A,A,5,18
A,A,5,19
A,A,5,20
A,A,5,21
A,A,5,22
A,A,5,23
A,C,5,24
A,C,5,25
A,C,5,26
A,C,5,27
A,C,5,28
A,C,5,29
A,C,5,30
A,C,5,31
B,C,5,32
A,B,5,33
A,A,5,34
A,B,5,35
B,A,5,36
A,C,5,37
A,C,5,38
C,C,5,39
A,A,5,40
B,A,5,41
A,B,5,42
A,A,5,43
A,A,5,44
A,A,5,45
A,C,5,46
A,A,5,47
A,A,5,48
A,A,5,49
