energy,attention,episode,step
-1.0,0.0,1,0
-2.0,0.0,1,1
-3.0,0.0,1,2
-4.0,0.0,1,3
-5.0,0.0,1,4
-6.0,0.0,1,5
-7.0,0.0,1,6
-8.0,0.0,1,7
-9.0,0.0,1,8
-10.0,0.0,1,9
-11.0,0.0,1,10
-12.0,0.0,1,11
-13.0,0.0,1,12
-14.0,0.0,1,13
-15.0,0.0,1,14
-16.0,0.0,1,15
-17.0,0.0,1,16
-17.0,-1.0,1,17
-17.0,-2.0,1,18
-17.0,-3.0,1,19
-17.0,-4.0,1,20
-17.0,-5.0,1,21
-18.0,-5.0,1,22
-19.0,-5.0,1,23
-20.0,-5.0,1,24
-21.0,-5.0,1,25
-21.0,-6.0,1,26
-22.0,-6.0,1,27
-22.0,-7.0,1,28
-23.0,-7.0,1,29
-24.0,-7.0,1,30
-25.0,-7.0,1,31
-25.0,-8.0,1,32
-26.0,-8.0,1,33
-26.0,-9.0,1,34
-27.0,-9.0,1,35
-28.0,-9.0,1,36
-29.0,-9.0,1,37
-30.0,-9.0,1,38
-30.0,-10.0,1,39
-30.0,-11.0,1,40
-30.0,-12.0,1,41
-31.0,-12.0,1,42
-32.0,-12.0,1,43
-33.0,-12.0,1,44
-34.0,-12.0,1,45
-35.0,-12.0,1,46
-36.0,-12.0,1,47
-36.0,-13.0,1,48
-36.0,-14.0,1,49
-1.0,0.0,2,0
-1.0,0.0,2,1
-2.0,0.0,2,2
-2.0,0.0,2,3
-2.0,0.0,2,4
-2.0,0.0,2,5
-2.0,0.0,2,6
-2.0,0.0,2,7
-2.0,0.0,2,8
-2.0,0.0,2,9
-2.0,0.0,2,10
-2.0,0.0,2,11
-2.0,0.0,2,12
-2.0,0.0,2,13
-2.0,0.0,2,14
-2.0,0.0,2,15
-2.0,0.0,2,16
-2.0,0.0,2,17
-2.0,0.0,2,18
-2.0,0.0,2,19
-2.0,0.0,2,20
-2.0,0.0,2,21
-2.0,0.0,2,22
-2.0,0.0,2,23
-2.0,-1.0,2,24
-2.0,-1.0,2,25
-2.0,-1.0,2,26
-3.0,-1.0,2,27
-4.0,-1.0,2,28
-5.0,-1.0,2,29
-6.0,-1.0,2,30
-6.0,-2.0,2,31
-7.0,-2.0,2,32
-8.0,-2.0,2,33
-9.0,-2.0,2,34
-10.0,-2.0,2,35
-10.0,-3.0,2,36
-11.0,-3.0,2,37
-12.0,-3.0,2,38
