episode,step,total_reward
100, 4950, -128.982232
200, 9950, -138.549471
300, 14950, -134.899425
400, 19950, -138.111608
500, 24950, -142.262816
600, 29950, -133.796962
700, 34950, -146.504824
800, 39950, -136.181151
900, 44950, -143.409368
1000, 49950, -131.496267
1100, 54950, -470.605193
1200, 59950, -114.599541
1300, 64950, -243.515528
1400, 69950, -310.012784
1500, 74950, -99.933831
1600, 79950, -79.651586
1700, 84950, -62.306498
1800, 89950, -72.657433
1900, 94950, -68.225487
2000, 99950, -61.940076
2100, 104950, -55.617265
2200, 109950, -57.712350
2300, 114950, -70.228090
2400, 119950, -59.945131
2500, 124950, -70.821834
2600, 129950, -64.521426
2700, 134950, -64.766502
2800, 139950, -61.162867
2900, 144950, -62.234978
3000, 149950, -72.682927
3100, 154950, -60.025363
3200, 159950, -67.253324
3300, 164950, -68.042624
3400, 169950, -68.933599
3500, 174950, -73.035178
3600, 179950, -67.671778
3700, 184950, -71.315394
3800, 189950, -62.744993
3900, 194950, -65.386882
4000, 199950, -70.689171
4100, 204950, -70.586142
4200, 209950, -62.852886
4300, 214950, -62.253953
4400, 219950, -79.332260
4500, 224950, -53.160423
4600, 229950, -67.180173
4700, 234950, -64.950660
4800, 239950, -63.770433
4900, 244950, -74.435408
5000, 249950, -57.064252
5100, 254950, -60.682408
5200, 259950, -74.023650
5300, 264950, -62.987283
5400, 269950, -65.254488
5500, 274950, -60.066815
5600, 279950, -74.107220
5700, 284950, -60.568950
5800, 289950, -71.239578
5900, 294950, -63.870689
6000, 299950, -60.087840
6100, 304950, -72.580694
6200, 309950, -62.178389
6300, 314950, -59.509601
6400, 319950, -61.843665
6500, 324950, -59.812010
6600, 329950, -66.110630
6700, 334950, -64.684983
6800, 339950, -63.523057
6900, 344950, -59.201714
7000, 349950, -69.739940
7100, 354950, -60.249240
7200, 359950, -61.448814
7300, 364950, -63.933692
7400, 369950, -67.325556
7500, 374950, -67.875515
7600, 379950, -64.165802
7700, 384950, -69.742496
7800, 389950, -67.810718
7900, 394950, -61.152287
8000, 399950, -60.535646
8100, 404950, -75.221224
8200, 409950, -74.651829
8300, 414950, -63.107902
8400, 419950, -73.270791
8500, 424950, -60.556779
8600, 429950, -64.931796
8700, 434950, -65.113709
8800, 439950, -60.507624
8900, 444950, -64.627053
9000, 449950, -66.791575
9100, 454950, -59.927091
9200, 459950, -63.260001
9300, 464950, -60.308297
9400, 469950, -75.314052
9500, 474950, -61.135920
9600, 479950, -76.186086
9700, 484950, -63.702424
9800, 489950, -68.086889
9900, 494950, -66.709743
10000, 499950, -70.012115
