episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 49950, -80.23319368626042, -81.50259504255402, -88.5544227303881, -80.91091074128556
2000, 99950, -150.87361025750246, -214.46494055085915, -283.8156706953047, -137.894754174645
3000, 149950, -71.06471878973147, -69.71149678271875, -76.4582776525197, -73.28956580477694
4000, 199950, -59.92224625077266, -60.62363133149381, -55.60798081423974, -58.14687102369891
5000, 249950, -57.465467818702734, -57.443111649900565, -55.20503451482147, -57.29866334037133
6000, 299950, -58.509840770629715, -56.914743759030216, -57.16729534211979, -53.66062640790793
7000, 349950, -55.83546743094557, -61.33541884307571, -56.513635568707585, -49.90329655583322
8000, 399950, -48.05318703895747, -52.70840353215131, -53.57493178342074, -46.808917471156214
9000, 449950, -48.080489982595246, -47.31221086975753, -50.04377177141242, -47.30876859921462
10000, 499950, -44.58357788574216, -44.91403479656309, -45.05603370598497, -42.80259033378137
11000, 549950, -43.67846276958496, -39.767887024271914, -42.95483951395645, -40.61312926459714
12000, 599950, -39.43175846643107, -42.55314273415519, -39.822327737625706, -40.920738094395546
13000, 649950, -36.941384112810915, -46.880177012217594, -41.91308734530529, -41.12019856854523
14000, 699950, -34.10723019161915, -36.55961893594335, -44.40610450765805, -39.07988062157852
15000, 749950, -33.39200205029356, -36.236152863341175, -37.984470807794615, -33.56267704583603
16000, 799950, -31.92392771051102, -36.22813905613453, -49.65536126227346, -31.67041555685158
17000, 849950, -52.128067836569684, -40.582209572576716, -39.44970877319764, -33.53575071065847
18000, 899950, -38.73237591798743, -35.33230085851949, -37.85353282293434, -30.56102854190766
19000, 949950, -31.58694243987421, -42.569225665545034, -37.751723071986376, -31.634788985098456
20000, 999950, -34.49755013545201, -36.22003379560262, -42.19757309098172, -30.520157294273748
21000, 1049950, -35.423139846317596, -39.23721693535197, -35.05290961466687, -29.729283911730654
22000, 1099950, -38.488243732299594, -34.10794232864112, -37.56275829155155, -29.168286315476436
23000, 1149950, -35.192861122966725, -45.13746463137653, -43.45811471155083, -29.492781267360826
24000, 1199950, -45.19499191601938, -37.080012965993085, -62.89872809729623, -31.585976912061497
25000, 1249950, -42.760055910983915, -52.78860906367481, -40.12667423490771, -31.181485944084002
26000, 1299950, -35.24486450959675, -46.05856133013002, -35.34645691460955, -29.17654829674273
27000, 1349950, -37.9482031114858, -30.498678715408776, -39.35901992194938, -29.401709861923912
28000, 1399950, -50.09084750602937, -33.87639359853255, -39.82486263086192, -29.583884341194686
29000, 1449950, -34.476041453174595, -31.619069585501432, -36.14254683311231, -25.96394452888617
30000, 1499950, -31.41075843599361, -29.59492773862766, -34.22233926815386, -27.149724749504262
31000, 1549950, -34.69007634645935, -29.870042373100542, -45.67465557276006, -29.77444914377704
32000, 1599950, -42.646611142831595, -32.93393052497832, -33.92153848225658, -28.910350269088973
33000, 1649950, -30.235209782750694, -27.771955043519615, -34.153589209657106, -25.72537209772284
34000, 1699950, -29.681818059874416, -30.329009887242815, -41.84720658801451, -27.40232917109399
35000, 1749950, -30.923753844231303, -29.79824531270365, -35.95924817602427, -26.38744505787755
36000, 1799950, -37.273872412781905, -34.688216632614974, -39.10215115360645, -27.659275519123533
37000, 1849950, -37.0896165646814, -36.95579459536863, -50.88987682059294, -32.02185165384181
38000, 1899950, -30.836269458313822, -27.64409830733359, -39.03916398112087, -28.471846128490718
39000, 1949950, -35.88988941784376, -27.1154251571975, -33.32426959616416, -26.709183820381412
40000, 1999950, -32.40178291007307, -26.82279896110941, -34.1291492711288, -24.979199964493784
