energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-8.0,1,7
-9.0,1,8
-10.0,1,9
-10.0,1,10
-11.0,1,11
-12.0,1,12
-13.0,1,13
-14.0,1,14
-14.0,1,15
-15.0,1,16
-15.0,1,17
-16.0,1,18
-16.0,1,19
-16.0,1,20
-16.0,1,21
-16.0,1,22
-16.0,1,23
-16.0,1,24
-16.0,1,25
-16.0,1,26
-16.0,1,27
-16.0,1,28
-16.0,1,29
-16.0,1,30
-16.0,1,31
-16.0,1,32
-16.0,1,33
-16.0,1,34
-16.0,1,35
-16.0,1,36
-16.0,1,37
-16.0,1,38
-16.0,1,39
-16.0,1,40
-16.0,1,41
-16.0,1,42
-16.0,1,43
-16.0,1,44
-16.0,1,45
-16.0,1,46
-16.0,1,47
-16.0,1,48
-16.0,1,49
0.0,2,0
-1.0,2,1
-1.0,2,2
-2.0,2,3
-3.0,2,4
-4.0,2,5
-5.0,2,6
-6.0,2,7
-7.0,2,8
-8.0,2,9
-9.0,2,10
-10.0,2,11
-11.0,2,12
-11.0,2,13
-11.0,2,14
-11.0,2,15
-12.0,2,16
-12.0,2,17
-13.0,2,18
-13.0,2,19
-13.0,2,20
-13.0,2,21
-13.0,2,22
-14.0,2,23
-14.0,2,24
-14.0,2,25
-14.0,2,26
-14.0,2,27
-14.0,2,28
-14.0,2,29
-14.0,2,30
-15.0,2,31
-15.0,2,32
-15.0,2,33
-15.0,2,34
-15.0,2,35
-15.0,2,36
-15.0,2,37
-15.0,2,38
-15.0,2,39
-16.0,2,40
-16.0,2,41
-16.0,2,42
-16.0,2,43
-16.0,2,44
-16.0,2,45
-16.0,2,46
-16.0,2,47
-16.0,2,48
-16.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-9.0,3,9
-10.0,3,10
-10.0,3,11
-10.0,3,12
-10.0,3,13
-10.0,3,14
-10.0,3,15
-10.0,3,16
-10.0,3,17
-10.0,3,18
-10.0,3,19
-10.0,3,20
-10.0,3,21
-10.0,3,22
-10.0,3,23
-10.0,3,24
-10.0,3,25
-10.0,3,26
-10.0,3,27
-10.0,3,28
-10.0,3,29
-10.0,3,30
-10.0,3,31
-10.0,3,32
-10.0,3,33
-10.0,3,34
-10.0,3,35
-10.0,3,36
-10.0,3,37
-10.0,3,38
-10.0,3,39
-10.0,3,40
-10.0,3,41
-10.0,3,42
-10.0,3,43
-10.0,3,44
-10.0,3,45
-10.0,3,46
-10.0,3,47
-10.0,3,48
-10.0,3,49
0.0,4,0
-1.0,4,1
-2.0,4,2
-3.0,4,3
-3.0,4,4
-3.0,4,5
-3.0,4,6
-3.0,4,7
-3.0,4,8
-4.0,4,9
-4.0,4,10
-4.0,4,11
-4.0,4,12
-4.0,4,13
-5.0,4,14
-5.0,4,15
-5.0,4,16
-5.0,4,17
-5.0,4,18
-5.0,4,19
-5.0,4,20
-5.0,4,21
-5.0,4,22
-5.0,4,23
-5.0,4,24
-5.0,4,25
-5.0,4,26
-5.0,4,27
-5.0,4,28
-5.0,4,29
-5.0,4,30
-5.0,4,31
-5.0,4,32
-5.0,4,33
-5.0,4,34
-5.0,4,35
-5.0,4,36
-5.0,4,37
-5.0,4,38
-5.0,4,39
-5.0,4,40
-5.0,4,41
-5.0,4,42
-5.0,4,43
-5.0,4,44
-5.0,4,45
-5.0,4,46
-5.0,4,47
-5.0,4,48
-5.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-7.0,5,7
-7.0,5,8
-8.0,5,9
-8.0,5,10
-8.0,5,11
-9.0,5,12
-10.0,5,13
-11.0,5,14
-11.0,5,15
-11.0,5,16
-12.0,5,17
-12.0,5,18
-12.0,5,19
-12.0,5,20
-12.0,5,21
-12.0,5,22
-12.0,5,23
-12.0,5,24
-12.0,5,25
-12.0,5,26
-12.0,5,27
-13.0,5,28
-14.0,5,29
-15.0,5,30
-16.0,5,31
-16.0,5,32
-16.0,5,33
-16.0,5,34
-16.0,5,35
-16.0,5,36
-16.0,5,37
-16.0,5,38
-16.0,5,39
-16.0,5,40
-16.0,5,41
-16.0,5,42
-16.0,5,43
-16.0,5,44
-16.0,5,45
-16.0,5,46
-16.0,5,47
-16.0,5,48
-16.0,5,49
