energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-6.0,1,6
-7.0,1,7
-8.0,1,8
-9.0,1,9
-9.0,1,10
-10.0,1,11
-11.0,1,12
-12.0,1,13
-12.0,1,14
-12.0,1,15
-12.0,1,16
-12.0,1,17
-12.0,1,18
-12.0,1,19
-12.0,1,20
-12.0,1,21
-12.0,1,22
-12.0,1,23
-12.0,1,24
-12.0,1,25
-12.0,1,26
-12.0,1,27
-12.0,1,28
-12.0,1,29
-12.0,1,30
-12.0,1,31
-12.0,1,32
-12.0,1,33
-12.0,1,34
-12.0,1,35
-12.0,1,36
-12.0,1,37
-12.0,1,38
-12.0,1,39
-12.0,1,40
-12.0,1,41
-12.0,1,42
-12.0,1,43
-12.0,1,44
-12.0,1,45
-12.0,1,46
-12.0,1,47
-12.0,1,48
-12.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-7.0,2,6
-8.0,2,7
-9.0,2,8
-10.0,2,9
-11.0,2,10
-12.0,2,11
-13.0,2,12
-13.0,2,13
-13.0,2,14
-13.0,2,15
-13.0,2,16
-13.0,2,17
-14.0,2,18
-15.0,2,19
-16.0,2,20
-17.0,2,21
-18.0,2,22
-19.0,2,23
-19.0,2,24
-19.0,2,25
-19.0,2,26
-19.0,2,27
-19.0,2,28
-19.0,2,29
-19.0,2,30
-19.0,2,31
-19.0,2,32
-19.0,2,33
-19.0,2,34
-19.0,2,35
-19.0,2,36
-19.0,2,37
-19.0,2,38
-19.0,2,39
-19.0,2,40
-19.0,2,41
-19.0,2,42
-19.0,2,43
-19.0,2,44
-19.0,2,45
-19.0,2,46
-19.0,2,47
-19.0,2,48
-19.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-10.0,3,9
-11.0,3,10
-12.0,3,11
-13.0,3,12
-13.0,3,13
-14.0,3,14
-14.0,3,15
-14.0,3,16
-14.0,3,17
-14.0,3,18
-14.0,3,19
-14.0,3,20
-14.0,3,21
-14.0,3,22
-14.0,3,23
-14.0,3,24
-14.0,3,25
-14.0,3,26
-14.0,3,27
-14.0,3,28
-14.0,3,29
-14.0,3,30
-14.0,3,31
-14.0,3,32
-14.0,3,33
-14.0,3,34
-14.0,3,35
-14.0,3,36
-14.0,3,37
-14.0,3,38
-14.0,3,39
-14.0,3,40
-14.0,3,41
-15.0,3,42
-15.0,3,43
-15.0,3,44
-15.0,3,45
-15.0,3,46
-15.0,3,47
-16.0,3,48
-17.0,3,49
-1.0,4,0
-1.0,4,1
-2.0,4,2
-2.0,4,3
-2.0,4,4
-2.0,4,5
-3.0,4,6
-3.0,4,7
-3.0,4,8
-3.0,4,9
-3.0,4,10
-3.0,4,11
-3.0,4,12
-3.0,4,13
-3.0,4,14
-4.0,4,15
-4.0,4,16
-4.0,4,17
-4.0,4,18
-4.0,4,19
-4.0,4,20
-4.0,4,21
-4.0,4,22
-4.0,4,23
-4.0,4,24
-4.0,4,25
-4.0,4,26
-4.0,4,27
-4.0,4,28
-4.0,4,29
-4.0,4,30
-4.0,4,31
-4.0,4,32
-4.0,4,33
-4.0,4,34
-4.0,4,35
-4.0,4,36
-4.0,4,37
-4.0,4,38
-4.0,4,39
-4.0,4,40
-4.0,4,41
-4.0,4,42
-4.0,4,43
-4.0,4,44
-4.0,4,45
-4.0,4,46
-4.0,4,47
-4.0,4,48
-4.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-8.0,5,7
-8.0,5,8
-8.0,5,9
-8.0,5,10
-9.0,5,11
-9.0,5,12
-10.0,5,13
-10.0,5,14
-10.0,5,15
-10.0,5,16
-10.0,5,17
-10.0,5,18
-11.0,5,19
-11.0,5,20
-11.0,5,21
-11.0,5,22
-11.0,5,23
-11.0,5,24
-12.0,5,25
-12.0,5,26
-12.0,5,27
-12.0,5,28
-12.0,5,29
-12.0,5,30
-12.0,5,31
-12.0,5,32
-12.0,5,33
-12.0,5,34
-12.0,5,35
-12.0,5,36
-12.0,5,37
-12.0,5,38
-12.0,5,39
-12.0,5,40
-12.0,5,41
-12.0,5,42
-12.0,5,43
-12.0,5,44
-12.0,5,45
-12.0,5,46
-13.0,5,47
-13.0,5,48
-13.0,5,49
