energy0,episode,step
-1.0,1,0
-2.0,1,1
-2.0,1,2
-2.0,1,3
-2.0,1,4
-3.0,1,5
-3.0,1,6
-3.0,1,7
-3.0,1,8
-3.0,1,9
-4.0,1,10
-4.0,1,11
-5.0,1,12
-6.0,1,13
-6.0,1,14
-6.0,1,15
-6.0,1,16
-6.0,1,17
-6.0,1,18
-6.0,1,19
-6.0,1,20
-6.0,1,21
-6.0,1,22
-7.0,1,23
-7.0,1,24
-7.0,1,25
-7.0,1,26
-7.0,1,27
-8.0,1,28
-9.0,1,29
-10.0,1,30
-11.0,1,31
-11.0,1,32
-11.0,1,33
-11.0,1,34
-11.0,1,35
-11.0,1,36
-11.0,1,37
-11.0,1,38
-11.0,1,39
-11.0,1,40
-11.0,1,41
-11.0,1,42
-12.0,1,43
-13.0,1,44
-13.0,1,45
-13.0,1,46
-14.0,1,47
-15.0,1,48
-15.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-5.0,2,5
-6.0,2,6
-7.0,2,7
-8.0,2,8
-9.0,2,9
-10.0,2,10
-10.0,2,11
-10.0,2,12
-10.0,2,13
-10.0,2,14
-10.0,2,15
-10.0,2,16
-10.0,2,17
-10.0,2,18
-10.0,2,19
-10.0,2,20
-11.0,2,21
-12.0,2,22
-12.0,2,23
-13.0,2,24
-14.0,2,25
-15.0,2,26
-15.0,2,27
-15.0,2,28
-15.0,2,29
-15.0,2,30
-15.0,2,31
-15.0,2,32
-15.0,2,33
-15.0,2,34
-15.0,2,35
-15.0,2,36
-15.0,2,37
-15.0,2,38
-15.0,2,39
-15.0,2,40
-15.0,2,41
-16.0,2,42
-16.0,2,43
-16.0,2,44
-16.0,2,45
-16.0,2,46
-16.0,2,47
-16.0,2,48
-16.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-5.0,3,5
-5.0,3,6
-6.0,3,7
-7.0,3,8
-7.0,3,9
-7.0,3,10
-7.0,3,11
-7.0,3,12
-8.0,3,13
-8.0,3,14
-8.0,3,15
-8.0,3,16
-9.0,3,17
-9.0,3,18
-9.0,3,19
-9.0,3,20
-9.0,3,21
-9.0,3,22
-9.0,3,23
-9.0,3,24
-9.0,3,25
-10.0,3,26
-11.0,3,27
-11.0,3,28
-11.0,3,29
-11.0,3,30
-11.0,3,31
-12.0,3,32
-12.0,3,33
-12.0,3,34
-12.0,3,35
-12.0,3,36
-12.0,3,37
-12.0,3,38
-12.0,3,39
-12.0,3,40
-12.0,3,41
-12.0,3,42
-12.0,3,43
-12.0,3,44
-12.0,3,45
-12.0,3,46
-12.0,3,47
-12.0,3,48
-13.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-4.0,4,4
-5.0,4,5
-6.0,4,6
-6.0,4,7
-6.0,4,8
-6.0,4,9
-6.0,4,10
-6.0,4,11
-6.0,4,12
-6.0,4,13
-7.0,4,14
-7.0,4,15
-7.0,4,16
-8.0,4,17
-8.0,4,18
-9.0,4,19
-10.0,4,20
-10.0,4,21
-10.0,4,22
-10.0,4,23
-11.0,4,24
-11.0,4,25
-12.0,4,26
-13.0,4,27
-13.0,4,28
-14.0,4,29
-14.0,4,30
-14.0,4,31
-14.0,4,32
-14.0,4,33
-14.0,4,34
-14.0,4,35
-15.0,4,36
-15.0,4,37
-15.0,4,38
-15.0,4,39
-16.0,4,40
-16.0,4,41
-16.0,4,42
-16.0,4,43
-16.0,4,44
-17.0,4,45
-17.0,4,46
-17.0,4,47
-17.0,4,48
-17.0,4,49
-1.0,5,0
-1.0,5,1
-1.0,5,2
-1.0,5,3
-1.0,5,4
-1.0,5,5
-1.0,5,6
-1.0,5,7
-1.0,5,8
-1.0,5,9
-1.0,5,10
-1.0,5,11
-1.0,5,12
-1.0,5,13
-1.0,5,14
-2.0,5,15
-2.0,5,16
-2.0,5,17
-3.0,5,18
-3.0,5,19
-3.0,5,20
-4.0,5,21
-4.0,5,22
-4.0,5,23
-4.0,5,24
-4.0,5,25
-4.0,5,26
-5.0,5,27
-5.0,5,28
-5.0,5,29
-6.0,5,30
-7.0,5,31
-7.0,5,32
-7.0,5,33
-7.0,5,34
-7.0,5,35
-7.0,5,36
-7.0,5,37
-8.0,5,38
-8.0,5,39
-8.0,5,40
-8.0,5,41
-8.0,5,42
-8.0,5,43
-8.0,5,44
-9.0,5,45
-9.0,5,46
-9.0,5,47
-9.0,5,48
-9.0,5,49
