a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,A,A,A,A,A,A,A,A,A,1,0
A,A,A,A,A,A,A,A,A,A,A,A,1,1
A,A,A,A,A,A,B,B,B,A,A,A,1,2
A,A,A,A,A,A,A,A,A,A,A,A,1,3
A,A,A,A,A,A,A,A,A,A,A,A,1,4
A,A,A,A,A,A,A,A,A,A,A,A,1,5
A,A,A,A,A,A,A,A,A,A,A,A,1,6
A,A,A,A,A,A,A,A,A,A,A,A,1,7
A,A,A,A,A,A,A,A,A,A,A,A,1,8
A,A,A,A,A,A,A,A,A,A,A,A,1,9
B,B,B,A,A,A,A,A,A,A,A,A,1,10
A,A,A,A,A,A,A,A,A,A,A,A,1,11
A,A,A,A,A,A,A,A,A,A,A,A,1,12
A,A,A,A,A,A,A,A,A,A,A,A,1,13
A,A,A,A,A,A,A,A,A,A,A,A,1,14
B,B,B,A,A,A,A,A,A,A,A,A,1,15
A,A,A,A,A,A,A,A,A,A,A,A,1,16
B,B,B,A,A,A,A,A,A,A,A,A,1,17
A,A,A,B,B,B,A,A,A,A,A,A,1,18
B,B,B,A,A,A,A,A,A,A,A,A,1,19
B,B,B,A,A,A,B,B,B,A,A,A,1,20
B,B,B,A,A,A,A,A,A,A,A,A,1,21
B,B,B,A,A,A,A,A,A,A,A,A,1,22
B,B,B,A,A,A,A,A,A,A,A,A,1,23
B,B,B,A,A,A,A,A,A,A,A,A,1,24
B,B,B,A,A,A,A,A,A,A,A,A,1,25
B,B,B,A,A,A,A,A,A,A,A,A,1,26
B,B,B,A,A,A,A,A,A,A,A,A,1,27
B,B,B,A,A,A,A,A,A,A,A,A,1,28
B,B,B,A,A,A,A,A,A,A,A,A,1,29
B,B,B,A,A,A,A,A,A,A,A,A,1,30
B,B,B,A,A,A,A,A,A,A,A,A,1,31
B,B,B,A,A,A,A,A,A,A,A,A,1,32
B,B,B,A,A,A,A,A,A,A,A,A,1,33
B,B,B,A,A,A,A,A,A,A,A,A,1,34
B,B,B,A,A,A,A,A,A,A,A,A,1,35
B,B,B,A,A,A,A,A,A,A,A,A,1,36
B,B,B,A,A,A,A,A,A,A,A,A,1,37
B,B,B,A,A,A,A,A,A,A,A,A,1,38
B,B,B,A,A,A,A,A,A,A,A,A,1,39
B,B,B,A,A,A,A,A,A,A,A,A,1,40
B,B,B,A,A,A,A,A,A,A,A,A,1,41
B,B,B,A,A,A,A,A,A,A,A,A,1,42
B,B,B,A,A,A,A,A,A,A,A,A,1,43
B,B,B,A,A,A,A,A,A,A,A,A,1,44
B,B,B,A,A,A,A,A,A,A,A,A,1,45
B,B,B,A,A,A,A,A,A,A,A,A,1,46
B,B,B,A,A,A,A,A,A,A,A,A,1,47
B,B,B,A,A,A,A,A,A,A,A,A,1,48
_,_,_,_,_,_,_,_,_,_,_,_,2,0
B,B,B,A,A,A,A,A,A,A,A,A,2,1
A,A,A,A,A,A,A,A,A,A,A,A,2,2
B,B,B,A,A,A,A,A,A,A,A,A,2,3
A,A,A,A,A,A,A,A,A,B,B,B,2,4
A,A,A,A,A,A,A,A,A,A,A,A,2,5
A,A,A,A,A,A,A,A,A,A,A,A,2,6
A,A,A,A,A,A,A,A,A,A,A,A,2,7
A,A,A,A,A,A,A,A,A,A,A,A,2,8
A,A,A,A,A,A,A,A,A,A,A,A,2,9
A,A,A,A,A,A,A,A,A,A,A,A,2,10
A,A,A,A,A,A,A,A,A,A,A,A,2,11
A,A,A,A,A,A,A,A,A,A,A,A,2,12
A,A,A,A,A,A,A,A,A,A,A,A,2,13
B,B,B,A,A,A,A,A,A,A,A,A,2,14
B,B,B,A,A,A,A,A,A,A,A,A,2,15
B,B,B,A,A,A,A,A,A,A,A,A,2,16
A,A,A,A,A,A,A,A,A,A,A,A,2,17
B,B,B,A,A,A,A,A,A,A,A,A,2,18
A,A,A,A,A,A,A,A,A,A,A,A,2,19
B,B,B,A,A,A,A,A,A,A,A,A,2,20
B,B,B,A,A,A,A,A,A,A,A,A,2,21
B,B,B,A,A,A,A,A,A,A,A,A,2,22
B,B,B,A,A,A,A,A,A,A,A,A,2,23
A,A,A,A,A,A,A,A,A,A,A,A,2,24
B,B,B,A,A,A,A,A,A,A,A,A,2,25
B,B,B,B,B,B,A,A,A,A,A,A,2,26
B,B,B,A,A,A,A,A,A,A,A,A,2,27
B,B,B,A,A,A,A,A,A,A,A,A,2,28
B,B,B,A,A,A,A,A,A,A,A,A,2,29
B,B,B,A,A,A,A,A,A,A,A,A,2,30
B,B,B,A,A,A,A,A,A,A,A,A,2,31
A,A,A,A,A,A,A,A,A,A,A,A,2,32
B,B,B,A,A,A,A,A,A,A,A,A,2,33
B,B,B,A,A,A,A,A,A,A,A,A,2,34
B,B,B,A,A,A,A,A,A,A,A,A,2,35
B,B,B,A,A,A,A,A,A,A,A,A,2,36
B,B,B,A,A,A,A,A,A,A,A,A,2,37
B,B,B,A,A,A,A,A,A,A,A,A,2,38
B,B,B,A,A,A,A,A,A,A,A,A,2,39
B,B,B,A,A,A,A,A,A,A,A,A,2,40
A,A,A,A,A,A,A,A,A,A,A,A,2,41
B,B,B,A,A,A,A,A,A,A,A,A,2,42
B,B,B,A,A,A,A,A,A,A,A,A,2,43
B,B,B,A,A,A,A,A,A,A,A,A,2,44
B,B,B,A,A,A,A,A,A,A,A,A,2,45
B,B,B,A,A,A,A,A,A,A,A,A,2,46
B,B,B,A,A,A,A,A,A,A,A,A,2,47
B,B,B,A,A,A,A,A,A,A,A,A,2,48
B,B,B,A,A,A,A,A,A,A,A,A,2,49
_,_,_,_,_,_,_,_,_,_,_,_,3,0
A,A,A,A,A,A,A,A,A,A,A,A,3,1
A,A,A,A,A,A,A,A,A,A,A,A,3,2
A,A,A,A,A,A,A,A,A,A,A,A,3,3
A,A,A,A,A,A,A,A,A,A,A,A,3,4
A,A,A,A,A,A,A,A,A,A,A,A,3,5
A,A,A,A,A,A,A,A,A,A,A,A,3,6
A,A,A,A,A,A,A,A,A,A,A,A,3,7
A,A,A,A,A,A,A,A,A,A,A,A,3,8
A,A,A,A,A,A,A,A,A,A,A,A,3,9
B,B,B,A,A,A,A,A,A,A,A,A,3,10
A,A,A,A,A,A,A,A,A,A,A,A,3,11
B,B,B,A,A,A,A,A,A,A,A,A,3,12
B,B,B,A,A,A,A,A,A,A,A,A,3,13
B,B,B,A,A,A,A,A,A,A,A,A,3,14
B,B,B,A,A,A,A,A,A,A,A,A,3,15
B,B,B,A,A,A,A,A,A,A,A,A,3,16
B,B,B,A,A,A,A,A,A,A,A,A,3,17
B,B,B,A,A,A,A,A,A,A,A,A,3,18
B,B,B,A,A,A,A,A,A,A,A,A,3,19
B,B,B,A,A,A,A,A,A,A,A,A,3,20
B,B,B,A,A,A,A,A,A,A,A,A,3,21
B,B,B,A,A,A,A,A,A,A,A,A,3,22
B,B,B,A,A,A,A,A,A,A,A,A,3,23
B,B,B,A,A,A,A,A,A,A,A,A,3,24
B,B,B,A,A,A,A,A,A,A,A,A,3,25
B,B,B,A,A,A,A,A,A,A,A,A,3,26
B,B,B,A,A,A,A,A,A,A,A,A,3,27
B,B,B,A,A,A,A,A,A,A,A,A,3,28
B,B,B,A,A,A,A,A,A,A,A,A,3,29
B,B,B,A,A,A,A,A,A,A,A,A,3,30
B,B,B,A,A,A,A,A,A,A,A,A,3,31
B,B,B,A,A,A,A,A,A,A,A,A,3,32
B,B,B,A,A,A,A,A,A,A,A,A,3,33
B,B,B,A,A,A,A,A,A,A,A,A,3,34
B,B,B,A,A,A,A,A,A,A,A,A,3,35
B,B,B,A,A,A,A,A,A,A,A,A,3,36
B,B,B,A,A,A,A,A,A,A,A,A,3,37
B,B,B,A,A,A,A,A,A,A,A,A,3,38
B,B,B,A,A,A,A,A,A,A,A,A,3,39
B,B,B,A,A,A,A,A,A,A,A,A,3,40
B,B,B,A,A,A,A,A,A,A,A,A,3,41
B,B,B,A,A,A,A,A,A,A,A,A,3,42
B,B,B,A,A,A,A,A,A,A,A,A,3,43
B,B,B,A,A,A,A,A,A,A,A,A,3,44
B,B,B,A,A,A,A,A,A,A,A,A,3,45
B,B,B,A,A,A,A,A,A,A,A,A,3,46
B,B,B,A,A,A,A,A,A,A,A,A,3,47
B,B,B,A,A,A,A,A,A,A,A,A,3,48
B,B,B,A,A,A,A,A,A,A,A,A,3,49
_,_,_,_,_,_,_,_,_,_,_,_,4,0
B,B,B,A,A,A,A,A,A,A,A,A,4,1
A,A,A,A,A,A,A,A,A,A,A,A,4,2
A,A,A,A,A,A,A,A,A,A,A,A,4,3
A,A,A,A,A,A,A,A,A,A,A,A,4,4
B,B,B,A,A,A,A,A,A,A,A,A,4,5
B,B,B,A,A,A,A,A,A,A,A,A,4,6
B,B,B,A,A,A,A,A,A,A,A,A,4,7
B,B,B,A,A,A,A,A,A,A,A,A,4,8
B,B,B,A,A,A,A,A,A,B,B,B,4,9
A,A,A,A,A,A,A,A,A,B,B,B,4,10
B,B,B,A,A,A,A,A,A,A,A,A,4,11
B,B,B,A,A,A,A,A,A,B,B,B,4,12
B,B,B,A,A,A,A,A,A,A,A,A,4,13
B,B,B,A,A,A,A,A,A,A,A,A,4,14
A,A,A,A,A,A,A,A,A,A,A,A,4,15
B,B,B,A,A,A,A,A,A,B,B,B,4,16
B,B,B,A,A,A,A,A,A,B,B,B,4,17
B,B,B,A,A,A,A,A,A,A,A,A,4,18
B,B,B,A,A,A,A,A,A,A,A,A,4,19
B,B,B,A,A,A,A,A,A,A,A,A,4,20
B,B,B,A,A,A,A,A,A,A,A,A,4,21
B,B,B,A,A,A,A,A,A,A,A,A,4,22
B,B,B,A,A,A,A,A,A,A,A,A,4,23
B,B,B,A,A,A,A,A,A,B,B,B,4,24
B,B,B,A,A,A,A,A,A,A,A,A,4,25
B,B,B,A,A,A,A,A,A,A,A,A,4,26
B,B,B,A,A,A,A,A,A,A,A,A,4,27
B,B,B,A,A,A,A,A,A,B,B,B,4,28
B,B,B,A,A,A,A,A,A,B,B,B,4,29
B,B,B,A,A,A,A,A,A,A,A,A,4,30
B,B,B,A,A,A,A,A,A,A,A,A,4,31
B,B,B,A,A,A,A,A,A,A,A,A,4,32
B,B,B,A,A,A,A,A,A,B,B,B,4,33
B,B,B,A,A,A,A,A,A,B,B,B,4,34
B,B,B,A,A,A,A,A,A,A,A,A,4,35
B,B,B,A,A,A,A,A,A,B,B,B,4,36
B,B,B,A,A,A,A,A,A,B,B,B,4,37
B,B,B,A,A,A,A,A,A,A,A,A,4,38
B,B,B,A,A,A,A,A,A,A,A,A,4,39
B,B,B,A,A,A,A,A,A,A,A,A,4,40
B,B,B,A,A,A,A,A,A,A,A,A,4,41
B,B,B,A,A,A,A,A,A,B,B,B,4,42
B,B,B,A,A,A,A,A,A,A,A,A,4,43
B,B,B,A,A,A,A,A,A,A,A,A,4,44
B,B,B,A,A,A,A,A,A,A,A,A,4,45
B,B,B,A,A,A,A,A,A,A,A,A,4,46
B,B,B,A,A,A,A,A,A,B,B,B,4,47
B,B,B,A,A,A,A,A,A,A,A,A,4,48
B,B,B,A,A,A,A,A,A,A,A,A,4,49
_,_,_,_,_,_,_,_,_,_,_,_,5,0
A,A,A,A,A,A,B,B,B,A,A,A,5,1
A,A,A,A,A,A,A,A,A,A,A,A,5,2
A,A,A,A,A,A,A,A,A,A,A,A,5,3
A,A,A,A,A,A,A,A,A,A,A,A,5,4
A,A,A,A,A,A,A,A,A,A,A,A,5,5
A,A,A,A,A,A,A,A,A,A,A,A,5,6
A,A,A,A,A,A,A,A,A,A,A,A,5,7
B,B,B,A,A,A,A,A,A,A,A,A,5,8
B,B,B,A,A,A,A,A,A,A,A,A,5,9
A,A,A,A,A,A,A,A,A,A,A,A,5,10
B,B,B,A,A,A,A,A,A,A,A,A,5,11
B,B,B,A,A,A,A,A,A,A,A,A,5,12
A,A,A,A,A,A,A,A,A,B,B,B,5,13
A,A,A,A,A,A,A,A,A,A,A,A,5,14
A,A,A,A,A,A,A,A,A,B,B,B,5,15
B,B,B,A,A,A,A,A,A,A,A,A,5,16
B,B,B,A,A,A,A,A,A,A,A,A,5,17
A,A,A,A,A,A,A,A,A,A,A,A,5,18
B,B,B,A,A,A,A,A,A,A,A,A,5,19
B,B,B,A,A,A,A,A,A,A,A,A,5,20
B,B,B,A,A,A,A,A,A,A,A,A,5,21
B,B,B,A,A,A,A,A,A,A,A,A,5,22
B,B,B,A,A,A,A,A,A,A,A,A,5,23
B,B,B,A,A,A,A,A,A,A,A,A,5,24
B,B,B,A,A,A,A,A,A,A,A,A,5,25
B,B,B,A,A,A,A,A,A,B,B,B,5,26
B,B,B,A,A,A,A,A,A,A,A,A,5,27
B,B,B,A,A,A,A,A,A,B,B,B,5,28
A,A,A,A,A,A,A,A,A,A,A,A,5,29
A,A,A,A,A,A,A,A,A,A,A,A,5,30
A,A,A,A,A,A,A,A,A,A,A,A,5,31
A,A,A,A,A,A,A,A,A,A,A,A,5,32
B,B,B,A,A,A,A,A,A,A,A,A,5,33
B,B,B,A,A,A,A,A,A,A,A,A,5,34
B,B,B,A,A,A,A,A,A,A,A,A,5,35
B,B,B,A,A,A,A,A,A,B,B,B,5,36
B,B,B,A,A,A,A,A,A,A,A,A,5,37
B,B,B,A,A,A,A,A,A,B,B,B,5,38
B,B,B,A,A,A,A,A,A,A,A,A,5,39
B,B,B,A,A,A,A,A,A,A,A,A,5,40
B,B,B,A,A,A,A,A,A,A,A,A,5,41
B,B,B,A,A,A,A,A,A,B,B,B,5,42
B,B,B,A,A,A,A,A,A,A,A,A,5,43
B,B,B,A,A,A,A,A,A,A,A,A,5,44
B,B,B,A,A,A,A,A,A,A,A,A,5,45
B,B,B,A,A,A,A,A,A,A,A,A,5,46
B,B,B,A,A,A,A,A,A,B,B,B,5,47
B,B,B,A,A,A,A,A,A,B,B,B,5,48
B,B,B,A,A,A,A,A,A,B,B,B,5,49
