episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
100, 4950, -18.08080808080808, -16.232323232323232, -15.707070707070708, -17.494949494949495
200, 9950, -17.84, -16.35, -15.77, -17.4
300, 14950, -19.01, -15.95, -16.59, -17.08
400, 19950, -17.6, -16.59, -16.43, -17.04
500, 24950, -18.72, -16.03, -16.09, -17.46
600, 29950, -18.69, -15.22, -16.32, -17.59
700, 34950, -18.16, -15.84, -16.57, -17.5
800, 39950, -18.26, -16.12, -16.57, -17.39
900, 44950, -17.78, -16.13, -16.81, -17.01
1000, 49950, -18.04, -16.34, -16.22, -17.34
1100, 54950, -13.97, -16.65, -13.01, -15.7
1200, 59950, -18.72, -23.57, -22.89, -20.13
1300, 64950, -18.4, -6.0, -14.2, -6.47
1400, 69950, -26.42, -3.98, -21.38, -15.89
1500, 74950, -17.86, -10.54, -19.0, -14.9
1600, 79950, -3.36, -23.12, -31.88, -12.71
1700, 84950, -5.5, -14.56, -19.14, -14.57
1800, 89950, -5.76, -20.93, -10.1, -31.47
1900, 94950, -3.85, -8.49, -4.71, -40.77
2000, 99950, -2.52, -19.12, -3.57, -41.8
2100, 104950, -4.42, -14.0, -3.29, -43.07
2200, 109950, -5.07, -23.89, -2.11, -42.83
2300, 114950, -7.36, -11.31, -15.96, -31.3
2400, 119950, -26.66, -1.85, -5.81, -41.55
2500, 124950, -35.44, -0.24, -10.18, -37.36
2600, 129950, -13.37, -7.28, -7.16, -42.2
2700, 134950, -13.71, -10.43, -4.71, -44.24
2800, 139950, -7.22, -19.56, -3.15, -45.49
2900, 144950, -9.21, -13.43, -7.7, -40.88
3000, 149950, -11.38, -16.17, -8.09, -41.81
3100, 154950, -20.19, -17.6, -6.43, -41.25
3200, 159950, -28.6, -11.9, -11.65, -38.16
3300, 164950, -30.52, -12.73, -9.94, -39.61
3400, 169950, -33.62, -10.19, -10.25, -39.47
3500, 174950, -33.41, -9.76, -8.55, -41.32
3600, 179950, -33.29, -7.74, -8.99, -40.48
3700, 184950, -44.47, -1.84, -10.16, -39.25
3800, 189950, -48.54, -0.84, -8.51, -40.96
3900, 194950, -48.93, -0.76, -8.11, -41.7
4000, 199950, -46.52, -2.71, -10.77, -38.8
4100, 204950, -33.87, -14.37, -6.49, -42.96
4200, 209950, -32.76, -16.61, -7.94, -41.41
4300, 214950, -46.69, -2.85, -7.93, -41.56
4400, 219950, -40.3, -8.72, -15.46, -33.82
4500, 224950, -34.82, -7.78, -6.41, -40.69
4600, 229950, -44.52, -4.27, -7.44, -39.52
4700, 234950, -45.38, -4.16, -10.38, -38.02
4800, 239950, -47.48, -1.79, -7.44, -40.3
4900, 244950, -48.5, -1.05, -11.88, -35.77
5000, 249950, -47.83, -1.78, -9.75, -38.17
5100, 254950, -46.12, -3.18, -12.16, -35.67
5200, 259950, -46.42, -2.32, -8.31, -37.37
5300, 264950, -43.19, -6.12, -5.18, -41.22
5400, 269950, -45.52, -3.84, -10.86, -33.02
5500, 274950, -40.43, -6.07, -8.61, -35.45
5600, 279950, -44.53, -1.51, -8.07, -39.76
5700, 284950, -45.99, -1.63, -7.59, -41.75
5800, 289950, -42.55, -1.91, -6.05, -43.2
5900, 294950, -46.94, -0.55, -6.43, -42.27
6000, 299950, -46.43, -1.06, -4.8, -44.03
6100, 304950, -40.03, -2.21, -7.23, -41.42
6200, 309950, -42.09, -3.84, -9.52, -39.88
6300, 314950, -43.57, -1.78, -7.11, -42.18
6400, 319950, -39.05, -8.15, -8.98, -38.95
6500, 324950, -44.05, -2.45, -7.79, -40.77
6600, 329950, -40.34, -6.43, -9.76, -39.58
6700, 334950, -40.14, -7.59, -5.34, -43.97
6800, 339950, -40.99, -5.52, -6.0, -42.95
6900, 344950, -39.52, -7.86, -6.38, -42.39
7000, 349950, -46.74, -1.33, -9.2, -38.49
7100, 354950, -44.3, -4.86, -5.42, -43.27
7200, 359950, -45.42, -2.11, -4.65, -44.21
7300, 364950, -43.42, -3.29, -7.62, -41.93
7400, 369950, -45.44, -2.32, -9.1, -39.07
7500, 374950, -43.68, -4.15, -5.88, -41.53
7600, 379950, -45.77, -2.06, -5.48, -42.37
7700, 384950, -46.01, -1.75, -3.9, -43.56
7800, 389950, -45.12, -1.48, -6.33, -43.29
7900, 394950, -45.71, -1.5, -7.68, -40.66
8000, 399950, -45.25, -2.07, -4.99, -44.79
8100, 404950, -46.65, -1.12, -6.38, -43.37
8200, 409950, -44.69, -2.02, -8.63, -39.92
8300, 414950, -43.91, -0.99, -9.33, -40.49
8400, 419950, -43.74, -1.2, -11.03, -38.21
8500, 424950, -45.23, -0.98, -7.94, -41.08
8600, 429950, -43.96, -1.23, -9.05, -38.28
8700, 434950, -42.86, -0.98, -7.05, -40.73
8800, 439950, -44.95, -0.98, -6.06, -40.35
8900, 444950, -41.19, -0.79, -5.54, -40.55
9000, 449950, -45.18, -0.88, -4.42, -41.81
9100, 454950, -45.93, -0.81, -8.94, -38.85
9200, 459950, -40.72, -1.02, -7.69, -40.87
9300, 464950, -39.48, -0.8, -8.37, -41.04
9400, 469950, -42.98, -0.87, -6.18, -42.78
9500, 474950, -42.06, -1.09, -7.92, -41.36
9600, 479950, -44.91, -1.38, -7.1, -42.73
9700, 484950, -45.87, -1.4, -4.03, -45.25
9800, 489950, -44.03, -0.7, -4.04, -45.1
9900, 494950, -42.05, -0.4, -2.97, -45.22
10000, 499950, -42.38, -0.64, -6.67, -41.42
10100, 504950, -44.26, -2.42, -5.08, -44.51
10200, 509950, -43.18, -1.27, -4.19, -44.62
10300, 514950, -42.08, -0.38, -6.52, -41.31
10400, 519950, -43.34, -1.29, -9.12, -39.66
10500, 524950, -38.17, -1.2, -5.3, -43.07
10600, 529950, -37.28, -1.37, -4.23, -42.91
10700, 534950, -42.02, -1.42, -5.66, -42.86
10800, 539950, -43.74, -2.43, -9.69, -39.86
10900, 544950, -44.23, -1.65, -6.08, -42.2
11000, 549950, -40.94, -2.5, -5.18, -44.03
11100, 554950, -34.61, -1.01, -1.33, -46.17
11200, 559950, -44.9, -1.25, -4.38, -44.31
11300, 564950, -42.74, -1.66, -2.07, -46.83
11400, 569950, -40.84, -1.68, -5.35, -44.19
11500, 574950, -39.44, -0.68, -8.02, -41.7
11600, 579950, -38.18, -2.82, -7.89, -41.65
11700, 584950, -31.36, -5.6, -3.69, -45.46
11800, 589950, -35.31, -2.98, -5.88, -43.84
11900, 594950, -41.58, -1.51, -7.65, -42.03
12000, 599950, -41.0, -2.49, -5.35, -44.12
12100, 604950, -19.69, -5.89, -10.81, -37.9
12200, 609950, -33.92, -0.18, -5.23, -42.48
12300, 614950, -33.56, -0.31, -7.45, -41.23
12400, 619950, -25.17, -0.13, -7.9, -40.94
12500, 624950, -26.49, -0.67, -4.69, -43.43
12600, 629950, -26.53, -1.48, -4.69, -44.61
12700, 634950, -23.96, -1.43, -6.96, -42.11
12800, 639950, -34.56, -1.61, -3.83, -45.08
12900, 644950, -37.31, -2.11, -3.27, -45.99
13000, 649950, -35.7, -2.39, -3.42, -44.38
13100, 654950, -31.27, -2.8, -2.4, -46.15
13200, 659950, -33.69, -1.79, -5.24, -43.65
13300, 664950, -33.13, -0.69, -6.01, -42.77
13400, 669950, -33.19, -1.06, -5.48, -43.48
13500, 674950, -31.02, -2.88, -9.79, -38.76
13600, 679950, -30.68, -2.73, -5.45, -43.76
13700, 684950, -27.27, -12.36, -6.32, -42.76
13800, 689950, -33.85, -2.98, -8.31, -41.24
13900, 694950, -30.05, -1.26, -9.51, -40.11
14000, 699950, -39.15, -1.25, -5.75, -43.91
14100, 704950, -36.39, -0.84, -9.02, -40.72
14200, 709950, -31.11, -0.96, -10.56, -38.47
14300, 714950, -33.49, -0.5, -6.93, -42.31
14400, 719950, -37.54, -1.33, -8.02, -41.65
14500, 724950, -34.55, -1.63, -6.98, -42.73
14600, 729950, -33.04, -1.54, -9.47, -40.07
14700, 734950, -35.06, -1.05, -9.91, -39.79
14800, 739950, -30.47, -0.78, -12.25, -37.54
14900, 744950, -35.83, -0.9, -9.54, -40.26
15000, 749950, -34.71, -0.88, -9.47, -40.4
15100, 754950, -36.77, -0.38, -8.93, -40.57
15200, 759950, -35.3, -1.0, -9.78, -39.48
15300, 764950, -36.49, -1.06, -10.15, -39.08
15400, 769950, -35.84, -1.11, -9.34, -39.81
15500, 774950, -31.81, -0.88, -7.8, -41.64
15600, 779950, -26.41, -0.81, -9.2, -40.17
15700, 784950, -30.08, -0.47, -8.66, -40.95
15800, 789950, -30.42, -0.86, -8.86, -40.87
15900, 794950, -31.91, -1.22, -6.58, -43.04
16000, 799950, -30.39, -0.68, -6.58, -43.21
16100, 804950, -31.16, -1.09, -10.0, -39.73
16200, 809950, -27.57, -0.9, -6.31, -43.29
16300, 814950, -36.35, -1.07, -8.17, -41.66
16400, 819950, -33.57, -1.03, -4.12, -45.46
16500, 824950, -34.35, -1.55, -6.02, -43.75
16600, 829950, -32.66, -1.74, -5.92, -43.78
16700, 834950, -31.61, -1.67, -6.21, -43.69
16800, 839950, -32.09, -1.01, -7.64, -42.21
16900, 844950, -28.89, -1.97, -5.45, -44.22
17000, 849950, -34.72, -1.11, -8.95, -40.84
17100, 854950, -32.3, -1.39, -6.19, -43.68
