act0,act1,act2,act3,act4,episode,step
0.009536112658679485,0.00011585531319724396,0.005079230293631554,0.9852591753005981,9.660278010414913e-06,1,0
0.03198683634400368,0.000663766055367887,0.0028582424856722355,0.964478075504303,1.3096680959279183e-05,1,1
0.11167098581790924,2.637760917423293e-05,0.0011498188832774758,0.8871213793754578,3.151722194161266e-05,1,2
0.1088676005601883,3.83998267352581e-05,0.0017899342346936464,0.889245331287384,5.8677174820331857e-05,1,3
0.009870083071291447,2.629806476761587e-05,0.0020468563307076693,0.9879675507545471,8.932925265980884e-05,1,4
0.013174371793866158,2.274746975672315e-06,0.0007301338482648134,0.9860921502113342,1.0671229802028392e-06,1,5
0.5761836171150208,4.4436332245822996e-05,0.0001943448733072728,0.4235614538192749,1.6177915313164704e-05,1,6
0.011121769435703754,1.9876837541232817e-05,0.0008333768928423524,0.9880093932151794,1.5500467270612717e-05,1,7
0.0009971638210117817,4.285495379008353e-05,6.469312938861549e-05,0.9988517761230469,4.342673855717294e-05,1,8
0.15331123769283295,5.737255560234189e-05,0.0005914063076488674,0.8457584381103516,0.0002814895997289568,1,9
0.004521721042692661,0.0003824277955573052,8.258707384811714e-05,0.994516909122467,0.0004964245017617941,1,10
0.45832130312919617,0.00010181662946706638,9.941840835381299e-05,0.5413798093795776,9.757045336300507e-05,1,11
0.007060563191771507,0.0008517534006386995,0.00040193062159232795,0.9896610975265503,0.002024606801569462,1,12
0.22953343391418457,0.0036865624133497477,0.00028999350615777075,0.7662644982337952,0.00022553789312951267,1,13
0.00035077283973805606,0.05750047042965889,0.0005613703397102654,0.9401296973228455,0.0014576941030099988,1,14
0.029673341661691666,0.3139213025569916,0.0005865445709787309,0.40541496872901917,0.25040388107299805,1,15
0.005921646952629089,0.001592358574271202,3.851602741633542e-05,0.005197901278734207,0.9872495532035828,1,16
0.012151919305324554,0.0030576095450669527,0.0019821464084088802,0.000936135882511735,0.9818721413612366,1,17
0.00620421813800931,0.0035489536821842194,3.823117003776133e-05,0.0012363254791125655,0.9889722466468811,1,18
0.009859966114163399,0.003081885864958167,0.0014097682433202863,0.013780818320810795,0.971867561340332,1,19
0.004564356524497271,0.003984853159636259,0.0009602155187167227,0.8356109261512756,0.154879629611969,1,20
0.0018536513671278954,0.0021385448053479195,0.05586117133498192,0.930493175983429,0.009653422050178051,1,21
0.0006969794631004333,0.0009923967299982905,1.6993804820231162e-05,0.9980168342590332,0.0002767334517557174,1,22
0.001984525239095092,0.0014843533281236887,0.00029349204851314425,0.9902179837226868,0.0060196141712367535,1,23
0.01762494444847107,0.03729909285902977,0.000932082999497652,0.9419721961021423,0.002171715721487999,1,24
0.003234876785427332,0.06695842742919922,0.0019648561719805002,0.9241150617599487,0.0037268532905727625,1,25
0.0008074071374721825,0.08961177617311478,0.011454450897872448,0.8926429152488708,0.0054834820330142975,1,26
0.048800334334373474,0.0015536706196144223,0.0010693101212382317,0.4459860026836395,0.5025906562805176,1,27
6.867407137178816e-06,1.8981492758030072e-05,6.650500290561467e-05,0.0006356288795359433,0.9992720484733582,1,28
9.398560905538034e-06,8.093362339423038e-06,0.00038888378185220063,0.00020562231657095253,0.9993879795074463,1,29
2.848131953214761e-05,3.9191181713249534e-05,7.34064233256504e-05,0.013832117430865765,0.9860267639160156,1,30
0.0013419397873803973,0.01143668219447136,0.001175156095996499,0.22632627189159393,0.7597200274467468,1,31
0.008237844333052635,0.007925866171717644,0.00296382000669837,0.9628674387931824,0.01800505816936493,1,32
0.0005365457618609071,0.008092209696769714,0.00043894757982343435,0.9890276193618774,0.001904731267131865,1,33
0.01448135357350111,0.00439466955140233,0.002198922447860241,0.9423543214797974,0.03657073155045509,1,34
0.00089422264136374,0.004177182912826538,3.623462180257775e-05,0.9947123527526855,0.00017999873671215028,1,35
0.004293494857847691,0.012006275355815887,0.0003551338450051844,0.708071768283844,0.27527323365211487,1,36
5.592748129856773e-05,0.0005910089239478111,0.0004566061543300748,0.9987072944641113,0.00018919336434919387,1,37
0.09808012843132019,0.007932454347610474,0.0009528809459879994,0.8888788819313049,0.004155635368078947,1,38
0.00659831753000617,0.021831220015883446,0.0024728947319090366,0.9639450311660767,0.005152635741978884,1,39
0.005337862763553858,0.0064709968864917755,0.0019980405922979116,0.3198085427284241,0.6663845777511597,1,40
0.000557434163056314,0.00017091819609049708,4.115044794161804e-05,0.009544845670461655,0.989685595035553,1,41
0.00020223937463015318,0.0030434271320700645,6.6759304900188e-05,0.0003208914422430098,0.9963666200637817,1,42
0.006448850966989994,0.038326527923345566,0.00031468746601603925,0.11180458962917328,0.8431053161621094,1,43
0.09530790895223618,0.023465145379304886,0.004228732082992792,0.36149927973747253,0.5154989957809448,1,44
0.012634155340492725,0.1020517572760582,0.00017310310795437545,0.8762363791465759,0.00890451017767191,1,45
0.0040048034861683846,0.006001750938594341,9.838553523877636e-05,0.9895144701004028,0.00038048296119086444,1,46
0.006252888590097427,0.0031703512649983168,4.3709496821975335e-05,0.9874805808067322,0.0030525573529303074,1,47
0.008937494829297066,0.008515811525285244,0.00028722791466861963,0.9623115062713623,0.019947895780205727,1,48
0.0009671132429502904,0.13721130788326263,0.0001374491403112188,0.861113965511322,0.000570114643778652,1,49
2.3364045773632824e-06,1.4219176591723226e-06,0.01732357032597065,2.8170836685603717e-06,0.9826698303222656,2,0
1.8585570842333254e-06,4.8842655814951286e-05,0.009450918063521385,1.0133146588486852e-07,0.9904982447624207,2,1
4.073981926921988e-06,0.0014918516390025616,0.001420355518348515,5.396811957325554e-07,0.9970831274986267,2,2
2.423609657853376e-06,2.8076117814634927e-05,5.502806379809044e-05,0.00014949380420148373,0.9997649788856506,2,3
2.2244705633056583e-06,2.0042301912326366e-05,1.4956832274037879e-05,0.00024346511054318398,0.9997193217277527,2,4
6.934532575542107e-05,1.0212177585344762e-05,6.920595751580549e-06,0.00012579001486301422,0.9997877478599548,2,5
0.09534396976232529,0.0013660714030265808,0.0006172070279717445,0.013404096476733685,0.8892686367034912,2,6
0.0440768301486969,0.03542635589838028,0.00129094033036381,0.9078012108802795,0.011404689401388168,2,7
0.012956666760146618,0.003241240279749036,0.0005839793593622744,0.9809480905532837,0.0022700384724885225,2,8
0.0026432375889271498,0.0003259337099734694,1.0845937140402384e-05,0.9969773292541504,4.271444049663842e-05,2,9
0.009457645937800407,0.0001854488073149696,0.005882110446691513,0.9826689958572388,0.001805712003260851,2,10
0.00021042990556452423,1.899590643006377e-05,4.46753892902052e-06,0.9997590184211731,7.072952030284796e-06,2,11
0.004192765336483717,0.0003727319708559662,0.00044458088814280927,0.9947614073753357,0.00022845790954306722,2,12
0.026981880888342857,0.006465235259383917,0.0008124742307700217,0.9650620818138123,0.0006783037097193301,2,13
0.0033918358385562897,0.019900264218449593,0.00015031204384285957,0.9568440914154053,0.019713424146175385,2,14
0.5158985257148743,0.04829740896821022,0.0062303077429533005,0.289814829826355,0.13975895941257477,2,15
0.17608104646205902,0.004808538593351841,0.0006254108739085495,0.10114694386720657,0.7173381447792053,2,16
0.08847252279520035,0.03214208781719208,0.004854192025959492,0.6295081377029419,0.2450229674577713,2,17
0.01816956326365471,0.038697194308042526,0.0039530592039227486,0.8910480737686157,0.048132117837667465,2,18
0.0028194717597216368,0.007404401898384094,0.009194135665893555,0.9756810665130615,0.0049009257927536964,2,19
0.005174628458917141,0.035609908401966095,0.006349778268486261,0.9422234892845154,0.010642288252711296,2,20
0.0005095115047879517,0.0017303123604506254,0.0007560962694697082,0.9808058738708496,0.01619824208319187,2,21
0.0024838855024427176,0.0019397594733163714,0.036135151982307434,0.9359320998191833,0.023509036749601364,2,22
0.00024634579312987626,0.0006644847453571856,0.9887085556983948,0.006519815884530544,0.003860743483528495,2,23
0.0002223050396423787,0.0031381193548440933,0.9574270248413086,0.03577530011534691,0.0034372603986412287,2,24
0.0001096033156500198,0.0022485805675387383,0.9674157500267029,0.0023309937678277493,0.027895119041204453,2,25
3.833894879790023e-05,0.0005677142180502415,0.6480768322944641,0.0014663831098005176,0.34985071420669556,2,26
2.247676093247719e-06,2.25263211177662e-05,0.004597563296556473,3.5169625789421843e-07,0.9953773021697998,2,27
1.8544602426118217e-05,7.1634967753198e-06,0.0003390432975720614,8.594806786277331e-07,0.9996343851089478,2,28
4.917114438285353e-06,5.491855063155526e-06,1.025907931762049e-05,0.0013677291572093964,0.998611569404602,2,29
1.1796302715083584e-05,2.0342315110610798e-05,1.017176327877678e-05,1.440711275790818e-05,0.9999432563781738,2,30
0.00026393745793029666,3.560302502592094e-05,3.3063068258343264e-05,0.0006909225485287607,0.998976469039917,2,31
0.3776702284812927,0.03947776183485985,0.0004799744056072086,0.05425184220075607,0.528120219707489,2,32
0.005382819566875696,0.013983138836920261,0.0003631125728134066,0.9796110391616821,0.0006599714397452772,2,33
0.0018580612959340215,0.0007132812170311809,0.0041544679552316666,0.9930644631385803,0.00020979590772185475,2,34
0.000807353644631803,7.353050023084506e-05,2.4541041057091206e-06,0.999024510383606,9.216592297889292e-05,2,35
0.000601637817453593,0.047392282634973526,0.0005942229181528091,0.9502730965614319,0.0011386849218979478,2,36
0.0014509991742670536,0.008675063960254192,0.00022470930707640946,0.9894346594810486,0.00021459258277900517,2,37
