episode,step,total_reward
1000, 49950, -151.174350
2000, 99950, -178.874330
3000, 149950, -148.396714
4000, 199950, -149.617585
5000, 249950, -142.564227
6000, 299950, -135.346416
7000, 349950, -132.978548
8000, 399950, -136.310466
9000, 449950, -146.542073
10000, 499950, -126.478462
11000, 549950, -118.194867
12000, 599950, -116.010538
13000, 649950, -105.881919
14000, 699950, -112.894064
15000, 749950, -116.070216
16000, 799950, -109.814127
17000, 849950, -118.933664
18000, 899950, -125.164966
19000, 949950, -129.505861
20000, 999950, -133.856145
21000, 1049950, -121.680479
22000, 1099950, -152.042005
23000, 1149950, -148.767160
24000, 1199950, -132.025773
25000, 1249950, -120.187047
26000, 1299950, -124.755490
27000, 1349950, -115.181025
28000, 1399950, -114.095285
29000, 1449950, -124.462920
30000, 1499950, -100.458213
31000, 1549950, -102.514172
32000, 1599950, -109.253058
33000, 1649950, -107.323157
34000, 1699950, -111.978865
35000, 1749950, -98.739774
36000, 1799950, -94.981632
37000, 1849950, -82.687493
38000, 1899950, -83.070817
39000, 1949950, -123.052963
40000, 1999950, -116.580539
41000, 2049950, -88.867760
42000, 2099950, -80.907459
43000, 2149950, -79.272568
44000, 2199950, -102.986158
45000, 2249950, -102.952329
46000, 2299950, -101.703436
47000, 2349950, -95.922157
48000, 2399950, -104.081216
49000, 2449950, -98.013504
50000, 2499950, -82.937451
51000, 2549950, -77.479324
52000, 2599950, -72.838499
53000, 2649950, -90.670511
54000, 2699950, -110.808650
55000, 2749950, -89.911454
56000, 2799950, -112.931373
57000, 2849950, -106.369455
58000, 2899950, -115.555646
59000, 2949950, -102.170843
60000, 2999950, -71.683894
61000, 3049950, -73.128264
62000, 3099950, -107.357535
63000, 3149950, -69.202727
64000, 3199950, -80.783496
65000, 3249950, -99.847846
66000, 3299950, -76.405634
67000, 3349950, -77.173396
68000, 3399950, -82.560481
69000, 3449950, -100.160125
70000, 3499950, -94.973007
71000, 3549950, -81.192420
72000, 3599950, -59.623282
73000, 3649950, -55.676173
74000, 3699950, -87.606647
75000, 3749950, -87.594129
76000, 3799950, -96.647109
77000, 3849950, -80.652589
78000, 3899950, -86.398823
79000, 3949950, -84.540318
80000, 3999950, -94.881558
81000, 4049950, -87.788085
82000, 4099950, -76.765521
83000, 4149950, -91.243107
84000, 4199950, -71.275569
85000, 4249950, -64.701142
86000, 4299950, -72.316041
87000, 4349950, -66.414899
88000, 4399950, -66.664990
89000, 4449950, -66.566862
90000, 4499950, -74.559849
91000, 4549950, -83.098535
92000, 4599950, -96.782579
93000, 4649950, -85.146802
94000, 4699950, -152.578073
95000, 4749950, -98.369292
96000, 4799950, -100.457013
97000, 4849950, -105.974157
98000, 4899950, -96.514317
99000, 4949950, -76.732181
100000, 4999950, -64.376018
