episode,step,total_reward
1000, 25408, -3.877866
2000, 52660, 3.706887
3000, 81885, 8.665082
4000, 113217, 11.018164
5000, 146916, 28.334775
6000, 182997, 106.997602
7000, 221756, 45.205547
8000, 263306, 69.245089
9000, 307869, 45.367521
10000, 355637, 15.665654
11000, 406940, 6.373982
12000, 461923, 11.554506
13000, 520889, 12.221400
14000, 584098, 2.039605
15000, 651925, 5.509816
16000, 724634, 8.610462
17000, 802600, 19.809102
18000, 886188, 24.224971
19000, 975835, 20.104060
20000, 1071923, 26.693859
21000, 1174970, 53.915536
22000, 1285436, 38.679820
23000, 1403866, 61.989168
24000, 1530832, 63.008082
25000, 1666959, 75.795532
26000, 1812882, 73.963944
27000, 1969314, 54.990333
28000, 2137004, 61.013775
29000, 2316778, 84.632752
30000, 2509476, 111.134510
31000, 2709475, 134.559916
32000, 2909475, 122.048849
33000, 3109475, 111.639154
34000, 3309475, 99.888145
35000, 3509475, 105.355612
36000, 3709475, 114.431474
37000, 3909475, 103.679175
38000, 4109475, 104.771428
39000, 4309475, 105.498721
40000, 4509475, 114.232579
41000, 4709475, 134.237032
42000, 4909475, 121.685263
43000, 5109475, 131.885917
44000, 5309475, 123.847935
45000, 5509475, 118.199048
46000, 5709475, 106.563684
47000, 5909475, 51.650002
48000, 6109475, 80.702270
49000, 6309475, 54.166110
50000, 6509475, 56.093100
51000, 6709475, 90.995472
52000, 6909475, 70.483783
53000, 7109475, 79.590878
